,Mean-accX,Range-accX,Var-accX,Median-accX,Mean-accY,Range-accY,Var-accY,Median-accY,Mean-accZ,Range-accZ,Var-accZ,Median-accZ,Mean-gyroX,Range-gyroX,Var-gyroX,Median-gyroX,Mean-gyroY,Range-gyroY,Var-gyroY,Median-gyroY,Mean-gyroZ,Range-gyroZ,Var-gyroZ,Median-gyroZ,label
0,4202.05,8728,5955469.361,4435.5,-11667.71,16059,28493305.8,-14524.5,-8646.82,15373,25585101.26,-9974.5,-1791.88,39256,102415950,-530.5,-895.62,46731,126530994.2,-1822.5,3278.25,30610,45933283.06,293.5,2
0,10043.28,13223,12628495.23,9170,-8406.53,20717,41842797.08,-8693.5,-6330.31,35902,55011141.17,-5841,-152.74,49439,121960073,65.5,-1915.92,42246,121073635.8,-1526.5,2485,38594,88862395.49,2699,2
0,7253.47,6610,3287939.282,7361.5,-12330.93,16695,33494876.83,-15806.5,-5655.8,15495,24074195.01,-5463,-2380.03,36860,85721886.96,-373.5,-49.31,43383,108954318.2,-468.5,2645.28,36827,77324662.22,528,2
0,6892.88,5656,3039291.501,6854,-13673.81,14908,20504355.91,-15925.5,-4919.76,15863,23933176.1,-4018,-1753.17,38794,82859503.35,-397.5,-1074.25,43409,114114345.5,-370,2576.41,34010,62362967.6,442.5,2
0,6885.33,7459,3672919.072,6856.5,-13846.35,14925,17684269.44,-15757,-4937.88,17050,24011221.82,-4186,-2057.46,37780,76073153.36,-541,-575.28,39981,82134222,-229,2437.32,35644,65149138.04,252.5,2
0,6646.62,6161,2643551.612,6293.5,-13107.62,14560,20270553.67,-15632,-5903.32,13717,22289735.13,-6198,-1221.44,41969,100505617.2,-335.5,-680.96,40673,90724556.85,-719.5,2412.69,30741,47199379.25,450,2
0,5832.66,6021,2565428.206,5535.5,-11815.65,19035,35625490.39,-15700.5,-7094.22,15926,29430884.78,-8336.5,-1654.87,44253,103720442.9,-888,-1435.96,44359,101274808.4,-1298,2133.77,31709,47144747.21,418.5,2
0,10768.96,11299,10520513.03,11089.5,-6187.62,20398,49324825.63,-4193,-6770.44,33268,47373238.29,-7655,142.71,38085,81494257,1110.5,-2570.26,40640,99681911.37,-2802,1969.9,40223,106258040.8,428.5,2
0,6869.94,6157,2743825.047,6829.5,-13061.47,15168,24407223.61,-15804,-6218.04,16114,23245588.36,-6218,-1483.74,40376,96952648.28,-520.5,-825.82,41531,98232339.68,-722.5,2168.07,32282,62924170.07,216.5,2
0,6523.59,5996,2333278.507,6519.5,-12044.99,18224,30359136.25,-15436.5,-7169.48,14493,23010992.9,-7242,-1664.03,43158,108906887.6,-834,-388.5,39691,88420891.12,-963.5,2911.17,32703,58942085.9,756,2
0,6068.38,5377,1813810.561,5920,-13441.94,14874,20614672.02,-15735.5,-6233.21,16271,22934763.16,-6407,-1493.04,38898,94637403.11,-586.5,-1161.54,42500,91495476.49,-905.5,2865.51,30046,49028744.17,614,2
0,6176.06,5851,1812070.966,6171,-13129.68,13464,19190070.02,-15752.5,-6313.89,14932,21439469.25,-6443,-1510.13,40733,102301274.6,-443,-166.47,37679,90120347.04,-265,2634.95,28990,47445252.73,1109.5,2
0,6024.89,5584,1845038.058,5986,-13813.47,13599,16258438.15,-15703.5,-5777.37,14361,21838227.14,-5116,-1522.58,36971,84129705.7,-812.5,-1275.04,42352,91540706.87,-1628,2453.2,30565,56432074.61,-1,2
0,5406.16,5218,1578583.247,5234,-13410.57,14748,19670440.35,-15759.5,-6440.05,14370,20687476.19,-6216,-1468.76,40791,100142779.1,-629.5,-521.45,44145,90174438.8,-358.5,2732.38,28102,39455683.79,1086,2
0,7021.11,4617,1629853.695,6479.5,-9865.72,17888,40084568.85,-10644.5,-9575.41,12667,13722554,-9835.5,1538.38,48395,177930620,90.5,1141.59,26652,37632074.02,1641,2762.52,33811,64170652.92,1629.5,2
0,6272.36,2076,268440.9802,6245.5,-10643.61,17293,34899672.54,-12477,-9006.91,11994,13348125.07,-9800,-2456.69,47779,208415439.3,-3845,-793.87,24522,38129214.68,-1222.5,-890.99,28841,50544410.92,-1993.5,2
0,5403.18,3621,789594.7349,5469.5,-10832.59,17309,32359094.89,-13506.5,-9197.61,13667,16594415.59,-10160.5,1784.89,47591,209935919.3,2678,1286.03,24659,40769675.02,1848,1592.41,24043,38387534.53,-63.5,2
0,5114.84,4212,1023072.136,5318,-10355.56,16728,36522849.95,-13208,-8922.64,15657,23372624.31,-9862,-1256.79,46093,180982786.3,-1791.5,47.03,24038,35367862.76,-79,-175.52,23086,36554848.96,-826.5,2
0,4885.39,3919,978533.4322,4842.5,-9107.61,17221,43250639.47,-10671,-9614.66,16275,26962397.86,-10946,-199.58,47830,169280773.2,-962,-68.57,26634,41817035.26,-502,94.45,22164,30442945.64,-652,2
0,4848.43,3311,719465.5001,4875.5,-9231.6,17362,43843552.06,-11450,-9339.43,15398,26360012.77,-11027.5,-233.53,50531,178617236.1,-1388,123,26002,36377142.53,-333,383.67,22044,27678053.72,-393,2
0,-4586.16,8373,6155534.277,-5267.5,-12108.43,19759,24680224.57,-10240.5,-9885.56,7857,3880721.178,-10694,122.59,44468,124492617.8,-121.5,551.99,21639,29168269.26,892,803.39,29888,40637984.48,358,2
0,-5541.66,10340,10705705.08,-6456,-8662.67,19950,49296868.3,-9532.5,-9387.3,7847,6386537.727,-10327,725.5,42032,126242544.8,-1016,543.36,21550,25859816.52,577,126.14,30994,61118950.55,-997,2
0,-5012.87,10836,9732562.639,-5654.5,-9523.46,19736,48326900.05,-11917.5,-9168.91,8530,6196509.901,-10006.5,-243.85,41120,151132790.3,-1421,-90.79,21540,26490766.83,-484,939.78,30325,60807126.31,-487,2
0,-6093.97,11457,12254017.79,-7017.5,-8456.42,20912,55721537.01,-9359,-9204.75,8158,5181921.24,-10183.5,640.18,43881,148326527.7,-677.5,10.35,28624,41412349.91,63.5,820.27,34704,69076887.61,-888,2
0,-5249.75,10874,12086526.98,-6059.5,-9477.96,20492,56215205.05,-12462,-8760.67,9250,7581367.274,-9948,62.48,47039,175993743.4,-1585.5,-138.8,23387,36957096.87,160.5,523.36,32844,64441778.17,-973,2
0,-5146.62,10597,11675224.9,-6045.5,-9382.31,20830,55096473.43,-12528,-8881.56,8471,6356083.037,-9729,-462.33,46304,166530969.5,-1500,-212.29,27628,44710434.01,155.5,405.24,34482,71220004.83,-1218,2
0,-5314.76,9539,9876936.184,-6104,-9194.75,19453,52314213.46,-11647.5,-9086.34,8809,7383913.277,-10136.5,-746.02,46276,164529994.7,-1426.5,-87.21,23137,29680730.15,622,-222.65,32639,65356552.78,-1277.5,2
0,10432.73,11519,10237694.89,11509,-9952.9,17365,20210888.62,-10011,-6466.01,16849,16998535.97,-6590.5,1343.2,44925,100322328.5,627.5,-12.82,28358,41322268.63,-624.5,2664.94,22427,31090991.9,1360.5,2
0,7038.22,9001,3744192.416,7024,-10266.31,17036,31681815.04,-12869.5,-8551.78,16403,20836950.09,-9926,-1189.6,39978,151367052.7,-2444,387.15,31149,61529190.37,-1092.5,2153.89,22541,23557488.87,852,2
0,9129.34,7477,3591372.853,8647.5,-10752.35,16990,31908874.01,-14108.5,-5249.69,16328,26874797.73,-6307.5,-1552.77,40287,115971027.5,-89,-272.95,43692,74227915.22,-1050,1497.12,33085,73267369.76,104,2
0,7779.54,6688,3230214.635,7525.5,-10453.62,16877,34851647.55,-13676.5,-7368.53,16599,22979847.85,-8316.5,-1080.72,45046,154706134.5,-1163.5,272.64,29478,55592913.42,-217,1572.16,25800,43267393.93,-0.5,2
0,8174.88,7189,4447708.632,7606.5,-10620.76,18023,41511473.68,-15215.5,-5926.13,16665,28963901.18,-7487.5,-1309.85,47672,152903914.2,-1026,-185.73,38681,68235519.47,210,1078.2,31170,63148035.39,-332,2
0,12776.3,10377,6062281.97,13222.5,-8209.29,16366,37331536.77,-9368,-2366.9,9517,9822899.444,-2549,-2656.28,28624,47861066.63,-244,-22.63,26267,23443362.7,-302.5,1065.16,41011,110987872.4,180.5,2
0,12347.91,7157,5145142.749,12931.5,-8542.86,15808,35372193.62,-10710.5,-2102.02,8487,7562708.222,-2165,-1117.49,27014,45712175.99,-865,209.25,19537,13601468.84,-292.5,750.71,36768,110197139.8,-436.5,2
0,12384.75,7945,4655144.412,13159.5,-8953.04,15265,30203312,-10303.5,-2099.23,7943,6053232.179,-2418,-1125.55,27646,51491053.34,-507,229.25,16660,13474304.86,-476.5,1483.1,35042,104898187.2,128.5,2
0,12229.26,8683,5543544.093,12776.5,-9169.3,16256,35377661.42,-11499.5,-1280.35,6904,4158031.684,-1009,-433.64,28062,44251227.02,-442.5,363.73,15786,10354158.91,-117.5,1539.57,41367,146113580.6,-101.5,2
0,11906.25,8701,5668061.745,12345,-9754.75,15930,33000692.07,-12871,-484.47,7325,5605824.959,-115,-1183.3,22050,30411364.64,-350,-446.55,22510,16294957.66,-883,1400.49,41904,136910175.1,356,2
0,11730.71,9719,7916575.319,12399.5,-9464.94,16900,38800458.16,-12678,-617.61,7754,6831067.392,-352,-1682.44,24397,32506524.39,-907,217.3,23478,19438219.91,-363,531.32,43525,139849629.6,-1218,2
0,11997.91,9755,7654293.78,12320.5,-9366.7,15958,36313795.99,-12385,-395.35,6750,4152449.058,-111.5,-1165.94,24615,30749558.4,-728,-200.43,20789,14707409.58,7,276.69,45802,144753540.8,-1121,2
0,2626.76,7157,4609109,3648,-15560.34,5688,1195339.25,-15915,-2000.16,8769,10070451,-71,-2814.38,10013,13406637,-484,-2423.22,11385,14626084,95,2139.24,15572,20101880,243,2
0,-2409.2,8410,9635046,-3797,-11191.29,11105,16596813,-9180,-8719.44,7886,7173091,-9037,1348.61,23743,44148336,-8183,781.58,18049,27146600,-4508,-326.68,17564,21674414,11351,2
0,-2891.36,6766,4742314.5,-2767,-10335.11,12572,16891496,-14358,-10530.25,5385,2907572.75,-10810,-1306.13,21478,49359820,-13524,-64.13,19637,24960198,-9934,-928.81,20388,38030640,6628,2
0,-2378.09,8222,6922171.5,-2919,-11780.78,10257,11934890,-15968,-9999.34,7074,4755307.5,-11499,-1744.1,23793,68707104,-13153,80.6,24411,44529796,-4726,701.3,19343,38408368,8959,2
0,-4513.76,5502,3220883.75,-1734,-10473.24,8509,9002209,-11149,-10580.21,3095,988887.43,-10375,-913.06,17089,26846290,-9814,-858.01,10924,12179112,-5379,1034.55,18982,38001184,8858,2
0,-5040.6,6241,4881564,-7104,-9825.61,9453,10480678,-6438,-10864.88,2806,603732.25,-10209,-353.02,13795,25080084,-3916,132.12,9267,9313704,-727,445.75,15750,28315172,7493,2
0,-3673.93,10225,13606657,-7403,-10473.29,12116,19888190,-5498,-9594.24,6522,4626075.5,-11298,-207.54,25074,56424280,-3282,55.62,29655,68605024,-3470,-901.1,14996,20089912,5922,2
0,-1496.76,8839,9011107,-3952,-11713.57,10097,12355825,-8466,-8963.33,7133,5568889.5,-10329,-672.99,24111,58752168,-8186,-198.55,21544,50930308,-7467,155.86,16679,22427536,3462,2
0,-1297.96,8224,7712779.5,-4326,-11690.25,9790,11924544,-6592,-9235.55,6821,4639386,-10402,-169.22,23518,62025928,-6257,-195.95,17286,34492700,-5170,601.3,11708,14193981,5184,2
0,-2386.96,9581,11865364,-6012,-11159.54,11571,17255678,-5704,-8488.95,7178,5321664.5,-10181,-123.8,24178,57182276,-5618,298.74,25376,60293048,-5797,623.31,17796,27033216,5376,2
0,-3113.72,9538,11431770,-5752,-10677.55,12451,19018278,-6508,-8951.24,6870,4307068,-9493,-42.9,22892,51956116,-6291,295.47,22907,49117040,-6030,41.17,20849,37672772,7678,2
0,-2598.53,8712,10022006,-5068,-11596.79,10116,13410387,-7825,-8709.03,5966,3885766.75,-9816,111.1,23303,52671056,-6028,252.45,18000,35945644,-5747,564.42,16422,24878522,6977,2
0,-3058.13,8432,8923296,-5747,-11558.12,9335,11341025,-7838,-9094.6,4927,2447227.25,-9562,-488.26,20059,43703356,-6703,196.17,16790,27522648,-4102,809.43,17259,27191000,7275,2
0,-3526.4,8222,8689192,-6153,-11445.04,10152,13016004,-7114,-8805.11,4200,1598338.5,-9422,-20.31,20524,43933388,-5637,48.38,15099,21614046,-3463,1291.75,19033,37821156,7043,2
0,-2910.91,9670,11440512,-7188,-11750.44,10330,12957093,-6571,-8386.36,5832,3487761,-9398,-650.51,20999,44235680,-3609,393.99,22267,42563196,-1592,798.02,20682,38190964,4383,2
0,-2906.44,9293,10904983,-6369,-11501.49,10652,13323393,-5260,-8463.27,6369,4071086,-9711,-681.71,19613,40373408,-3915,187.64,22384,41871600,-2642,-787.16,21632,42709004,3685,2
0,-2008.21,9940,10619477,-6175,-12086.13,11168,11996480,-6135,-8494.5,7123,5903233.5,-9325,-1528.09,24423,58240092,-3432,-299.57,19835,42909672,-2837,-847.32,19208,29849126,2371,2
0,-5066.14,6014,3738048.75,-5143,-9488.58,10930,15015628,-4202,-10814.11,2892,976685.25,-11222,-175.9,15057,20874412,-5723,-726.77,11654,6748624.5,-6755,46.51,22361,48117352,5761,2
0,-5444.4,6621,5141210,-7852,-10704.85,10420,11667555,-5636,-10059.62,3691,1155994.87,-9770,-339.66,14049,21021328,-3746,-939.26,9601,7764158,-1308,-610.77,18834,33872176,6086,2
0,-3511.11,8091,7849187,-6807,-11473.04,11524,13459971,-6815,-9225.85,4851,2545276.25,-9521,-753.93,23465,50182732,-4232,2478.15,13790,18373534,-3760,2413.46,18680,33982900,5539,2
0,-3946.96,9122,9584729,-6866,-10260.24,11718,17163982,-3423,-9629.76,4943,2482707.25,-10462,-203.42,20965,41531752,-3677,-879.68,16766,26181458,-2727,-610.43,22425,42662300,3846,2
0,-5260.32,5610,4066569.25,-7052,-10327.33,8488,9255750,-5413,-10336.25,2849,633606.62,-9728,-1438.69,16447,25792312,-2456,32.47,11781,12409873,-1689,-351.69,14273,16660257,1208,2
0,-3063.05,10590,11098497,-6716,-11449.61,10207,12955854,-6770,-9183.42,5450,3086398,-10259,-592.37,22396,44715836,-901,2221.45,17486,26959762,1792,1067.33,17194,31034150,-4779,2
0,-5795.18,7001,5295862,-8819,-9853.49,9418,9975619,-5681,-10708.57,2272,554994,-11287,-2122.15,12179,14520042,-510,-2190.93,6407,4183748.75,-551,-1477.47,18677,35967184,-2303,2
0,-3565.58,9959,11530387,-7470,-10638.33,12799,17050412,-4528,-9546.91,5814,3275897.25,-10529,-792.38,22425,54631992,-2113,972.8,19156,41060952,-1016,597.25,16242,30437174,-207,2
0,-5228.39,7759,8030660,-8248,-9307.65,11946,15939139,-2849,-10583.02,3859,1125129,-10611,-1202.01,17953,32836592,-3008,707.88,15816,19311572,-1612,-536.58,19078,35670888,2363,2
0,-2579.69,9929,11622182,-7951,-11116.03,12457,18880204,-3402,-8759.18,6608,5010303.5,-10893,-1115.68,27258,69183560,-3675,1250.84,23800,41987608,-436,231.93,15920,23407588,2293,2
0,-4316.49,6691,5040949.5,-6776,-10332.5,11527,16007476,-4013,-10346.54,3999,1419565.12,-10294,47.35,17862,40743152,-5318,1536.82,9607,12083228,-2924,1203.52,19716,38238096,3663,2
0,-5237.73,6962,5045692.5,-7606,-9899.41,10510,13117254,-4660,-10870.81,3216,733335.5,-10684,-1298.99,15624,26748346,-4210,-2347.16,11782,10772109,-1758,-1782.83,21261,47306516,5126,2
0,-3953.43,8740,9618402,-8026,-10540.89,12367,17874414,-3816,-9361.86,4668,2287325.75,-10726,-888.14,21313,44615264,-3868,2406.22,20719,38998988,-3507,329.68,19071,36709068,2331,2
0,-2410.67,9190,8829644,-7328,-11980.1,11275,12155666,-4296,-9170.04,5498,3372353,-10285,28.56,21529,47308432,-2885,1077.66,16922,22110988,482,-1506.95,11266,13310129,2785,2
0,12496.49,16560,17545115,11717,-7763.03,26003,43212097.12,-9632.5,4247.65,12047,10447166.45,3546.5,-661.52,13940,9390082.717,-747.5,-1857.43,29591,21642165.08,-1656.5,1534.18,48941,193289209.3,3040.5,3
0,11224.51,17110,20612302.98,10614.5,-6081.58,25683,69843191.84,-9260.5,1354.72,4099,691423.6582,1331,-1256.21,14806,8396081.582,-1258,393.39,17476,9140967.735,701.5,1575.15,54636,275014976.2,2756,3
0,11333.28,20892,30269195.8,10916,-7737.02,24204,60009662.04,-11565.5,1272,3831,759764.3232,1253,-850.45,10503,5577032.23,-929.5,869.63,8707,2731891.427,778.5,938.23,55097,284245125.8,2411.5,3
0,11564.83,23018,37798258.95,11922.5,-8495.68,24387,51710545.59,-11859,1831.46,6360,2302118.312,2078.5,-2143.76,15799,10892610.22,-1334,406.1,13366,7903485.222,527,639.62,55446,277934845.8,1281,3
0,11648.87,23318,38751516.03,11836,-6306.16,21354,50586717.67,-9122.5,2881.83,4720,1099163.819,3139,-1396.44,8989,2854562.006,-1480,328.17,9091,3755159.193,347.5,803.59,54707,296768278.7,2056,3
0,11141.07,21177,30335195.98,10536.5,-8660.01,21421,48387294.11,-12563.5,2735.23,4678,1230074.846,2388,-702.47,13466,5970646.757,-825,-152.57,11050,6101054.308,-178,967.23,56634,274632646.8,1865,3
0,9608.58,16155,14421877.07,9433.5,-8366.16,25841,56262944.46,-11406,5709.53,9929,6627875.605,5578.5,-2106.67,32830,49705457.17,-464.5,144.32,35455,48059617.84,-370,-93.04,53386,222714922.4,471,3
0,8987.63,26205,33431060.07,8564.5,-8333.95,24541,62008525.4,-12314.5,4820.76,9213,5506655.881,5283.5,-631.22,32112,54365857.37,-1080.5,-1885.87,25220,27275547.75,-2375,191.96,54165,270468982.2,921,3
0,10868.58,21558,39054167.58,11476.5,-4678.61,27930,76593849.29,-7395,498.68,14464,9543114.018,444.5,-3542.82,34783,45193599.24,-2781.5,-47.44,36492,74402953.95,-745.5,376.21,55237,273083889.8,509,3
0,8227.89,23777,32378930.4,8429.5,-4690.5,26600,72955398.88,-8764.5,5682.76,18856,34404836,2259,-3470.61,53158,136403506,-3198.5,1459.17,29841,39909273.68,699,-392.51,50837,191526575.4,3585,3
0,8659.37,23923,42588555.31,9497.5,-3575.03,25428,80106377.44,-6526.5,2751.04,26292,36561051.35,2091,-1805.64,50548,135762815,-2395.5,-1631.39,29555,43307683.55,-566,1939.27,54840,240108232.1,1497.5,3
0,10353.37,24472,44796742.03,12341.5,-3126.59,25320,74351542.33,-5498,828.58,15362,14824349.32,-403,-4426.18,23259,34277038.82,-2706,-1162.84,30730,59923432.38,-66.5,1571.09,55766,301334538.2,3776.5,3
0,9195.54,25839,55548128.11,10825,-6455,26635,66457520.63,-10181,5777.95,15345,19858839.38,7736,730.66,45818,155402723.5,1437,-1087.51,23026,18138304.66,-325,-1617.47,55150,318967550.4,-1717,3
0,10835.33,21387,28068060.87,11437.5,-5007.66,35870,84339893.36,-3734,-1550.16,24413,34136153.87,-2518,-1202.32,46665,132840701.6,-1294.5,-1135.61,31374,36358453.92,27.5,2521.69,53695,221331652.1,681.5,3
0,6856.28,14788,16031824.99,6421.5,-8521.83,38687,146634171.5,-15906.5,-3839.05,17346,16064019.22,-2923,-932.28,43313,148378903.8,665,1144.19,21205,20470539.63,1786.5,2983.29,55173,261665740.6,2078,3
0,7309.82,17156,23489501.04,7739.5,-8823.94,37933,133456457.7,-14450.5,-4081.97,16395,13842251.91,-2686.5,175.58,44684,157125437.4,2491.5,1437.19,24717,24026336.12,1753.5,4212.33,55505,268333441.6,5059.5,3
0,6916,16067,17919989.37,6951,-10121.96,36698,117232681.9,-15757,-4432.83,18910,17511064.57,-3411.5,-686.07,41385,122392056.3,760.5,1243.08,22875,29877149.35,1424,3572.54,54733,240202269,2282.5,3
0,6497.85,15739,19817099.79,6334,-10836,37065,122871750.7,-16182.5,-4011.54,19323,20372005,-2911.5,-1663.16,44927,148548995.3,46,709.84,26571,34762377.75,-48,2370.32,53406,233972446.8,1092,3
0,6585.8,19361,25552758.48,6260.5,-10515.24,37940,124523902,-16097,-4129.48,18187,17684408.64,-3041.5,-2059.18,46853,148498847.8,-429,1309.8,22273,25448067.68,-70.5,2383.08,55430,241633474.3,1031.5,3
0,6242.37,19593,26923352.74,6039,-11691.71,37244,113132605.6,-16153,-4063.17,24150,30196628.28,-2578.5,-1525.1,50291,182631910.7,-67,1541.64,28824,37717153.85,414,1961.55,55934,229267755.7,779.5,3
0,11191.68,18366,16897630.87,10889,-6157.82,29097,80453220.53,-10556,4140.53,13634,8014014.191,4181.5,-1125.97,28982,27976841.87,-1107,-2210.78,25167,29477686.11,-1877,284.28,54473,246985995.4,-142,3
0,11466.27,22426,30775616.54,11512,-10961.15,29474,60648170.07,-14711.5,-981.04,10113,4824359.19,-778.5,597.84,35749,72551892.44,758,-95.59,10574,5421904.689,286,2271.94,55300,276841119.5,2952.5,3
0,10305.08,21648,30150554.52,9348,-10325.89,28058,74547801.11,-15000,-983.52,10815,6534880.414,-643,-914.43,35473,84309474.71,-714,430.9,12727,6377880.778,246,-899.4,56107,261767022.4,234,3
0,10330.09,24579,41769165.9,9657,-10795.9,33318,68852137.28,-14619.5,-467.89,15106,10049137.74,401.5,-1874.78,40999,108890634,-329,-433.2,18871,9974340.626,-763.5,-198.3,53954,232011687.7,-200,3
0,9880.68,25964,40041059.07,9447.5,-9447.2,34004,95194433.37,-13913,400.86,13986,7807938.707,1045,-2330.33,34950,60137864.87,-574,1114.31,22265,24906238.68,-70.5,289.22,55594,230000836.6,492,3
0,10016.61,25265,44733624.26,9528.5,-10348.35,35930,89140542.49,-14718.5,-384.83,13984,7926946.951,403,-1334.22,41186,104812258.1,263,933.87,19943,14506862.92,352.5,-335.45,55242,235583798.1,-540.5,3
0,9834.11,24593,40231274.73,9824,-11307.24,29615,60454950.16,-13925.5,4469.51,10067,3748844.131,3977.5,-1677.6,15288,12919421.64,-1181,-517.08,25883,24922606.96,-372,2560.51,59252,286280903.7,2962,3
0,9368.41,23873,36224885.17,8413,-12125.55,33234,65828635.99,-15279.5,699.3,24492,23460138.52,1534,-2205.33,39931,68024663.48,-529,-372.68,20640,25748192.52,-1899.5,-640.21,55664,223989005.7,983,3
0,10262.98,27066,47858066.28,9637,-13649.17,30802,63723224.71,-15624,759.87,10820,4459865.953,1102.5,-4196.45,36989,74153770.17,-726.5,-415.09,19094,13519391.98,-548,-384.53,59404,279210268.1,457,3
0,9011.85,28977,51203420.45,8795,-13559.54,29571,52707728.88,-15732.5,889.29,5017,1298235.865,768.5,-1618.99,27987,36310518.17,-783,1041.87,18691,20891694.17,1164.5,714,56079,233971740.9,-167.5,3
0,9063.16,27654,54460135.04,8485.5,-13947.23,30051,52673505.57,-15173.5,-606.53,14785,15305863.28,740.5,-4070.54,33121,70392442.03,-766,203.5,18618,15145216.56,282,1430.02,56551,253802080.1,791,3
0,9168.61,28360,46106162.14,7458,-15829.59,27140,41342888.79,-16142.5,-1086.06,14432,10052102.64,231,-1910.21,41554,74589064.81,-297.5,662.85,21443,19031949.28,483.5,866.01,55239,214582839.6,490.5,3
0,9288.35,19809,32475278.19,9865,-8089.46,31329,88595535.83,-13266,1205.33,8024,3678913.254,1215.5,-1416.42,18481,17738971.18,-646,597.16,22534,21021165.19,702,308.73,58778,320967557.9,378,3
0,7098.97,18165,25065472.94,6381,-4820.59,30811,130846552.7,-8571.5,-1660.63,10265,8868611.448,-1228.5,-4227.36,42244,130713417.3,-2526,-471.04,21510,17987640.79,-305.5,-2873.61,56370,298497499.6,-2300,3
0,8275.39,14052,16196980.32,8533,-5911.15,32688,118176346.9,-9887,-2719.29,10335,9328119.865,-3098.5,-1991.79,44416,178852751.9,-168,-254.76,26507,22558316.31,-94.5,1527.57,54127,340473265.7,1287,3
0,8508.15,13674,14837725.62,8242.5,-5454.69,29859,120947885.1,-10147,-2354.84,10531,8352140.641,-2232.5,-377.73,42081,168157050,1460,-263.17,22674,21113544.81,429.5,2072.64,56271,307829502.9,2825.5,3
0,8425.66,11504,11354239.68,8293.5,-3770.48,29558,121735961.7,-5243.5,-3242.71,10636,8704006.693,-2919,-45.63,43398,148740101.8,922,192.2,27702,33580494.65,-256,2249.52,48332,241973232.4,3463.5,3
0,8108.46,15640,14884323.99,8475,-4833.73,29373,111794781.1,-7292.5,-3459.6,11806,10373986.93,-3300,-274.48,49607,232926603.4,1211,-860.91,31175,37854100.06,-1329,395.76,47566,287993815.1,2342.5,3
0,8189.59,13379,15660998.77,8778.5,-4644.57,29822,113302666.5,-7118,-4178.58,10358,8309263.781,-4185.5,-821.08,49203,228445254,657,-668,25156,27612971.21,-302.5,1120.25,45638,275916539.6,1274,3
0,7183,6340,3767415.98,7717,-7482.03,29945,110562192.8,-14356,-5513.58,13960,15960376.71,-4541.5,-3944.4,56366,242391380.5,-2962,994.47,13230,6035117.787,1035,-1504.1,31200,62925657.67,-1335,3
0,8011.98,7019,4084722,8511.5,-7535.55,28326,98935294.11,-12594,-6290.35,11611,12428431.12,-5915,1239.23,54660,292577084,2419.5,113.86,9595,3673427.899,41.5,1554.3,31672,99136468.37,1480,3
0,7983.63,6095,3548528.559,8697,-5692.44,26671,99527549.6,-7462.5,-6594,11338,11131609.29,-5670.5,2108.8,55607,284861641.7,1251.5,383.17,13555,7500166.749,546.5,846.63,27293,63238950.03,-186,3
0,7547.79,5079,1623672.329,7743.5,-5149.55,27336,102741243.3,-7184,-7773,10246,8856058.141,-7533.5,-631.64,55213,318294089,-653,239.8,10963,5612186.505,170,1176.42,24563,70195112.43,-551.5,3
0,6946.4,6040,3245401.01,7600,-6702.87,26995,99401244.4,-10418.5,-7067.46,11662,11027448.9,-7149,-2746.36,53705,249162247.5,-3468,-8.91,9362,4672811.739,438.5,-352.21,26496,57365193.93,-1998.5,3
0,6928.54,5039,1947849.968,7340,-7208.93,26923,98449886.11,-12182,-7374.88,11225,9532016.41,-6803.5,-1223.81,54874,289385834.9,-1599.5,188.76,12877,6467415.013,367,-263.09,25750,57022842.24,-1215,3
0,10053.11,15887,13922781.43,9130,-10176.23,33894,76857247.61,-9528.5,-2266.05,13530,12401591.12,-3069,-2062.2,55238,167339009.8,-647.5,233.34,30285,38573691.68,308.5,-1216.01,40531,111288103.3,-176.5,3
0,7114.98,10277,5650055.555,6700,-8434.54,35765,124915070.4,-14180,-3402.69,14205,11069625.13,-3355.5,-563.12,53916,238582459.9,-1643,479.32,27283,31932558.24,-200,-564.17,46564,157582709.8,-2143.5,3
0,7713.19,7686,3521086.115,7333.5,-7910.6,31791,120808501.9,-12884.5,-4371.61,13157,10019184,-4273.5,659.1,55735,279712667.4,164.5,1083.55,27018,30841133.93,198,1655.48,41804,145804623.7,60.5,3
0,8779.47,8227,5968766.837,8529.5,-8461.39,31447,115345923.4,-13421,-3711.12,14658,11598255.22,-2364,327.5,54498,197765326.6,-924.5,345.41,21589,22836578.83,404,1715.44,51808,172904302.5,1034.5,3
0,6704.72,6842,3191681.295,6770.5,-8610.05,33093,113098575.6,-15322.5,-4804.74,14601,14063240.38,-5908.5,75.72,55178,253744915.5,-158.5,385.35,21920,19674670.09,370.5,153.92,36087,96957898.01,-725.5,3
0,7470.64,7417,3642237.566,7803,-8649.56,29720,109087617,-14892.5,-4664.17,11857,11548241.54,-5301,179.98,53834,246227562,-652.5,416.33,17981,16780862.71,477.5,634.29,36791,110544934,-354.5,3
0,6343.9,8018,2801220.899,6465,-9246.49,33843,122957101.1,-15902,-5025.78,14614,14323820.42,-5755.5,281.5,56291,271348035,-131,909.65,27117,25639257.36,1025.5,1314.04,36276,91388462.38,60,3
0,10165.66,19767,28106370.13,10132.5,-2575.69,31039,120548176.3,-7024.5,2256.47,10339,5168533.201,2369.5,-127.82,31306,47190401.1,-1246.5,672.65,22234,27703786.65,-116.5,-4328.68,58279,242663801.5,-3470.5,3
