accX,accY,accZ,gyroX,gyroY,gyroZ
14966,-807,-5495,-3283,47,-2441
15037,-604,-5500,-3006,80,-2200
15062,-434,-5469,-2714,116,-1963
15027,-295,-5397,-2399,157,-1726
14963,-202,-5253,-2071,190,-1482
14837,-166,-5030,-1710,218,-1187
14682,-181,-4774,-1256,276,-815
14534,-243,-4567,-662,403,-366
14407,-350,-4473,69,599,149
14287,-469,-4415,876,827,740
14138,-610,-4274,1645,1146,1409
13920,-805,-4055,2374,1686,2181
13645,-1070,-3815,3115,2438,3078
13406,-1415,-3603,3879,3210,4158
13324,-1872,-3396,4626,3823,5458
13313,-2451,-3312,5410,4253,6854
13354,-3100,-3249,6171,4485,8283
13567,-3782,-3160,6872,4594,9785
13901,-4528,-3012,7434,4729,11238
14235,-5297,-2863,7883,4999,12482
14468,-6019,-2765,8241,5316,13476
14588,-6641,-2705,8479,5505,14175
14656,-7233,-2611,8630,5407,14561
14795,-7813,-2408,8667,5093,14763
14938,-8314,-2130,8651,4876,14889
14923,-8734,-1877,8596,4994,14987
14701,-9115,-1671,8444,5438,15096
14410,-9483,-1434,8114,6047,15399
14067,-9940,-1127,7619,6642,15766
13648,-10460,-748,7042,7134,16094
13005,-10988,-492,6516,7441,16328
12244,-11494,-483,6080,7400,16495
11813,-12074,-281,5518,6769,16727
11624,-12691,56,4968,5765,16874
11349,-13163,295,4641,4724,16705
11167,-13479,476,4329,3560,16319
11013,-13787,748,3951,2276,15645
10773,-13955,972,3702,840,14763
10435,-14058,1234,3520,-743,13852
10026,-14168,1399,3380,-2233,12972
9737,-14234,1456,3273,-3543,12195
9609,-14323,1501,3130,-4578,11488
9520,-14394,1526,3011,-5179,10708
9365,-14444,1520,2853,-5225,9864
9172,-14496,1523,2596,-4843,9033
8989,-14552,1556,2253,-4220,8258
8795,-14630,1597,1881,-3603,7514
8610,-14687,1664,1537,-3178,6753
8417,-14743,1749,1211,-2946,5930
8195,-14787,1824,910,-2847,5065
8014,-14810,1867,629,-2845,4221
7926,-14841,1912,340,-2920,3433
7892,-14870,1945,45,-3015,2692
7840,-14910,1893,-257,-3122,1928
7902,-14935,1782,-571,-3320,1149
8102,-14975,1645,-915,-3552,304
8344,-15038,1502,-1279,-3649,-651
8556,-15132,1330,-1674,-3506,-1696
8759,-15225,1136,-2104,-3211,-2763
8980,-15309,914,-2561,-2865,-3841
9259,-15374,646,-3049,-2533,-4921
9568,-15431,335,-3598,-2212,-6024
9889,-15442,-13,-4207,-1888,-7140
10201,-15410,-336,-4896,-1590,-8229
10529,-15351,-651,-5662,-1371,-9246
10845,-15240,-959,-6462,-1323,-10190
11097,-15061,-1299,-7265,-1524,-11137
11339,-14784,-1701,-8087,-1975,-12008
11659,-14508,-2125,-9021,-2636,-12736
12054,-14311,-2605,-10057,-3444,-13320
12472,-14119,-3184,-11102,-4376,-13842
12933,-13824,-3888,-12153,-5367,-14337
13424,-13537,-4604,-13403,-6320,-14704
13894,-13301,-5341,-14797,-7111,-15008
14338,-12930,-5989,-16177,-7616,-15325
14659,-12106,-5933,-17644,-7654,-15476
13862,-12517,-2216,-19156,-5846,-15416
12847,-13036,-2171,-18702,-1984,-15883
12288,-12543,-2399,-17637,917,-15608
12329,-11620,-2431,-16555,1264,-13981
12561,-10476,-2356,-15178,398,-12396
12595,-9358,-2391,-13526,-483,-11269
12660,-8178,-2923,-11806,-900,-10230
12674,-7121,-3512,-10486,-1130,-9318
12736,-6245,-3926,-9515,-1289,-8375
12873,-5545,-4129,-8721,-1418,-7457
13094,-4985,-4312,-7916,-1511,-6590
13408,-4438,-4569,-7057,-1558,-5775
13723,-3921,-4852,-6238,-1489,-5049
14000,-3439,-5155,-5520,-1288,-4415
14239,-2996,-5380,-4959,-1026,-3876
14461,-2608,-5551,-4547,-724,-3445
14638,-2249,-5741,-4188,-470,-3099
14791,-1903,-5919,-3867,-344,-2819
14916,-1600,-6016,-3597,-278,-2579
14997,-1358,-6031,-3353,-179,-2349
15047,-1165,-5984,-3102,-46,-2125
15068,-1005,-5945,-2804,117,-1928
15029,-859,-5934,-2459,270,-1731
14946,-748,-5927,-2112,351,-1526
14857,-681,-5875,-1778,326,-1295
14767,-679,-5690,-1466,217,-992
14649,-752,-5397,-1104,144,-636
14476,-849,-5097,-578,180,-225
14280,-954,-4835,92,358,269
14080,-1092,-4607,854,703,845
13868,-1255,-4363,1641,1244,1569
13649,-1460,-4151,2487,1987,2442
13464,-1708,-4073,3408,2839,3472
13315,-1975,-4049,4274,3668,4687
13189,-2256,-3886,5018,4411,6040
13144,-2641,-3626,5689,5079,7503
13258,-3237,-3278,6264,5686,9132
13396,-4003,-2932,6832,6253,10764
13415,-4770,-2750,7488,6757,12226
13363,-5512,-2650,8128,6955,13574
13409,-6342,-2468,8611,6716,14895
13529,-7306,-2216,8944,6240,16130
13626,-8281,-1966,9228,5786,17243
13624,-9200,-1736,9451,5446,18242
13516,-10110,-1530,9548,5206,19125
13390,-10977,-1322,9519,5025,19868
13251,-11744,-1123,9421,4878,20400
13046,-12374,-949,9247,4759,20648
12755,-12866,-800,8943,4610,20570
12398,-13261,-634,8481,4323,20166
11903,-13580,-458,7925,3850,19476
11334,-13824,-373,7351,3144,18570
10921,-14008,-310,6740,2068,17577
10736,-14142,-191,6137,715,16528
10661,-14247,-47,5568,-556,15369
10609,-14336,139,5005,-1469,14123
10504,-14437,333,4444,-1943,12838
10338,-14506,520,3917,-2070,11579
10116,-14568,694,3427,-1984,10385
9889,-14604,803,2997,-1807,9266
9708,-14633,898,2605,-1621,8236
9552,-14661,999,2249,-1368,7275
9346,-14690,1102,1921,-1018,6365
9102,-14718,1167,1610,-644,5491
8875,-14762,1186,1290,-380,4650
8711,-14808,1198,964,-322,3819
8602,-14861,1225,640,-449,2944
8535,-14916,1287,312,-677,2024
8503,-14975,1324,-7,-937,1070
8539,-15019,1298,-316,-1227,108
8654,-15060,1258,-648,-1512,-861
8828,-15112,1224,-1019,-1688,-1845
9032,-15162,1190,-1413,-1700,-2830
9257,-15199,1124,-1805,-1564,-3819
9489,-15218,1019,-2206,-1351,-4812
9708,-15235,883,-2633,-1135,-5813
9923,-15228,720,-3079,-1000,-6814
10199,-15205,548,-3566,-1004,-7787
10576,-15166,335,-4088,-1140,-8729
10960,-15099,104,-4649,-1371,-9671
11256,-14974,-186,-5215,-1692,-10644
11522,-14760,-532,-5801,-2216,-11599
11854,-14501,-910,-6481,-2984,-12487
12236,-14242,-1346,-7260,-3930,-13294
12629,-13929,-1826,-8092,-4946,-13981
13030,-13523,-2363,-9014,-5812,-14520
13396,-13167,-2906,-10103,-6481,-15010
13739,-12867,-3592,-11262,-7065,-15452
14110,-12415,-4311,-12419,-7676,-15782
14605,-11815,-4904,-13733,-8090,-15902
15087,-11114,-5120,-15161,-7915,-15888
14381,-10712,-2827,-16922,-6269,-15845
13470,-11436,-1796,-17891,-2365,-16332
13039,-11184,-1543,-17353,1147,-16144
12820,-10222,-1357,-16163,2461,-15059
12455,-9130,-1551,-14530,2573,-13850
12279,-7917,-1802,-12768,1539,-12667
12207,-6825,-2118,-11255,144,-11391
12443,-5837,-2545,-9902,-1034,-10034
12755,-4961,-2945,-8865,-1753,-8760
13030,-4288,-3247,-8025,-1980,-7724
13279,-3732,-3505,-7250,-1949,-6828
13565,-3295,-3652,-6536,-1910,-6031
13829,-2832,-3880,-5777,-1809,-5350
14064,-2336,-4168,-5069,-1633,-4748
14281,-1878,-4415,-4518,-1445,-4210
14529,-1481,-4592,-4123,-1199,-3752
14714,-1144,-4773,-3795,-915,-3354
14840,-840,-4963,-3494,-713,-3002
14940,-567,-5089,-3245,-637,-2680
15053,-351,-5139,-3033,-626,-2382
15175,-162,-5174,-2809,-603,-2109
15258,6,-5218,-2563,-552,-1872
15306,155,-5281,-2309,-518,-1664
15340,281,-5317,-2072,-539,-1475
15364,351,-5312,-1859,-582,-1290
15341,346,-5230,-1644,-613,-1103
15169,244,-5102,-1394,-601,-910
14850,119,-4988,-1027,-661,-672
14513,-7,-4836,-569,-896,-311
14210,-164,-4608,-59,-1190,185
13913,-339,-4330,549,-1348,818
13598,-518,-4110,1300,-1241,1587
