accX,accY,accZ,gyroX,gyroY,gyroZ
11404,-8570,9113,-864,1097,88
11264,-8695,9060,-890,869,170
11177,-8893,8992,-931,521,257
11327,-9160,9054,-940,45,250
11638,-9438,9196,-854,-558,68
12276,-9706,9400,-669,-1325,-388
13066,-9981,9576,-509,-2243,-1180
13880,-10241,9654,-548,-3354,-2191
14716,-10510,9689,-936,-4653,-3360
15428,-10566,9591,-1619,-5961,-4772
15833,-10424,8933,-2718,-7255,-6240
16017,-10206,7850,-4229,-8830,-7702
16034,-9713,6560,-5906,-10649,-9311
16026,-8969,5158,-7674,-12470,-11226
15978,-8143,3967,-9632,-14085,-13063
15683,-7412,3118,-11725,-15224,-14363
15312,-6662,2506,-13588,-15784,-15090
15046,-5939,2077,-15203,-15915,-15373
14840,-5414,1928,-16648,-15660,-15298
14582,-5017,2012,-17673,-14927,-14994
14141,-4625,2083,-18059,-13794,-14617
13874,-4330,2164,-18042,-12704,-14096
13663,-4192,2305,-17748,-11818,-13245
13648,-4056,2369,-16995,-11229,-12158
13935,-3809,2343,-15840,-10895,-10962
14314,-3516,2065,-14471,-10514,-9901
14621,-3156,1614,-13037,-10057,-9116
14797,-2719,1078,-11615,-9634,-8495
15006,-2309,651,-10341,-9306,-7929
15214,-1967,307,-9116,-8920,-7396
15354,-1605,-19,-7812,-8390,-6944
15422,-1262,-329,-6430,-7735,-6588
15492,-1000,-539,-5058,-7064,-6267
15491,-806,-685,-3628,-6410,-6046
15484,-646,-795,-2093,-5822,-5919
15531,-541,-911,-477,-5323,-5859
15586,-444,-1109,1221,-4892,-5899
15509,-279,-1464,2984,-4525,-6050
15399,-10,-1961,4768,-4312,-6289
15360,278,-2570,6448,-4227,-6536
15354,596,-3267,7954,-4112,-6754
15279,989,-4108,9362,-3859,-7020
15124,1412,-4984,10538,-3436,-7283
14979,1816,-5812,11382,-2883,-7429
14765,2227,-6616,11930,-2262,-7465
14272,2632,-7517,12219,-1706,-7439
14011,2995,-8268,12139,-1503,-7289
14085,3274,-8859,11735,-1537,-7071
14258,3505,-9300,11182,-1429,-6862
14197,3644,-9533,10501,-1030,-6625
14155,3677,-9638,9756,-615,-6380
14246,3582,-9521,9056,-344,-6170
14789,3486,-9265,8530,-246,-6044
15055,3387,-9166,8266,161,-6050
15008,3334,-9208,8107,903,-6093
14805,3272,-9376,7909,1692,-6074
14540,3335,-9647,7717,2437,-5976
14314,3418,-9838,7382,3099,-5725
14040,3526,-9910,6957,3675,-5397
13974,3594,-9793,6490,4080,-5045
13927,3644,-9591,6109,4460,-4725
13792,3696,-9425,5883,4853,-4461
13427,3675,-9204,5764,5177,-4205
12805,3486,-8773,5731,5271,-3901
12087,3158,-8226,5922,4956,-3663
11302,2732,-7706,6424,4076,-3470
10386,2345,-7385,7339,2526,-3149
9451,2069,-7510,8616,192,-2677
8809,1903,-8066,10090,-2975,-2080
8510,1755,-8890,11574,-5954,-1425
8581,1488,-10081,13064,-8636,-843
8755,1406,-11243,14491,-11049,-260
8883,1216,-12544,15492,-13185,243
8680,1035,-14198,16064,-14613,607
8326,926,-16055,16062,-15481,1066
7943,836,-17726,15342,-15747,1654
7537,777,-19230,13998,-15498,2248
7065,692,-20584,12121,-15017,2829
6675,527,-21802,9739,-14563,3492
6484,346,-22711,6987,-14222,4263
6355,185,-23390,4020,-13870,5120
6500,53,-23614,822,-13465,5986
7911,-846,-20164,-2356,-12765,6604
7835,-2211,-17487,-3876,-10995,6265
8116,-2716,-16312,-4387,-10570,6162
7974,-2707,-16135,-4482,-11439,6358
7984,-2390,-15989,-4652,-11508,6438
7444,-2127,-15668,-4843,-9867,6278
6334,-1836,-15465,-4807,-7856,5983
5753,-1369,-15248,-4651,-6759,5834
5672,-938,-15032,-4523,-6043,5707
5444,-531,-15000,-4276,-5025,5385
5105,-236,-15055,-3991,-4043,4961
4829,-5,-15054,-3682,-3387,4542
4719,178,-14978,-3357,-2946,4201
4727,292,-14851,-3036,-2449,3939
4839,351,-14678,-2715,-1775,3762
5103,370,-14394,-2403,-899,3679
5479,362,-13945,-2064,281,3688
5901,314,-13357,-1628,1968,3752
6340,181,-12705,-1005,4209,3811
6742,-77,-12165,-114,6962,3850
7047,-441,-11921,1078,9542,3972
7291,-855,-11921,2548,11865,4344
7585,-1310,-11861,4072,13955,5125
7825,-1702,-11709,5570,15836,6338
7884,-1997,-11553,6905,17529,7869
7816,-2353,-11354,7750,19053,9678
7805,-2917,-10875,8159,20424,11636
7703,-3824,-10317,8448,21659,13516
7860,-4931,-9667,8607,21439,15441
8484,-6227,-9076,8711,19783,17174
9406,-7663,-8452,8613,17327,18733
10373,-9044,-7798,8480,14781,20137
11132,-10169,-7271,8427,12731,21400
11605,-11134,-6769,8172,11281,22536
11678,-11958,-6360,7680,10109,23366
11808,-12872,-5939,6981,8581,23630
11873,-13594,-5510,6466,6247,23504
11924,-14094,-5283,6297,3301,23068
12219,-14426,-5025,6051,262,22446
12591,-14697,-4727,5688,-2312,21514
12817,-14858,-4464,5338,-4119,20050
12784,-14944,-4226,4943,-5109,18184
12599,-14986,-3942,4419,-5448,16225
12294,-15016,-3617,3807,-5366,14335
11962,-15057,-3342,3150,-5075,12436
11731,-15172,-3187,2424,-4817,10553
11601,-15266,-3196,1794,-4902,8635
11667,-15415,-3414,1222,-5557,6493
11904,-15524,-3875,597,-6698,4214
12233,-15624,-4715,-224,-8202,1821
12699,-15745,-5737,-1447,-10142,-543
13175,-15866,-6979,-3130,-12331,-2749
13595,-16030,-8299,-5288,-14375,-4745
13890,-16239,-9596,-7803,-16165,-6512
13951,-16442,-10822,-10299,-17353,-8088
13821,-16612,-11863,-12546,-17986,-9423
13445,-16680,-12650,-14568,-18213,-10348
12802,-16702,-13421,-16388,-18273,-10848
12034,-16619,-14009,-18026,-18512,-10935
11571,-16359,-14184,-19500,-18981,-10578
11201,-15910,-14191,-20827,-19087,-9879
11186,-16662,-11701,-22021,-18715,-9100
9785,-16433,-8944,-21351,-17528,-9355
9902,-15668,-7459,-20288,-17280,-8840
10234,-14666,-7256,-19264,-17713,-7279
10099,-13430,-7604,-18056,-16898,-6029
9335,-12315,-7916,-16735,-15101,-5330
8589,-11125,-8184,-15320,-13510,-4670
8035,-9904,-8624,-13934,-12208,-3921
7778,-8735,-9099,-12610,-10989,-3247
7532,-7676,-9606,-11372,-9720,-2745
7189,-6719,-10158,-10205,-8494,-2379
6967,-5826,-10661,-9131,-7483,-2055
6866,-5014,-11048,-8159,-6543,-1754
6859,-4292,-11314,-7300,-5518,-1444
6966,-3662,-11415,-6553,-4346,-1084
7096,-3122,-11332,-5906,-2951,-679
7292,-2722,-11056,-5380,-1385,-200
7680,-2482,-10666,-4876,413,391
8056,-2362,-10330,-4172,2641,1034
8231,-2400,-10028,-3176,5215,1579
8184,-2611,-9853,-1813,7965,2003
8085,-2897,-9774,-207,10445,2653
8058,-3221,-9755,1507,12677,3755
8127,-3564,-9713,3199,14686,5283
8222,-3891,-9628,4735,16494,7096
8324,-4276,-9445,5875,18122,9118
8391,-4771,-9166,6698,19586,11294
8413,-5438,-8867,7317,20771,13441
8553,-6268,-8504,7712,20652,15374
8772,-7310,-8028,7885,19566,17113
9012,-8494,-7545,7982,17906,18678
9202,-9716,-7090,8061,15880,20087
9309,-10996,-6677,8138,13525,21355
9496,-12360,-6252,8111,10889,22496
9709,-13652,-5904,8092,8188,23523
10113,-14762,-5608,8117,5624,24446
10607,-15650,-5239,8131,3375,24850
11016,-16228,-5085,8211,1558,24580
11289,-16531,-4876,8198,-172,23685
11415,-16606,-4642,8061,-1725,22399
11454,-16544,-4436,7626,-2660,20912
11332,-16543,-4206,6881,-2922,19150
10993,-16567,-3995,6036,-2721,17186
10557,-16560,-3796,5144,-2316,15243
10089,-16564,-3593,4250,-1883,13394
