,accX,accY,accZ,gyroX,gyroY,gyroZ
306,6327,-15940,-9482,-16259,-20779,-7842
307,5927,-15451,-10158,-17056,-20909,-7532
308,5477,-14829,-10818,-17711,-20748,-7038
309,4893,-14140,-11509,-18248,-20321,-6396
310,4168,-13500,-12194,-18747,-19739,-5590
311,3464,-12887,-12797,-19187,-19124,-4632
312,2805,-12273,-13345,-19509,-18487,-3602
313,2043,-11666,-14031,-19741,-17820,-2528
314,1340,-11193,-14571,-19988,-17217,-1376
315,828,-10718,-15002,-20199,-16536,-132
316,209,-10262,-15530,-20360,-15637,1070
317,-595,-9917,-16215,-20625,-14668,2296
318,-953,-9738,-15202,-20996,-13802,3601
319,1185,-10342,-12436,-20319,-11797,4537
320,1518,-10296,-11816,-19620,-8495,4998
321,1109,-9896,-12488,-18849,-6305,4857
322,1906,-8750,-12431,-17727,-5581,4968
323,2217,-7798,-11932,-16681,-5123,4857
324,1796,-6845,-11758,-15442,-4406,4278
325,1541,-5990,-11770,-14054,-4257,3818
326,1373,-5406,-11870,-12683,-4724,3434
327,1151,-4896,-12135,-11303,-5303,3039
328,908,-4335,-12460,-9952,-5796,2695
329,710,-3740,-12701,-8678,-6191,2465
330,560,-3154,-12873,-7497,-6366,2319
331,452,-2585,-13054,-6388,-6262,2185
332,420,-2086,-13228,-5367,-5927,2015
333,464,-1650,-13404,-4436,-5229,1773
334,500,-1350,-13531,-3608,-4099,1429
335,469,-1202,-13660,-2799,-2722,1000
336,368,-1183,-13927,-1966,-1264,557
337,361,-1293,-14186,-1163,164,194
338,516,-1468,-14352,-338,1660,-98
339,754,-1696,-14397,560,3333,-372
340,1003,-1975,-14416,1564,5279,-629
341,1163,-2266,-14564,2654,7547,-825
342,1278,-2566,-14715,3730,9962,-898
343,1459,-2868,-14855,4735,12242,-750
344,1780,-3157,-14919,5697,14252,-366
345,2228,-3428,-14845,6652,15974,195
346,2793,-3663,-14625,7643,17555,882
347,3425,-3835,-14339,8708,19076,1680
348,3937,-3908,-14199,9834,20445,2568
349,4390,-4028,-14025,10809,21678,3567
350,4906,-4215,-13706,11543,22787,4774
351,5426,-4437,-13262,12049,23785,6146
352,5925,-4700,-12676,12318,24683,7569
353,6499,-5075,-12017,12318,25374,8964
354,7276,-5631,-11316,12084,25618,10308
355,8156,-6402,-10592,11679,25332,11495
356,8919,-7177,-9843,11212,24641,12496
357,9460,-7848,-9079,10686,23780,13328
