,accX,accY,accZ,gyroX,gyroY,gyroZ
0,8363,-1655,-15087,-364,560,345
1,8423,-1627,-15072,-422,523,427
2,8472,-1592,-15042,-490,467,530
3,8500,-1544,-15002,-568,439,655
4,8513,-1488,-14975,-660,452,804
5,8526,-1434,-14965,-774,483,976
6,8554,-1391,-14959,-909,538,1170
7,8589,-1364,-14962,-1055,623,1378
8,8627,-1364,-14980,-1209,725,1595
9,8660,-1387,-14998,-1376,836,1821
10,8695,-1415,-15015,-1555,970,2059
11,8736,-1446,-15036,-1741,1132,2301
12,8780,-1513,-15042,-1932,1310,2542
13,8834,-1643,-15104,-2132,1417,2755
14,8895,-1756,-15164,-2339,1361,2913
15,8915,-1871,-15198,-2534,1246,3028
16,8927,-1915,-15162,-2686,1190,3123
17,8911,-1899,-15180,-2773,1212,3186
18,8918,-1800,-15244,-2842,1227,3203
19,8973,-1640,-15219,-2929,1282,3182
20,9031,-1546,-15132,-3052,1479,3147
21,9131,-1514,-15061,-3171,1664,3057
22,9324,-1446,-14979,-3255,1764,2893
23,9545,-1344,-14896,-3293,1922,2660
24,9748,-1262,-14828,-3283,2236,2377
25,9834,-1171,-14782,-3249,2784,2098
26,9864,-1072,-14692,-3229,3591,1895
27,9868,-1003,-14537,-3223,4593,1782
28,9849,-999,-14343,-3209,5722,1758
29,9850,-1070,-14022,-3156,6886,1815
30,9753,-1132,-13511,-3002,8081,1943
31,9512,-1214,-12896,-2718,9324,2207
32,9187,-1305,-12270,-2266,10280,2584
33,8927,-1470,-11586,-1598,10463,3018
34,8827,-1710,-10833,-700,9972,3584
35,8613,-1867,-10126,435,9265,4346
36,8328,-2101,-9591,1725,8546,5349
37,8091,-2476,-9171,3038,7624,6600
38,7953,-3048,-8812,4404,6357,8006
39,7943,-3810,-8469,5923,4845,9509
40,8046,-4686,-8199,7626,3384,11124
41,8160,-5772,-8019,9463,2241,12771
42,8234,-7137,-7928,11417,1594,14454
43,8329,-8769,-7874,13483,1555,16250
44,8507,-10573,-7872,15412,2156,17902
45,8691,-12329,-7892,17147,3413,19388
46,8691,-13818,-7944,18709,4986,20726
47,8572,-14862,-7741,19704,6285,21828
48,8305,-15426,-7406,19920,7263,22411
49,7889,-15602,-6888,19469,7699,22382
50,7569,-15683,-6228,18520,7493,21735
51,7414,-15779,-5631,17331,6925,20650
52,7341,-15901,-5241,16127,6243,19359
53,7319,-16044,-4990,14995,5486,17989
54,7353,-16112,-4742,13904,4665,16614
55,7422,-16117,-4451,12823,3853,15177
56,7536,-16077,-4202,11702,3081,13619
57,7729,-16013,-4049,10468,2318,11911
58,7985,-15933,-3976,9111,1581,10054
59,8231,-15890,-3966,7623,950,8068
60,8388,-15920,-4045,6037,456,5967
61,8481,-16015,-4205,4389,-16,3812
62,8516,-16157,-4452,2670,-558,1715
63,8552,-16366,-4807,886,-1203,-323
64,8564,-16711,-5233,-992,-1933,-2362
65,8558,-17142,-5708,-3060,-2766,-4300
66,8458,-17561,-6318,-5391,-3776,-6004
67,8232,-17967,-7049,-8030,-5108,-7530
68,8078,-18362,-7750,-10504,-6836,-8853
69,7931,-18617,-8462,-12730,-8804,-9808
70,7718,-18763,-9201,-14734,-10808,-10286
71,7445,-18849,-9880,-16537,-12577,-10232
72,7229,-18782,-10373,-18160,-13886,-9628
73,7107,-18521,-10610,-19621,-14646,-8717
74,6958,-18093,-10736,-20935,-14666,-7729
75,6927,-17524,-10709,-22118,-14091,-6768
76,7005,-16835,-10574,-23183,-13079,-5903
77,7451,-16483,-8500,-23877,-11596,-5178
78,7543,-15796,-7169,-23102,-8864,-4487
79,7623,-14778,-7130,-21806,-5981,-4057
80,7691,-13460,-7540,-20319,-4332,-3876
81,7730,-12087,-7970,-18666,-3708,-3767
82,7375,-10773,-8483,-16906,-3510,-3589
83,6884,-9549,-9091,-15196,-3677,-3269
84,6623,-8426,-9709,-13632,-4379,-2836
85,6532,-7452,-10329,-12198,-5429,-2455
86,6511,-6541,-10875,-10857,-6458,-2193
87,6452,-5699,-11360,-9626,-7147,-2017
88,6332,-4934,-11771,-8514,-7325,-1867
89,6235,-4261,-12103,-7505,-7065,-1712
90,6211,-3698,-12410,-6567,-6486,-1569
91,6255,-3256,-12733,-5660,-5716,-1505
92,6341,-2916,-13006,-4774,-4838,-1543
93,6396,-2689,-13139,-3868,-3853,-1691
94,6450,-2547,-13120,-2896,-2744,-1896
95,6493,-2487,-13023,-1797,-1530,-2151
96,6454,-2522,-12966,-579,-274,-2403
97,6334,-2672,-12895,723,911,-2603
98,6190,-2877,-12785,2120,1974,-2683
99,6095,-3085,-12613,3611,2872,-2645
100,6048,-3332,-12379,5180,3612,-2493
101,5964,-3659,-12162,6836,4232,-2218
102,5866,-4076,-11957,8578,4754,-1774
103,5801,-4595,-11796,10375,5216,-1120
104,5820,-5220,-11639,12202,5610,-297
105,5870,-5951,-11446,14065,6045,669
