Mean-accX,Range-accX,Var-accX,Median-accX,Mean-accY,Range-accY,Var-accY,Median-accY,Mean-accZ,Range-accZ,Var-accZ,Median-accZ,Mean-gyroX,Range-gyroX,Var-gyroX,Median-gyroX,Mean-gyroY,Range-gyroY,Var-gyroY,Median-gyroY,Mean-gyroZ,Range-gyroZ,Var-gyroZ,Median-gyroZ,label
-1166.162162,9937,9252079.695,-260,-9933.594595,10457,7352042.748,-9908,12218.32432,5371,2506880.559,12585,-7128.405405,23913,54674850.69,-8686,1761.540541,6159,3860619.977,1702,3402.27027,18950,42000012.15,812,4
-2077.459459,10395,11557548.48,-1346,-10441.97297,10409,6709112.138,-10528,12324.45946,4955,1999638.2,12512,-7906.189189,24798,52352678.49,-9751,1767.918919,10914,10918710.13,2964,4329.27027,25072,69493314.2,2590,4
-1314.054054,10592,11212533.72,-1482,-11396.86486,10599,7729473.287,-11150,11963.2973,5308,2086371.381,12289,-7007.702703,26438,68134363.1,-7782,1592.486486,7279,5412332.423,2185,2894.405405,22590,64193727.47,105,4
-1482.594595,9675,8229291.359,-1413,-11193.18919,11879,8700163.269,-11514,11964.08108,6521,3708490.41,12502,-6376.918919,25696,58934679.8,-8080,1917.702703,8589,6224599.715,2019,2932.027027,24992,76489820.69,932,4
-1139.972973,9830,8559239.416,-335,-10276.62162,10981,8169057.297,-10173,12620.86486,5422,3124592.953,13181,-7197.891892,26846,65001025.71,-8830,344.7297297,6768,3322504.203,352,3773.135135,19008,43814176.9,399,4
-939.5135135,9147,8411949.479,-593,-10277.67568,10184,7102288.614,-10154,12599.02703,5654,2492833.971,12789,-7372.810811,26138,56801898.6,-8547,1806.189189,7892,5378520.38,1515,3176.432432,20710,51826812.64,830,4
-1020.918919,10931,12370025.02,-718,-10408.18919,9203,6535565.88,-10251,11540.89189,4425,1839772.766,11773,-8052.162162,26441,62066612.36,-8309,1683.135135,10228,8192138.342,2396,3481.351351,21733,56459706.51,662,4
-1509.243243,8980,8844422.078,-674,-9346.297297,11173,7684852.104,-9172,12495.7027,7246,4423770.548,12602,-6030.810811,24494,46430123.55,-8165,1766.162162,6532,4285109.195,941,3975.648649,21680,53650071.12,1589,4
-1415.405405,10726,12907277.03,-1258,-10473.2973,12080,9079035.159,-10620,12168.24324,5673,2449351.023,12212,-6825.189189,28001,61910999.94,-8659,1834.972973,9306,8697928.86,1979,3486.72973,23228,60352511.37,968,4
-2510.891892,9590,8816398.21,-2251,-10497.18919,11712,8861353.158,-10492,12248.40541,6123,3381121.97,12646,-7411.675676,26888,67016359.95,-9619,1170.162162,7014,4036304.084,1175,3414.351351,22873,63743256.4,1388,4
-1488.648649,8348,7059042.456,-1215,-11530.02703,10029,7771030.36,-10911,11831.16216,4923,2194129.64,12014,-8571.918919,28203,74878010.13,-9875,2307.891892,8575,8057872.877,3045,2365.108108,20035,46304954.93,-1271,4
-1350.108108,10025,10880972.71,-1434,-9716.864865,12762,11653635.84,-10087,12145.89189,6532,3413455.488,11992,-6629.459459,27562,62063675.48,-8494,2306.594595,10953,13582341.47,1543,2288.189189,24265,71204306.38,534,4
-1668.459459,9456,9839644.366,-192,-9162.486486,11896,8624631.257,-8792,12841.62162,6056,4260135.686,13965,-5319.891892,22304,38699057.49,-7686,-352.3513514,6838,3376465.845,134,5258.324324,19609,40269261.89,3234,4
6459.081081,9335,6772993.077,7023,-13645.81081,12255,17199392.88,-14242,9758.945946,7365,4067985.664,10479,-6283.135135,31276,102292005.6,-4192,3483.108108,17401,30187452.21,1340,1890.648649,26468,52177197.07,2498,4
4666.621622,10843,8511181.52,5370,-14572.13514,11907,14211299.12,-15763,9926.378378,9101,6340224.02,10019,-6642.864865,32542,103320336.2,-5804,4007.189189,14261,20705738.66,2252,3045.054054,24611,48776340,1174,4
-1391.351351,24107,45434796.57,-3784,-1222.945946,17323,23097679.55,1018,1332.378378,15789,30068201.13,1060,-3232.675676,23588,71241140,-238,411.9189189,12197,12408452.08,469,-5966.675676,38104,202418225.7,257,1
86.89189189,22049,54917116.1,-2950,-656.4594595,18000,26693289.87,1024,1300.432432,17317,30522491.42,861,-2529.405405,25012,89018556.08,2671,106.0540541,13212,11029715.33,899,-5917.891892,39003,234829416.4,-5193,1
567.0810811,23367,64937784.74,-3019,96.48648649,15953,20013839.15,1772,1736.378378,14504,22927934.58,2020,-5441.945946,17702,43989112.77,-2400,709.7567568,10982,10047899.02,1228,-5779.810811,40597,224543031.6,-6943,1
512.4324324,22309,48572918.47,-1248,246.8648649,16905,22555342.29,2872,1516.621622,14972,24414701.69,1527,-8181.891892,16086,33760951.54,-5531,2169,10339,8664506,2971,-6442.540541,40130,219360851.5,-4692,1
-1197.27027,18906,33023311.15,-2274,-1262.216216,21846,45017851.73,2496,2820.027027,17434,37842395.86,3176,-1861.972973,31539,129392533.7,-959,1794.405405,9670,7862600.192,1190,-5249.459459,35593,176478098.6,-1369,1
-2.756756757,23026,48893673.74,-1120,-966.6216216,18150,32096849.35,2760,1813.162162,15674,27836241.03,131,-7934.945946,15271,25761157.5,-5453,508.2972973,16787,23876256.21,1836,-4757.27027,40524,222293923.7,-3450,1
84.37837838,21779,44529469.02,-1298,422.9459459,17247,25827683.77,3166,2508.864865,14194,26491801.79,2144,-4210.918919,25725,91132557.58,-3678,1677.918919,8579,6946465.521,2171,-5446,40606,220299975.6,-1272,1
-1012.324324,23191,56712748.95,-3535,-410.972973,20812,36707826.03,3113,1994.378378,15231,25596678.24,1731,-4890.432432,20691,62414503.14,-1200,3299.918919,11199,11589435.63,3500,-6916.162162,38760,204908287.2,-7872,1
-95.54054054,23371,45889123.81,-549,-409.0810811,18533,28978727.74,2522,1863.864865,16003,28283563.18,1946,-5838.162162,20475,62620356.2,-1764,2716,11386,9536302.833,3291,-5258.162162,39979,218843590.9,-4858,1
-992.2162162,23254,51669883.29,-3064,-801.5405405,19009,29907759.87,1990,2416.486486,13998,22605249.65,1387,-6991.540541,21649,64599917.59,-4345,2990.513514,11295,11977355.48,3503,-5230.972973,40336,225706411,-4331,1
-521,25688,64956638.94,-2888,75.21621622,17647,24101898.9,2316,1489.324324,13311,17734029.67,896,-7232.513514,16575,40107074.7,-3238,3446.648649,13654,11659044.79,3620,-6556.864865,42359,248651204.3,-7888,1
-968.8648649,24544,54978880.01,-3145,443,17734,25868975.83,3172,825.0540541,13452,19359317.66,199,-8616.108108,14781,31508730.99,-5291,2940.135135,16980,19523737.06,4105,-6280.459459,41420,241106424.5,-6635,1
-92.48648649,24180,59479177.92,-2764,366.7297297,17958,26648085.65,2709,1620.72973,13627,19860102.48,1557,-7466.837838,16557,37811344.58,-3654,2930.027027,11456,11299678.42,3449,-6170.594595,41869,246246299.1,-6292,1
-247.3783784,23322,45733548.3,-2018,-610.7027027,16417,20597050.05,1320,1170.486486,14744,29817125.98,-1408,-11518.27027,14025,23065483.76,-9265,3353.540541,14080,13799285.87,3636,-4627.324324,42441,239404495.8,2545,1
-624.0810811,22969,57144476.52,-2939,764.6486486,19269,29412547.9,2919,1722.540541,14438,22344014.48,1086,-6784.27027,20374,58238693.7,-3237,2461,9669,9623731.5,3132,-6078,39494,222254309.6,-6477,1
-1083.162162,23876,52418332.86,-3002,756.0810811,18106,29197989.35,3992,1168.405405,15523,26344908.86,1253,-5830.054054,21305,60514365.83,-2623,3280.081081,10048,9546954.299,3602,-5892.702703,39443,212649251.6,-6321,1
-155.2702703,23790,57425699.98,-1561,-1028.324324,16966,21848434.06,1521,3634.243243,13824,21426620.74,3256,-6928.594595,21900,60804075.91,-4543,3124.594595,13457,11322800.53,2818,-5507.162162,41762,241144531.5,-4272,1
-1554.918919,24801,50209873.69,-2802,-959.972973,19451,35172425.97,1270,2402.756757,14379,24280235.97,1753,-6422.837838,22531,69390727.14,-5350,4743.108108,11917,10575095.99,4671,-4443.108108,40657,229908532.6,186,1
147.2432432,23051,50203949.8,-1167,177.6486486,18295,27959141.9,2609,3503.891892,12382,18031220.43,3325,-7530.945946,18169,46512691.33,-5921,3989.27027,13398,11296385.2,3982,-5413.567568,40747,222491025.5,-2591,1
-163.6486486,24794,50270190.62,-1075,-1210.621622,17266,25736067.52,1569,2964.108108,14454,26129123.71,1979,-10331.2973,15786,34017762.44,-9577,4554.405405,13737,12020464.53,4550,-5123.648649,39855,216277017.8,1628,1
-504.6486486,24599,51503772.35,-2131,531.2972973,19097,31498059.21,3101,1364.594595,14388,23049826.75,627,-9664.891892,18448,45219668.65,-6466,4872.567568,13301,9231992.974,4523,-5751.72973,39283,222877221.8,-3242,1
424.6216216,23015,49210705.46,-517,-523.8648649,17527,27406300.01,2516,2728.864865,13668,22718145.79,1627,-6455.810811,19340,52481236.21,-3794,2544.864865,11893,11194135.18,2864,-4725.081081,41754,235282108.8,-1759,1
-232.2162162,24063,47684097.73,-1702,-1561.486486,17640,25178095.42,689,1673.864865,14270,24772925.9,1097,-9775.810811,16935,38800441.1,-6692,4156.594595,17511,16508331.97,4486,-4666.810811,41491,237177806.4,-1038,1
-819.2432432,21969,43328248.91,-2946,-178,20753,35804853.33,2396,2439.72973,14442,24925720.48,1604,-6651.756757,23220,74554002.8,-3655,3759.513514,16460,15053158.15,3209,-5590.459459,35905,184051244,-2960,1
-258.8648649,23611,58152128.95,-2466,-892.2162162,20102,30206485.01,1114,1761.378378,13412,17596261.96,1437,-9817.216216,18752,46126515.62,-5998,4229.054054,14747,9966630.719,4402,-5978.216216,41292,242324447.5,-7239,1
-206.5675676,23020,46403312.97,-965,-246.9459459,18114,26448739.72,2466,1644.675676,14643,25348085.89,1444,-8260.972973,22324,68861178.25,-5599,4949.945946,8763,5492081.275,5111,-5794.486486,39063,217027558.9,-2804,1
-293.5945946,22233,58323648.41,-3523,433.1081081,19285,32138402.38,2789,1966.513514,12804,16763021.42,2116,-7300.72973,19565,50688362.81,-3335,4652.891892,14598,12856263.38,4902,-7538.594595,40461,239775878.4,-10564,1
-1204.891892,23459,52588754.43,-3610,121.3783784,20217,37495932.35,3491,2161.432432,12620,17295619.14,1911,-7497.162162,19365,47710837.81,-5205,3926.054054,15536,17860488.11,3344,-5886.756757,40472,220567653.2,-3518,1
-221.7837838,24146,53631098.67,-1873,165.7837838,16594,22409904.79,2515,2539.648649,13724,20795760.57,1961,-7219.27027,18694,41962379.76,-5076,4664.486486,12673,12442235.87,5211,-5102,43561,262261113.8,-2907,1
117.1621622,24660,61532845.42,-1788,-22.08108108,20559,35815476.08,1367,735.972973,14870,20488002.42,346,-9187.243243,16069,30674099.97,-6623,4977.972973,13273,11958675.8,5156,-6415.459459,43004,253643753.9,-8062,1
4333.918919,2801,890621.2432,4617,-9052.108108,12741,21157229.27,-9941,-8686.162162,7492,7799819.417,-9917,-4570.837838,30380,77881889.53,-3132,682.4324324,16203,19776896.2,1039,2247.594595,9099,6065588.526,1467,2
4876.567568,4433,2184246.308,5283,-5738.378378,15843,30786410.74,-4753,-10224.97297,9331,10286049.58,-12032,-3850.891892,25765,65089833.82,-2268,2041.810811,16759,26851586.27,3011,2433.513514,11333,14597744.87,2536,2
5358.756757,3413,1231896.467,5474,-8238.648649,12782,19084342.18,-8493,-8778.243243,9436,8768988.967,-9729,-5359.216216,25922,77799191.62,-2344,789.9189189,18804,40831958.41,2462,1513.837838,14108,19532568.03,2192,2
5230.756757,3678,1375694.634,5289,-7384.108108,13440,20776405.93,-7352,-9125.918919,9012,7381369.632,-9944,-5822.540541,27612,87850083.59,-2292,712.5405405,19418,40250141.03,2556,1494.513514,15594,22460886.48,2571,2
4967.108108,3880,1512958.155,5088,-8113.324324,12976,20300488.95,-8292,-8543.648649,9510,9499819.512,-9571,-5739.27027,26825,83466212.59,-2564,884.5135135,21276,47639418.42,2202,1979.567568,15201,21963586.75,2629,2
3859.540541,3771,1875489.589,3989,-6704.621622,13930,22551380.3,-7061,-9662.027027,9166,7884722.138,-10785,-5700.351351,28778,93398554.29,-2510,764.2972973,19734,38225241.21,2349,1576.567568,9155,8073201.752,485,2
4880.243243,3332,1382528.856,5264,-6898.675676,13497,21279146.06,-7425,-9562.135135,8475,6554430.009,-10414,-6157.918919,27594,87957803.35,-2829,123.3243243,17421,37482246.34,2349,498.8648649,13995,19071625.34,139,2
4503,4388,1885389.833,4866,-7676.324324,13591,21408620.17,-8399,-9076.459459,8911,7568240.755,-10036,-5256.702703,27993,87549734.27,-2077,409.5135135,21964,48281316.87,2590,920.2432432,13661,17328000.41,2128,2
4314.189189,4671,2877022.047,4561,-6782.351351,12741,19023821.01,-6504,-9785.027027,9376,8527667.027,-10605,-6206.432432,26830,77054721.86,-3129,1398.972973,21036,52027651.3,3310,798.4594595,9930,10235819.37,-1224,2
3563.324324,3769,1743870.725,3895,-7651.648649,13592,21906164.4,-7881,-9634.162162,9627,9648401.195,-10750,-4795.135135,28707,84382033.45,-2459,1106.756757,22386,45307481.58,3069,1583.675676,7945,6566971.392,479,2
5354.135135,3327,1092542.509,5352,-8576.891892,12792,19089131.49,-9094,-8425.027027,9874,10144024.08,-9355,-5478.702703,26829,77981069.77,-2825,475.8108108,16767,30564907.32,2054,1774.135135,12700,16547377.12,2263,2
4624.324324,3746,1599658.892,4943,-6808.324324,13944,21849924.73,-6838,-9751.567568,8874,7224254.586,-10536,-5211.108108,27168,82074709.71,-2079,148.3243243,17528,31625854.78,1983,1735.891892,10633,11705142.15,1567,2
5186.351351,2886,889873.1787,5342,-8216.540541,12357,17696477.26,-8864,-9034.054054,8490,6932078.997,-9751,-5367.135135,25790,76627697.12,-2373,401.0810811,13969,23771092.3,2410,76.43243243,11239,13324729.92,1074,2
4712.810811,2703,829709.1021,4806,-9112.756757,11884,16882842.41,-9690,-8265.189189,9385,8891848.547,-8998,-5198.054054,26120,72285546.55,-2468,759.7837838,16112,27155183.95,2322,1040.621622,9543,9905192.797,1698,2
5036.135135,2104,496477.6757,4973,-9845.972973,11110,15058406.64,-10260,-8067.972973,9558,10139762.08,-8901,-4472.027027,26031,60019531.8,-2766,638.1621622,15084,21675258.2,2005,420.0540541,10202,10326103.72,1291,2
4073.108108,2520,869781.1547,4476,-7689.351351,12712,18992633.85,-8313,-9891.378378,7961,6153177.131,-10708,-5451.594595,28223,83783201.86,-2337,-18.10810811,14192,21309943.21,2057,191.4054054,6989,4596493.692,-11,2
5623.054054,3398,1374307.053,6008,-7402.108108,11621,15928143.82,-7413,-9849.702703,7750,5646465.715,-10471,-5782.351351,24645,64285631.96,-2671,548.1891892,15068,21137342.77,2209,763.4594595,9794,8983077.089,1715,2
5304.756757,2859,1004032.689,5561,-6257.72973,13073,19548988.76,-5919,-10231.08108,8455,6667068.299,-11258,-5152.621622,25843,71578311.52,-1749,780.9459459,12824,18522179.5,2258,1224.783784,8571,7759228.008,1144,2
5528.486486,2473,679580.6456,5502,-7993.810811,12636,19162237.82,-7822,-9017.297297,9296,9090717.881,-10057,-4789,25427,65956782.06,-2196,740.2432432,15459,23782205.74,1974,1200.837838,11140,12768718.08,1918,2
5715,3044,1002570.556,5810,-6793.189189,12119,16927426.55,-6192,-9807.432432,8935,7554568.641,-10682,-5450.918919,24968,72002963.41,-1763,923.6216216,13818,24096855.69,2967,570.1351351,11936,14742606.68,-173,2
5678,2343,681372.8889,5653,-7655.135135,12634,18989126.29,-7375,-9047.432432,9947,9717200.252,-9917,-5345.972973,25252,68327894.75,-2598,989.8648649,16778,29080211.62,2418,1315.324324,13072,17353395.06,896,2
5933.432432,3208,1172297.474,6181,-7077.756757,12679,18327624.3,-6690,-9518.513514,8611,7354604.09,-10173,-5255.567568,24063,65821747.81,-2553,507.9459459,15097,27912075,2636,1159.486486,11338,13025572.09,1618,2
5551.864865,2137,585487.8423,5573,-8895,12561,18357411.56,-9373,-8316.378378,9737,10384755.63,-9379,-5214.405405,25707,67532478.3,-2751,415.5135135,16265,25733769.76,1893,1382,11315,13542083.17,1995,2
5219.378378,2347,636933.464,5141,-8872,12649,21112146.39,-8902,-8188.432432,10224,12891095.53,-9545,-4141.486486,22287,42213937.26,-2847,777.5405405,15359,21578170.7,1478,1860.648649,10841,12622065.12,2181,2
5802.702703,2845,937438.7703,5816,-8148.405405,12904,21126180.58,-7594,-8265.675676,10565,13381357.5,-9752,-4848.054054,21758,42204136.83,-3103,1917.054054,16026,25931433.77,2200,1927.108108,11316,13641293.21,2435,2
6119.837838,3214,832559.6952,6087,-8251.972973,12947,19816461.64,-8396,-7861.756757,10110,10841241.3,-8652,-5315.864865,22923,56184474.56,-3168,911.4864865,16522,29048789.7,2299,1943.378378,14933,23429632.13,2838,2
5182.216216,3134,1071595.674,5180,-8324.810811,12748,19814267.94,-8578,-8380.621622,10020,11534387.85,-9464,-5046.351351,23577,55208011.29,-2684,844.8108108,19396,34025079.94,2416,1391.027027,12484,17047451.19,2437,2
5304.783784,2768,707714.8964,5233,-8763.108108,12190,17589450.54,-9236,-8180.216216,10416,11451963.45,-9085,-5468.945946,25496,68851564.27,-2872,968.2972973,16425,27961085.1,2396,1419.72973,12899,17232490.54,2508,2
4863.081081,3023,1011156.854,4865,-8365.432432,12985,20162977.7,-9042,-8396.324324,9566,9662022.614,-9311,-5449.135135,27518,80132949.56,-2872,591.1621622,18807,36665719.36,2535,1227.162162,13697,17869838.81,2007,2
5298.216216,2788,733929.6742,5256,-8398.810811,12949,20038576.16,-8830,-8272.810811,9669,10208443.94,-9193,-5310.027027,26913,77975393.92,-2679,855.2972973,16627,30074114.44,2040,1428.675676,14562,21555993.73,2302,2
5127.351351,15089,18998968.07,6391,-4993.162162,20770,55456547.2,-5871,433.6486486,4363,2297818.956,52,-5372.972973,16212,36718564.75,-3288,-662.7567568,13285,17748225.58,-297,1963.108108,45155,260766710.3,8116,3
5379.432432,15813,23997082.7,6879,-3443.135135,19441,48434092.01,-2700,-204.1891892,8652,5655559.38,-277,-9453.243243,23476,82725917.3,-6577,-787.5945946,12907,17620393.36,203,606.8918919,46749,303129109,3957,3
5572.135135,15679,25389670.23,6847,-3296.351351,21145,49303463.23,-2531,331.3243243,8888,6269094.281,614,-9592.243243,24043,78436995.24,-7964,167.2162162,12361,18539572.34,-1575,1939.459459,46132,291601673.6,4102,3
5625.648649,15918,24529087.73,7725,-4029.486486,21567,48949905.53,-3998,495.9459459,5646,2429714.108,394,-8787.972973,20370,61482787.69,-5679,-682.7027027,8009,5169157.77,-960,2113.567568,46648,312249431.3,6417,3
5574,15029,25099791.56,7053,-2089.621622,21050,47315549.52,-1848,-521.027027,5312,2865955.249,161,-10064.08108,19940,56679441.74,-7796,545.4864865,7190,6077343.646,9,539.1621622,47257,326908403.1,2566,3
5443.756757,15337,27104269.52,6278,-1761.081081,22633,56371351.74,-1110,240.2972973,6558,4471711.27,773,-10543.78378,20702,58357342.67,-9734,-169.2702703,10228,9661570.48,-4,-956.1621622,47628,307181301.4,-542,3
4790.297297,15977,30078984.66,5195,85.18918919,22483,50770728.6,1105,-301.2162162,7182,5250149.285,-420,-10888.86486,23990,75415498.9,-10134,-48.75675676,11540,8818514.634,-221,-954,47545,307013423.1,-3460,3
6037.054054,15929,27859886.94,7543,-1295,19887,46589554.89,-148,-201.4864865,6407,3532552.146,241,-9817.432432,20537,60393078.64,-9749,-653.7027027,8718,7889007.992,-132,-81.56756757,48206,332448851.4,-589,3
5289.891892,16672,28487770.65,6300,-1597.216216,22157,51568957.29,-953,-1.324324324,3801,1351052.447,447,-8733.918919,15288,34147175.8,-8987,591.7297297,8659,5037076.647,556,-415.6216216,47102,318255749.9,-139,3
5636.351351,15313,26590289.01,6534,-852.7567568,21105,47585314.91,535,3.702702703,4296,2025575.048,446,-9709.702703,16015,38209554.1,-9226,-85.18918919,11088,10711690.49,1106,-1250.054054,47718,323436826.1,-1294,3
5262.027027,15606,27520838.97,6312,-128.1621622,21649,46799467.25,1252,-608.3783784,4626,2161276.02,-547,-8808.27027,17972,48094067.98,-8951,-23.72972973,4414,1122667.203,-19,-889.5945946,47634,322589916.8,-1250,3
4821.783784,14953,27677093.17,4056,1378.72973,24091,52203749.04,2959,271.4324324,5698,3852871.197,842,-10312.78378,19165,47198019.51,-11206,69.2972973,6506,2981817.104,86,-3178.810811,46916,270048938.9,-6862,3
4453.513514,14021,26346392.15,3563,1418.918919,25010,54436573.52,3390,1577.675676,5643,3795343.281,1800,-9893.675676,20479,49608272.11,-9921,564.5675676,6347,3533863.197,67,-3586.918919,46773,259726215.9,-5311,3
4332.378378,14557,25753248.41,3310,2855.189189,24798,51243148.16,5098,-77.27027027,4336,2438335.147,-77,-9450.702703,17057,33032207.44,-9855,-28.37837838,7679,6169345.853,86,-4155.378378,44189,254071325.7,-6921,3
3765.216216,13879,24167473.56,3650,2502.486486,24675,55818318.76,4919,-452.1351351,7922,5808404.898,-25,-11061.89189,22955,58513527.1,-11447,501.2972973,7619,6569667.881,-8,-4037.054054,44656,241488585.9,-7333,3
5054.567568,14868,24897485.36,5191,2173.594595,23389,47654266.14,3978,1091.405405,7137,5151766.414,1148,-10432.62162,19098,53660450.19,-10232,-309.5135135,4946,2026620.923,-13,-2231.054054,44853,253427927.2,-5386,3
5070.783784,16331,31200950.51,4904,1797.945946,22365,45792126.94,3603,-49.94594595,5577,3510352.608,423,-10521.02703,14615,29994889.19,-10477,600.8648649,6729,4609988.62,-156,-3404,46631,292533296.8,-8105,3
4828.864865,16657,31322791.4,5094,2126.648649,22674,45256116.46,4105,-495.9189189,4174,1973132.132,-733,-9994.108108,18012,45225043.54,-9668,41.62162162,5243,3736547.186,-59,-3256.594595,47969,284310738.4,-5487,3
4705.621622,14198,25273441.35,4942,1507.702703,22663,49740181.05,3236,-1716.864865,5395,2852506.676,-1100,-11136.02703,21370,60297552.36,-10193,527.0540541,9698,5349983.941,940,-1521.675676,47596,293044913.7,-3671,3
5578.756757,14829,18963189.63,7001,-1915.486486,19902,49193992.2,-1671,-581.7027027,4724,1790782.77,-322,-9616.837838,18823,49263320.75,-7005,-403.6756757,6546,1979741.725,-389,1558.432432,47888,327707666.4,5165,3
5839.27027,12517,17550630.26,6590,4.72972973,21520,47553871.92,1100,-1392.810811,4736,1451107.824,-1353,-9423.540541,17070,43316315.81,-7889,105.1351351,11155,8134147.62,37,-262.2432432,47016,318719356.2,1699,3
5174.486486,13218,20242457.42,5651,252.7297297,21842,46533282.54,2023,-753.5135135,5163,2555593.59,-482,-11459.08108,21009,67153489.58,-8330,161.3513514,13531,9692446.901,361,-33.32432432,46110,316044954,-952,3
5540.135135,12788,20598420.84,5785,1908.891892,21482,43629926.71,3557,-94.91891892,3862,1403185.299,-118,-10087.56757,16151,38768493.25,-9089,-417.027027,8613,6616100.583,-196,-1571.675676,46195,291841095.6,-3108,3
5640.459459,14303,25488552.53,5924,1220.72973,22171,45126009.81,2455,-492.6756757,3377,1283212.059,-477,-10051.02703,17480,42624025.14,-10192,32.05405405,10981,6268055.33,287,-2300.810811,46002,298272452.2,-4818,3
5722.594595,14179,24049637.47,5716,1259.837838,23078,47497917.25,3033,-551.2432432,3886,1447970.634,-712,-8855.027027,18336,47495483.75,-9208,-332.6216216,12010,9356372.742,-742,-2426.540541,45417,279672310.5,-3531,3
5978.945946,12833,21234422.5,6047,1858.621622,23387,50170914.63,3711,-1365.162162,2632,663721.8063,-1487,-10015.75676,15239,31640124.19,-9249,-38.48648649,11227,7855373.146,42,-3062.378378,45573,271601230.1,-5373,3
6209.621622,13175,21750453.3,6662,1221.837838,22751,50592311.2,2449,-991.8108108,1906,340195.2132,-913,-9266.72973,11592,18396590.98,-8947,-183.1621622,7347,5364702.529,-410,-3075,47513,300478550.1,-5714,3
5655.837838,13024,19567513.64,6091,1290.108108,21644,45219375.82,2659,-1782.405405,5754,2914859.026,-1456,-12054.78378,18179,50235616.9,-9822,43.13513514,13328,12647831.62,620,-493.5405405,44276,286840057,-1791,3
6104.945946,12081,18147725.16,6692,1798.864865,20941,43364088.73,3857,-2341,3778,1250236.611,-2537,-9984.837838,15563,36606374.86,-9137,762.5405405,15379,13729849.03,191,-1895.594595,44117,269716397,-3645,3
5432.027027,15203,24944062.42,6311,102.8918919,23347,53326411.38,1718,638.2432432,2649,873261.2447,880,-8375.648649,13219,22096039.62,-7176,373.5675676,6993,3184885.363,19,-533.5675676,48247,320745157.6,-2103,3
8788.945946,5805,3926778.886,9182,-6677.405405,15672,17886010.47,-5757,9435.459459,8814,6201682.811,9956,-2114.162162,20907,38391973.36,763,3735.621622,9593,12169238.96,3100,2571.567568,26452,75993764.75,6191,4
8959.135135,8030,8561922.453,8356,-6374.243243,15624,16682465.69,-5277,9325.702703,7135,5596902.27,9290,-124.4594595,19990,30329048.7,2109,2142.351351,9098,10059519.01,1411,3009.540541,24464,64270434.59,6257,4
8724.540541,8104,9249223.644,7832,-5457.135135,15635,17480427.9,-3674,9625.945946,7312,6253984.775,9479,141.3513514,15751,13176389.4,621,1768.945946,12360,16960056.27,252,2094.108108,22097,52608407.04,4725,4
9341.486486,6785,6348265.868,9056,-6709.513514,13414,11988060.37,-5263,9410.72973,6100,4220967.869,9367,-392.4324324,17337,20512208.25,1006,1194,7525,6309277.722,845,2234.135135,23077,62183472.01,6070,4
7753.27027,7058,6415398.425,6796,-4929.918919,15231,16481282.97,-3486,10837.45946,7154,5150864.477,10932,-641.6756757,18519,22079587.28,719,2048.702703,8886,8524784.604,1350,2684.297297,20469,43473400.05,4776,4
9316.594595,5640,3931183.637,10066,-7088.918919,11924,11624309.08,-6200,9692.567568,5057,2622793.697,9788,-3004.783784,21758,50285009.45,971,1777.810811,7261,5171526.713,1647,3593.297297,20103,46031968.1,6530,4
8479.540541,6811,6785941.7,7518,-5782.216216,13792,13335020.23,-3989,10201.56757,6569,4536394.641,10729,-759.4324324,18065,18505907.53,426,1656.837838,8503,9554820.029,117,2400.567568,22731,53177347.86,4867,4
9100.756757,8326,8281386.134,9404,-7210.594595,15258,16919222.08,-6003,8856.27027,6396,4191715.314,8569,502.1081081,17773,26128238.1,2712,1913.675676,12969,13407032.95,1138,2693.648649,22334,58902337.18,6010,4
9433.027027,7887,7639539.249,9815,-6278.351351,13147,11908507.57,-5193,9309.108108,5090,3302659.821,9227,-670.1891892,19304,24577428.16,1080,974.1081081,8166,5903399.599,1517,2418.297297,18468,40924473.1,5029,4
9188.324324,6927,6595385.336,8454,-6902.756757,11205,8968112.078,-5232,9658.621622,5379,3885446.52,9293,-1150.540541,18101,23522992.37,591,569.6486486,8231,6550369.679,502,2872.72973,20251,50100397.81,6535,4
9336.567568,6662,5555410.863,9189,-6669.081081,12406,11078809.8,-5443,9571.972973,5406,3451406.749,9344,-1657.108108,18657,26494842.88,435,1050.756757,9080,6766064.245,790,2464.405405,19908,48194657.8,6245,4
9210.837838,7892,7739427.14,8481,-7000.351351,11924,10273805.96,-5674,9569.918919,5853,4026667.632,9249,-1307.405405,17485,22367649.41,188,632.972973,8939,7051405.916,514,2297.864865,18697,43648827.51,4984,4
8707.432432,5288,3443775.197,9216,-7559,9934,9309036.111,-6764,9986.27027,5235,2678818.925,9342,-3387.702703,17701,39733449.49,102,1023.432432,6649,4151187.197,449,3687.135135,18049,33596053.51,6299,4
8800.243243,8721,10250615.3,8495,-7521.783784,11709,9409059.841,-6028,9709,6869,5435681.444,8725,-764.6486486,21210,34341616.46,1535,673.7567568,8777,6647948.967,-67,3548.945946,20358,39391763.94,5027,4
8503.513514,8047,9143410.923,7883,-7141.405405,12065,9911336.137,-5690,10001.45946,5512,4111029.422,9690,-444.1891892,18284,19846885.88,681,63.32432432,9865,9100897.559,-596,3028.189189,20923,47681803.27,5247,4
8321.459459,7162,6707876.422,7270,-7225.027027,14417,14715126.64,-5291,10018.81081,6522,5367125.324,9866,-861.1891892,17747,19843713.66,513,859.3783784,7094,5529733.242,966,1599.027027,22751,59105121.3,5553,4
