Mean-accX,Range-accX,Var-accX,Median-accX,Masd-accX,Mean-accY,Range-accY,Var-accY,Median-accY,Masd-accY,Mean-accZ,Range-accZ,Var-accZ,Median-accZ,Masd-accZ,Mean-gyroX,Range-gyroX,Var-gyroX,Median-gyroX,Masd-gyroX,Mean-gyroY,Range-gyroY,Var-gyroY,Median-gyroY,Masd-gyroY,Mean-gyroZ,Range-gyroZ,Var-gyroZ,Median-gyroZ,Masd-gyroZ,label
-206.56756756756758,23020,46403312.974474475,-965,606,-246.94594594594594,18114,26448739.719219215,2466,393,1644.6756756756756,14643,25348085.891891893,1444,691,-8260.972972972973,22324,68861178.24924925,-5599,995,4949.945945945946,8763,5492081.274774775,5111,1143,-5794.486486486487,39063,217027558.92342344,-2804,1098,1
-293.5945945945946,22233,58323648.41441441,-3523,1081,433.1081081081081,19285,32138402.376876876,2789,262,1966.5135135135135,12804,16763021.423423423,2116,588,-7300.72972972973,19565,50688362.81381381,-3335,823,4652.891891891892,14598,12856263.376876878,4902,3308,-7538.594594594595,40461,239775878.35885885,-10564,957,1
-1204.8918918918919,23459,52588754.432432435,-3610,699,121.37837837837837,20217,37495932.35285285,3491,340,2161.4324324324325,12620,17295619.141141143,1911,448,-7497.1621621621625,19365,47710837.8063063,-5205,977,3926.054054054054,15536,17860488.10810811,3344,1738,-5886.756756756757,40472,220567653.1891892,-3518,996,1
-221.78378378378378,24146,53631098.67417417,-1873,761,165.78378378378378,16594,22409904.785285283,2515,323,2539.6486486486488,13724,20795760.56756757,1961,508,-7219.27027027027,18694,41962379.75825826,-5076,1019,4664.486486486487,12673,12442235.867867868,5211,2178,-5102,43561,262261113.7777778,-2907,1226,1
117.16216216216216,24660,61532845.41741742,-1788,1185,-22.08108108108108,20559,35815476.076576576,1367,533,735.972972972973,14870,20488002.415915914,346,530,-9187.243243243243,16069,30674099.966966968,-6623,1888,4977.972972972973,13273,11958675.804804804,5156,2221,-6415.459459459459,43004,253643753.9219219,-8062,1888,1
4333.918918918919,2801,890621.2432432432,4617,177,-9052.108108108108,12741,21157229.265765768,-9941,405,-8686.162162162162,7492,7799819.417417417,-9917,321,-4570.8378378378375,30380,77881889.52852853,-3132,1143,682.4324324324324,16203,19776896.196696695,1039,1137,2247.5945945945946,9099,6065588.525525525,1467,822,2
4876.5675675675675,4433,2184246.307807808,5283,186,-5738.378378378378,15843,30786410.741741743,-4753,348,-10224.972972972973,9331,10286049.582582582,-12032,400,-3850.891891891892,25765,65089833.82132132,-2268,475,2041.8108108108108,16759,26851586.26876877,3011,792,2433.5135135135133,11333,14597744.867867868,2536,455,2
5358.756756756757,3413,1231896.4669669669,5474,187,-8238.648648648648,12782,19084342.17867868,-8493,367,-8778.243243243243,9436,8768988.966966966,-9729,269,-5359.216216216216,25922,77799191.61861862,-2344,644,789.918918918919,18804,40831958.409909904,2462,805,1513.837837837838,14108,19532568.02852853,2192,572,2
5230.756756756757,3678,1375694.6336336336,5289,371,-7384.108108108108,13440,20776405.93243243,-7352,243,-9125.918918918918,9012,7381369.632132133,-9944,514,-5822.540540540541,27612,87850083.5885886,-2292,723,712.5405405405405,19418,40250141.03303303,2556,1329,1494.5135135135135,15594,22460886.47897898,2571,923,2
4967.108108108108,3880,1512958.1546546547,5088,280,-8113.324324324324,12976,20300488.94744745,-8292,272,-8543.648648648648,9510,9499819.512012012,-9571,198,-5739.27027027027,26825,83466212.5915916,-2564,495,884.5135135135135,21276,47639418.423423424,2202,937,1979.5675675675675,15201,21963586.75225225,2629,584,2
3859.5405405405404,3771,1875489.5885885886,3989,218,-6704.621621621622,13930,22551380.2972973,-7061,228,-9662.027027027027,9166,7884722.138138139,-10785,603,-5700.351351351352,28778,93398554.28978978,-2510,631,764.2972972972973,19734,38225241.21471471,2349,564,1576.5675675675675,9155,8073201.752252252,485,569,2
4880.243243243243,3332,1382528.8558558559,5264,326,-6898.675675675676,13497,21279146.058558557,-7425,220,-9562.135135135135,8475,6554430.009009009,-10414,289,-6157.918918918919,27594,87957803.35435435,-2829,528,123.32432432432432,17421,37482246.33633634,2349,957,498.86486486486484,13995,19071625.342342343,139,427,2
4503,4388,1885389.8333333333,4866,337,-7676.324324324324,13591,21408620.16966967,-8399,254,-9076.45945945946,8911,7568240.755255255,-10036,287,-5256.7027027027025,27993,87549734.27027027,-2077,861,409.5135135135135,21964,48281316.867867865,2590,1212,920.2432432432432,13661,17328000.411411412,2128,638,2
4314.189189189189,4671,2877022.0465465467,4561,195,-6782.351351351352,12741,19023821.012012012,-6504,181,-9785.027027027027,9376,8527667.027027028,-10605,304,-6206.4324324324325,26830,77054721.86336336,-3129,662,1398.972972972973,21036,52027651.3048048,3310,1009,798.4594594594595,9930,10235819.366366368,-1224,553,2
3563.324324324324,3769,1743870.7252252253,3895,259,-7651.648648648648,13592,21906164.4009009,-7881,286,-9634.162162162162,9627,9648401.195195194,-10750,334,-4795.135135135135,28707,84382033.45345345,-2459,623,1106.7567567567567,22386,45307481.578078076,3069,747,1583.6756756756756,7945,6566971.391891892,479,604,2
5354.135135135135,3327,1092542.509009009,5352,222,-8576.891891891892,12792,19089131.487987988,-9094,338,-8425.027027027027,9874,10144024.082582582,-9355,314,-5478.7027027027025,26829,77981069.77027027,-2825,626,475.81081081081084,16767,30564907.32432432,2054,1007,1774.1351351351352,12700,16547377.12012012,2263,551,2
4624.324324324324,3746,1599658.8918918918,4943,225,-6808.324324324324,13944,21849924.725225225,-6838,375,-9751.567567567568,8874,7224254.585585586,-10536,235,-5211.108108108108,27168,82074709.71021022,-2079,765,148.32432432432432,17528,31625854.780780785,1983,694,1735.8918918918919,10633,11705142.154654654,1567,378,2
5186.351351351352,2886,889873.1786786787,5342,249,-8216.54054054054,12357,17696477.255255256,-8864,319,-9034.054054054053,8490,6932078.996996997,-9751,215,-5367.135135135135,25790,76627697.12012012,-2373,570,401.0810810810811,13969,23771092.2987988,2410,903,76.43243243243244,11239,13324729.918918919,1074,299,2
4712.810810810811,2703,829709.1021021021,4806,414,-9112.756756756757,11884,16882842.411411412,-9690,349,-8265.18918918919,9385,8891848.546546547,-8998,649,-5198.054054054054,26120,72285546.55255255,-2468,1035,759.7837837837837,16112,27155183.95195195,2322,807,1040.6216216216217,9543,9905192.797297297,1698,399,2
5036.135135135135,2104,496477.6756756757,4973,173,-9845.972972972973,11110,15058406.638138138,-10260,231,-8067.972972972973,9558,10139762.082582582,-8901,215,-4472.027027027027,26031,60019531.8048048,-2766,437,638.1621621621622,15084,21675258.195195194,2005,713,420.05405405405406,10202,10326103.719219219,1291,337,2
4073.108108108108,2520,869781.1546546547,4476,176,-7689.351351351352,12712,18992633.845345344,-8313,331,-9891.378378378378,7961,6153177.130630631,-10708,326,-5451.594594594595,28223,83783201.85885887,-2337,1120,-18.10810810810811,14192,21309943.21021021,2057,1201,191.40540540540542,6989,4596493.692192192,-11,344,2
5623.054054054054,3398,1374307.0525525527,6008,152,-7402.108108108108,11621,15928143.821321322,-7413,157,-9849.702702702703,7750,5646465.714714715,-10471,240,-5782.351351351352,24645,64285631.95645645,-2671,521,548.1891891891892,15068,21137342.76876877,2209,921,763.4594594594595,9794,8983077.088588588,1715,355,2
5304.756756756757,2859,1004032.6891891892,5561,158,-6257.72972972973,13073,19548988.758258257,-5919,148,-10231.081081081082,8455,6667068.298798799,-11258,267,-5152.621621621622,25843,71578311.51951952,-1749,412,780.9459459459459,12824,18522179.496997,2258,499,1224.7837837837837,8571,7759228.007507508,1144,292,2
5528.486486486487,2473,679580.6456456457,5502,111,-7993.810810810811,12636,19162237.824324325,-7822,187,-9017.297297297297,9296,9090717.881381381,-10057,240,-4789,25427,65956782.05555555,-2196,492,740.2432432432432,15459,23782205.744744744,1974,550,1200.837837837838,11140,12768718.084084084,1918,543,2
5715,3044,1002570.5555555555,5810,113,-6793.189189189189,12119,16927426.546546545,-6192,210,-9807.432432432432,8935,7554568.641141141,-10682,166,-5450.918918918919,24968,72002963.4099099,-1763,290,923.6216216216217,13818,24096855.686186187,2967,521,570.1351351351351,11936,14742606.675675675,-173,270,2
5678,2343,681372.8888888889,5653,280,-7655.135135135135,12634,18989126.286786787,-7375,251,-9047.432432432432,9947,9717200.252252253,-9917,379,-5345.972972972973,25252,68327894.74924925,-2598,607,989.8648648648649,16778,29080211.62012012,2418,752,1315.3243243243244,13072,17353395.058558557,896,593,2
5933.4324324324325,3208,1172297.4744744746,6181,163,-7077.756756756757,12679,18327624.3003003,-6690,267,-9518.513513513513,8611,7354604.09009009,-10173,441,-5255.5675675675675,24063,65821747.80780781,-2553,702,507.94594594594594,15097,27912074.996997,2636,841,1159.4864864864865,11338,13025572.09009009,1618,327,2
5551.864864864865,2137,585487.8423423424,5573,245,-8895,12561,18357411.555555556,-9373,429,-8316.378378378378,9737,10384755.630630631,-9379,422,-5214.405405405405,25707,67532478.3033033,-2751,707,415.5135135135135,16265,25733769.756756756,1893,970,1382,11315,13542083.166666666,1995,465,2
5219.378378378378,2347,636933.463963964,5141,167,-8872,12649,21112146.388888888,-8902,312,-8188.4324324324325,10224,12891095.53003003,-9545,165,-4141.486486486487,22287,42213937.25675675,-2847,420,777.5405405405405,15359,21578170.6996997,1478,567,1860.6486486486488,10841,12622065.123123122,2181,542,2
5802.7027027027025,2845,937438.7702702703,5816,355,-8148.405405405405,12904,21126180.58108108,-7594,308,-8265.675675675675,10565,13381357.503003003,-9752,265,-4848.054054054054,21758,42204136.830330335,-3103,359,1917.054054054054,16026,25931433.774774775,2200,1066,1927.1081081081081,11316,13641293.21021021,2435,507,2
6119.8378378378375,3214,832559.6951951951,6087,163,-8251.972972972973,12947,19816461.638138138,-8396,329,-7861.756756756757,10110,10841241.3003003,-8652,260,-5315.864864864865,22923,56184474.56456456,-3168,587,911.4864864864865,16522,29048789.7012012,2299,505,1943.3783783783783,14933,23429632.13063063,2838,485,2
5182.216216216216,3134,1071595.6741741742,5180,193,-8324.81081081081,12748,19814267.935435437,-8578,256,-8380.621621621622,10020,11534387.852852853,-9464,228,-5046.351351351352,23577,55208011.28978979,-2684,597,844.8108108108108,19396,34025079.93543543,2416,877,1391.027027027027,12484,17047451.193693694,2437,349,2
5304.783783783784,2768,707714.8963963964,5233,166,-8763.108108108108,12190,17589450.543543544,-9236,218,-8180.216216216216,10416,11451963.451951953,-9085,261,-5468.945945945946,25496,68851564.27477477,-2872,641,968.2972972972973,16425,27961085.1036036,2396,455,1419.7297297297298,12899,17232490.536036037,2508,352,2
4863.081081081081,3023,1011156.8543543543,4865,154,-8365.432432432432,12985,20162977.6966967,-9042,206,-8396.324324324325,9566,9662022.614114115,-9311,229,-5449.135135135135,27518,80132949.56456457,-2872,787,591.1621621621622,18807,36665719.36186186,2535,384,1227.162162162162,13697,17869838.806306306,2007,534,2
5298.216216216216,2788,733929.6741741742,5256,197,-8398.81081081081,12949,20038576.157657657,-8830,209,-8272.81081081081,9669,10208443.935435435,-9193,246,-5310.027027027027,26913,77975393.91591592,-2679,579,855.2972972972973,16627,30074114.436936934,2040,968,1428.6756756756756,14562,21555993.725225225,2302,579,2
5127.351351351352,15089,18998968.06756757,6391,1123,-4993.1621621621625,20770,55456547.1951952,-5871,637,433.64864864864865,4363,2297818.9564564563,52,385,-5372.972972972973,16212,36718564.74924925,-3288,484,-662.7567567567568,13285,17748225.57807808,-297,1673,1963.1081081081081,45155,260766710.26576576,8116,1352,3
5379.4324324324325,15813,23997082.696696695,6879,568,-3443.135135135135,19441,48434092.00900901,-2700,899,-204.1891891891892,8652,5655559.37987988,-277,490,-9453.243243243243,23476,82725917.3003003,-6577,563,-787.5945945945946,12907,17620393.358858857,203,1291,606.8918918918919,46749,303129108.987988,3957,1351,3
5572.135135135135,15679,25389670.23123123,6847,794,-3296.3513513513512,21145,49303463.234234236,-2531,485,331.3243243243243,8888,6269094.280780781,614,332,-9592.243243243243,24043,78436995.24474475,-7964,1012,167.21621621621622,12361,18539572.340840843,-1575,1041,1939.4594594594594,46132,291601673.6441441,4102,976,3
5625.648648648648,15918,24529087.734234236,7725,745,-4029.4864864864867,21567,48949905.53453454,-3998,527,495.94594594594594,5646,2429714.108108108,394,294,-8787.972972972973,20370,61482787.69369369,-5679,458,-682.7027027027027,8009,5169157.77027027,-960,1603,2113.5675675675675,46648,312249431.2522523,6417,965,3
5574,15029,25099791.555555556,7053,595,-2089.6216216216217,21050,47315549.51951952,-1848,348,-521.027027027027,5312,2865955.249249249,161,446,-10064.081081081082,19940,56679441.74324324,-7796,532,545.4864864864865,7190,6077343.645645645,9,1533,539.1621621621622,47257,326908403.1396396,2566,994,3
5443.756756756757,15337,27104269.522522524,6278,756,-1761.081081081081,22633,56371351.74324324,-1110,920,240.2972972972973,6558,4471711.27027027,773,301,-10543.783783783783,20702,58357342.674174175,-9734,806,-169.27027027027026,10228,9661570.480480481,-4,2567,-956.1621621621622,47628,307181301.4174174,-542,1354,3
4790.2972972972975,15977,30078984.65915916,5195,516,85.1891891891892,22483,50770728.6021021,1105,624,-301.2162162162162,7182,5250149.285285286,-420,373,-10888.864864864865,23990,75415498.8978979,-10134,487,-48.75675675675676,11540,8818514.633633634,-221,1559,-954,47545,307013423.1111111,-3460,1093,3
6037.054054054054,15929,27859886.941441443,7543,633,-1295,19887,46589554.88888889,-148,456,-201.48648648648648,6407,3532552.1456456454,241,444,-9817.432432432432,20537,60393078.64114114,-9749,510,-653.7027027027027,8718,7889007.992492492,-132,1422,-81.56756756756756,48206,332448851.3633634,-589,1304,3
5289.891891891892,16672,28487770.654654656,6300,684,-1597.2162162162163,22157,51568957.28528529,-953,526,-1.3243243243243243,3801,1351052.4474474476,447,492,-8733.918918918918,15288,34147175.7987988,-8987,711,591.7297297297297,8659,5037076.647147147,556,985,-415.6216216216216,47102,318255749.8528529,-139,963,3
5636.351351351352,15313,26590289.012012012,6534,497,-852.7567567567568,21105,47585314.91141141,535,812,3.7027027027027026,4296,2025575.0480480478,446,352,-9709.702702702703,16015,38209554.1036036,-9226,569,-85.1891891891892,11088,10711690.49099099,1106,1226,-1250.054054054054,47718,323436826.0525525,-1294,865,3
5262.027027027027,15606,27520838.97147147,6312,419,-128.16216216216216,21649,46799467.25075075,1252,491,-608.3783783783783,4626,2161276.0195195195,-547,181,-8808.27027027027,17972,48094067.98048048,-8951,239,-23.72972972972973,4414,1122667.2027027027,-19,1199,-889.5945945945946,47634,322589916.8033033,-1250,760,3
4821.783783783784,14953,27677093.174174175,4056,488,1378.7297297297298,24091,52203749.03603604,2959,529,271.43243243243245,5698,3852871.196696697,842,334,-10312.783783783783,19165,47198019.50750751,-11206,512,69.29729729729729,6506,2981817.103603604,86,1289,-3178.810810810811,46916,270048938.9354354,-6862,590,3
4453.513513513513,14021,26346392.145645645,3563,422,1418.918918918919,25010,54436573.52102102,3390,307,1577.6756756756756,5643,3795343.2807807806,1800,246,-9893.675675675675,20479,49608272.11411411,-9921,422,564.5675675675676,6347,3533863.196696697,67,1060,-3586.9189189189187,46773,259726215.85435435,-5311,468,3
4332.378378378378,14557,25753248.408408407,3310,540,2855.189189189189,24798,51243148.15765766,5098,381,-77.27027027027027,4336,2438335.147147147,-77,423,-9450.702702702703,17057,33032207.436936937,-9855,272,-28.37837837837838,7679,6169345.852852853,86,959,-4155.378378378378,44189,254071325.74174175,-6921,457,3
3765.2162162162163,13879,24167473.563063063,3650,821,2502.4864864864867,24675,55818318.75675676,4919,428,-452.13513513513516,7922,5808404.897897898,-25,621,-11061.891891891892,22955,58513527.0990991,-11447,494,501.2972972972973,7619,6569667.881381381,-8,2149,-4037.054054054054,44656,241488585.8858859,-7333,622,3
5054.5675675675675,14868,24897485.363363363,5191,410,2173.5945945945946,23389,47654266.13663664,3978,276,1091.4054054054054,7137,5151766.414414414,1148,248,-10432.621621621622,19098,53660450.18618619,-10232,543,-309.5135135135135,4946,2026620.9234234234,-13,2433,-2231.054054054054,44853,253427927.2192192,-5386,834,3
5070.783783783784,16331,31200950.507507507,4904,536,1797.945945945946,22365,45792126.94144145,3603,332,-49.945945945945944,5577,3510352.6081081084,423,417,-10521.027027027027,14615,29994889.193693694,-10477,272,600.8648648648649,6729,4609988.62012012,-156,991,-3404,46631,292533296.7777778,-8105,746,3
4828.864864864865,16657,31322791.3978979,5094,531,2126.6486486486488,22674,45256116.45645646,4105,342,-495.9189189189189,4174,1973132.132132132,-733,239,-9994.108108108108,18012,45225043.54354355,-9668,323,41.62162162162162,5243,3736547.186186186,-59,1006,-3256.5945945945946,47969,284310738.3588589,-5487,561,3
4705.621621621622,14198,25273441.35285285,4942,531,1507.7027027027027,22663,49740181.04804805,3236,468,-1716.8648648648648,5395,2852506.6756756753,-1100,201,-11136.027027027027,21370,60297552.36036036,-10193,410,527.0540540540541,9698,5349983.941441441,940,1022,-1521.6756756756756,47596,293044913.7252252,-3671,933,3
5578.756756756757,14829,18963189.633633632,7001,534,-1915.4864864864865,19902,49193992.2012012,-1671,515,-581.7027027027027,4724,1790782.7702702705,-322,350,-9616.837837837838,18823,49263320.75075075,-7005,621,-403.6756756756757,6546,1979741.725225225,-389,861,1558.4324324324325,47888,327707666.4189189,5165,1148,3
5839.27027027027,12517,17550630.258258257,6590,484,4.72972972972973,21520,47553871.924924925,1100,329,-1392.8108108108108,4736,1451107.8243243243,-1353,296,-9423.54054054054,17070,43316315.81081081,-7889,471,105.13513513513513,11155,8134147.62012012,37,1566,-262.2432432432432,47016,318719356.2447447,1699,648,3
5174.486486486487,13218,20242457.423423424,5651,452,252.72972972972974,21842,46533282.53603604,2023,589,-753.5135135135135,5163,2555593.5900900904,-482,288,-11459.081081081082,21009,67153489.57657658,-8330,360,161.35135135135135,13531,9692446.900900902,361,1346,-33.32432432432432,46110,316044954.003003,-952,566,3
5540.135135135135,12788,20598420.842342343,5785,365,1908.8918918918919,21482,43629926.71021021,3557,317,-94.91891891891892,3862,1403185.2987987988,-118,331,-10087.567567567568,16151,38768493.25225225,-9089,266,-417.02702702702703,8613,6616100.582582584,-196,503,-1571.6756756756756,46195,291841095.5585586,-3108,480,3
5640.459459459459,14303,25488552.533033032,5924,620,1220.7297297297298,22171,45126009.81381381,2455,363,-492.6756756756757,3377,1283212.0585585586,-477,229,-10051.027027027027,17480,42624025.13813814,-10192,393,32.054054054054056,10981,6268055.33033033,287,2150,-2300.810810810811,46002,298272452.1576577,-4818,509,3
5722.594594594595,14179,24049637.46996997,5716,512,1259.837837837838,23078,47497917.25075075,3033,471,-551.2432432432432,3886,1447970.6336336336,-712,248,-8855.027027027027,18336,47495483.74924925,-9208,365,-332.6216216216216,12010,9356372.741741741,-742,1165,-2426.5405405405404,45417,279672310.4774775,-3531,1152,3
5978.945945945946,12833,21234422.496996995,6047,591,1858.6216216216217,23387,50170914.63063063,3711,243,-1365.162162162162,2632,663721.8063063063,-1487,203,-10015.756756756757,15239,31640124.18918919,-9249,297,-38.486486486486484,11227,7855373.145645645,42,1372,-3062.3783783783783,45573,271601230.1306306,-5373,409,3
6209.621621621622,13175,21750453.2972973,6662,528,1221.837837837838,22751,50592311.1951952,2449,353,-991.8108108108108,1906,340195.2132132132,-913,306,-9266.72972972973,11592,18396590.98048048,-8947,226,-183.16216216216216,7347,5364702.528528528,-410,1069,-3075,47513,300478550.1111111,-5714,1011,3
5655.8378378378375,13024,19567513.63963964,6091,446,1290.1081081081081,21644,45219375.82132132,2659,577,-1782.4054054054054,5754,2914859.0255255257,-1456,469,-12054.783783783783,18179,50235616.8963964,-9822,446,43.13513513513514,13328,12647831.62012012,620,1216,-493.5405405405405,44276,286840056.9774775,-1791,629,3
6104.945945945946,12081,18147725.163663663,6692,549,1798.8648648648648,20941,43364088.73123123,3857,362,-2341,3778,1250236.611111111,-2537,267,-9984.837837837838,15563,36606374.86186186,-9137,427,762.5405405405405,15379,13729849.033033034,191,2125,-1895.5945945945946,44117,269716396.96997,-3645,567,3
5432.027027027027,15203,24944062.415915914,6311,697,102.89189189189189,23347,53326411.376876876,1718,511,638.2432432432432,2649,873261.2447447447,880,360,-8375.648648648648,13219,22096039.623123124,-7176,490,373.56756756756755,6993,3184885.3633633633,19,1530,-533.5675675675676,48247,320745157.5855856,-2103,490,3
8788.945945945947,5805,3926778.885885886,9182,278,-6677.405405405405,15672,17886010.46996997,-5757,469,9435.45945945946,8814,6201682.810810811,9956,329,-2114.162162162162,20907,38391973.36186186,763,365,3735.6216216216217,9593,12169238.963963963,3100,477,2571.5675675675675,26452,75993764.75225225,6191,696,4
8959.135135135135,8030,8561922.453453453,8356,519,-6374.243243243243,15624,16682465.689189188,-5277,250,9325.702702702703,7135,5596902.27027027,9290,453,-124.45945945945945,19990,30329048.6996997,2109,518,2142.3513513513512,9098,10059519.012012012,1411,668,3009.5405405405404,24464,64270434.58858859,6257,686,4
8724.54054054054,8104,9249223.644144144,7832,395,-5457.135135135135,15635,17480427.8978979,-3674,219,9625.945945945947,7312,6253984.774774775,9479,306,141.35135135135135,15751,13176389.400900902,621,422,1768.945945945946,12360,16960056.274774775,252,439,2094.108108108108,22097,52608407.04354355,4725,506,4
9341.486486486487,6785,6348265.867867867,9056,421,-6709.513513513513,13414,11988060.367867868,-5263,225,9410.72972972973,6100,4220967.869369369,9367,458,-392.43243243243245,17337,20512208.252252255,1006,354,1194,7525,6309277.722222222,845,534,2234.135135135135,23077,62183472.00900901,6070,612,4
7753.27027027027,7058,6415398.424924925,6796,332,-4929.918918918919,15231,16481282.965465464,-3486,246,10837.45945945946,7154,5150864.477477477,10932,280,-641.6756756756756,18519,22079587.28078078,719,412,2048.7027027027025,8886,8524784.603603603,1350,317,2684.2972972972975,20469,43473400.04804805,4776,652,4
9316.594594594595,5640,3931183.6366366367,10066,354,-7088.918918918919,11924,11624309.076576576,-6200,263,9692.567567567568,5057,2622793.696696697,9788,375,-3004.7837837837837,21758,50285009.45195195,971,344,1777.8108108108108,7261,5171526.713213213,1647,678,3593.2972972972975,20103,46031968.1036036,6530,431,4
8479.54054054054,6811,6785941.6996997,7518,451,-5782.216216216216,13792,13335020.229729729,-3989,193,10201.567567567568,6569,4536394.641141141,10729,342,-759.4324324324324,18065,18505907.53003003,426,530,1656.837837837838,8503,9554820.028528528,117,396,2400.5675675675675,22731,53177347.86336336,4867,568,4
9100.756756756757,8326,8281386.133633633,9404,529,-7210.594594594595,15258,16919222.08108108,-6003,200,8856.27027027027,6396,4191715.3138138135,8569,341,502.1081081081081,17773,26128238.0990991,2712,543,1913.6756756756756,12969,13407032.947447449,1138,646,2693.6486486486488,22334,58902337.17867868,6010,669,4
9433.027027027027,7887,7639539.24924925,9815,299,-6278.351351351352,13147,11908507.567567568,-5193,270,9309.108108108108,5090,3302659.821321321,9227,258,-670.1891891891892,19304,24577428.157657653,1080,352,974.1081081081081,8166,5903399.5990991,1517,489,2418.2972972972975,18468,40924473.1036036,5029,494,4
9188.324324324325,6927,6595385.336336336,8454,400,-6902.756756756757,11205,8968112.078078078,-5232,215,9658.621621621622,5379,3885446.5195195195,9293,248,-1150.5405405405406,18101,23522992.366366368,591,301,569.6486486486486,8231,6550369.678678679,502,664,2872.7297297297296,20251,50100397.81381381,6535,465,4
9336.567567567568,6662,5555410.863363364,9189,305,-6669.081081081081,12406,11078809.7987988,-5443,206,9571.972972972973,5406,3451406.749249249,9344,281,-1657.1081081081081,18657,26494842.876876876,435,406,1050.7567567567567,9080,6766064.244744745,790,654,2464.4054054054054,19908,48194657.8033033,6245,468,4
9210.837837837838,7892,7739427.139639639,8481,312,-7000.351351351352,11924,10273805.956456456,-5674,375,9569.918918918918,5853,4026667.632132132,9249,307,-1307.4054054054054,17485,22367649.414414417,188,398,632.972972972973,8939,7051405.915915916,514,470,2297.864864864865,18697,43648827.50900901,4984,1026,4
8707.432432432432,5288,3443775.196696697,9216,293,-7559,9934,9309036.111111112,-6764,272,9986.27027027027,5235,2678818.924924925,9342,254,-3387.7027027027025,17701,39733449.49249249,102,360,1023.4324324324324,6649,4151187.196696697,449,474,3687.135135135135,18049,33596053.50900901,6299,408,4
8800.243243243243,8721,10250615.3003003,8495,432,-7521.783783783784,11709,9409059.84084084,-6028,454,9709,6869,5435681.444444444,8725,441,-764.6486486486486,21210,34341616.45645646,1535,389,673.7567567567568,8777,6647948.966966967,-67,1166,3548.945945945946,20358,39391763.94144145,5027,694,4
8503.513513513513,8047,9143410.923423424,7883,295,-7141.405405405405,12065,9911336.136636637,-5690,313,10001.45945945946,5512,4111029.421921922,9690,287,-444.18918918918916,18284,19846885.879879877,681,593,63.32432432432432,9865,9100897.558558559,-596,790,3028.189189189189,20923,47681803.26876877,5247,608,4
8321.45945945946,7162,6707876.421921922,7270,401,-7225.027027027027,14417,14715126.638138138,-5291,373,10018.81081081081,6522,5367125.324324325,9866,431,-861.1891891891892,17747,19843713.657657657,513,407,859.3783783783783,7094,5529733.241741742,966,603,1599.027027027027,22751,59105121.3048048,5553,654,4
8641.216216216217,7071,7131367.174174174,7725,348,-7563.216216216216,13057,11166447.618618617,-6154,199,9474.702702702703,6675,4846235.659159159,8770,346,-845.0540540540541,18447,23283218.10810811,597,514,1053.5945945945946,10772,10752842.96996997,1440,658,2165.810810810811,22432,54861860.43543543,5381,690,4
8002.972972972973,6913,6533793.582582583,7703,371,-6888.486486486487,13307,12389495.312312312,-5579,253,10300.756756756757,5802,4178403.466966967,10114,397,-1079.7837837837837,20504,32212805.22972973,1105,410,711.2432432432432,7989,6238021.189189189,114,577,3253,20520,50270608.11111111,6782,696,4
8297.72972972973,7372,6187858.924924925,8971,348,-7939.189189189189,12344,10789966.046546547,-6485,255,9671.324324324325,6248,3730074.9474474476,9312,248,-1694.5405405405406,21723,42300475.75525526,1208,394,1282.2432432432433,8596,6454614.633633633,668,606,3422.5675675675675,21297,49761517.19669669,5940,571,4
8700.756756756757,7610,7547840.855855856,8460,437,-7830.1621621621625,12272,10448518.639639638,-6413,300,9344.756756756757,5747,3889043.8003003,8762,391,-288.05405405405406,18334,25110507.663663667,1444,436,643.4594594594595,9325,7984828.866366367,150,503,2561.189189189189,21411,49647068.824324325,5392,714,4
8458.081081081082,9102,9999524.40990991,9054,532,-7722.108108108108,13119,12480059.376876878,-6445,235,9398.243243243243,5706,3520695.855855856,8905,290,-1089.4864864864865,21863,41016366.867867865,1710,380,372.2162162162162,7580,6029774.451951952,186,571,3276.3783783783783,20930,48426679.63063063,5947,519,4
9008.513513513513,8386,8641264.2012012,9548,421,-8706.702702702703,10867,6964163.381381381,-8314,250,8741.486486486487,6380,5412629.534534534,7446,393,-225.27027027027026,19921,29012691.75825826,1095,476,146.6216216216216,11146,12644191.463963965,211,475,2988.7567567567567,19785,47458840.3003003,6143,487,4
7371.810810810811,8908,11277999.935435435,6155,545,-6884.972972972973,14595,14820311.915915916,-5288,344,10247.432432432432,6642,4912630.863363364,10109,420,-886.027027027027,21436,30611663.24924925,1279,405,1731.2972972972973,11947,14432050.548048047,616,651,3538.5405405405404,23646,61861413.533033036,6755,759,4
7861.054054054054,9785,13615922.885885887,6482,377,-5957,9707,5961533.611111111,-5060,239,10529.756756756757,6928,5692147.522522522,9645,243,-734.7297297297297,19346,26537426.536036033,845,314,368.56756756756755,12664,12286613.252252253,-920,1076,4790.1621621621625,19291,36856722.13963964,5893,543,4
7904.8378378378375,8027,8842222.806306306,6780,432,-6752.054054054054,13766,12957796.663663665,-5047,310,9948.45945945946,6787,6301359.866366367,9144,301,254.05405405405406,18404,22593839.66366366,1403,389,338.4054054054054,9468,8821622.525525527,-470,834,2961.054054054054,21765,54223465.66366366,6865,533,4
