5387.923076923077,12007,-7691,32407388.737672586,7462,2745.5,9614.0,-9195.692307692309,-4802,-14923,11716324.520710059,-8048,-12456.0,-6344.5,-1085.4102564102564,5792,-13853,46926777.318869166,3200,-7126.5,4584.0,-11869.846153846154,-3129,-23751,37783929.77120315,-9640,-16942.5,-7670.0,-1844.051282051282,4205,-11429,16273600.151216306,-1659,-4385.5,968.5,1678.3589743589744,17484,-19211,144046643.15318868,5518,-10452.0,10139.0,1
4169.3421052631575,11777,-7956,35045932.382963985,5758.5,624.75,8217.75,-8449.71052631579,-4384,-14131,7409414.4688365655,-7667.5,-10062.0,-6444.0,-714.8684210526316,7151,-14072,54543467.6932133,3362.0,-6611.25,5833.75,-12641.447368421053,-5325,-24262,32688420.56301939,-10298.5,-17567.25,-8518.5,1538.8684210526317,9642,-10548,30513210.16689751,2877.0,-3082.25,5715.0,2569.7631578947367,16189,-15468,103796096.33864266,5826.0,-7596.5,10774.0,1
6493.5,13274,-5718,26843837.30263158,8395.0,4221.25,9935.25,-10371.421052631578,-7594,-15394,5316141.87534626,-9777.0,-11940.5,-8396.0,1342.2631578947369,7880,-10492,37896158.141274236,5107.0,-4398.5,6296.25,-10779.763157894737,-4835,-21258,24551875.91759003,-8873.0,-12559.5,-7309.25,677.3947368421053,7577,-6784,15000872.870498614,455.0,-2602.25,4262.5,-349.3421052631579,14315,-23645,162698540.22506928,4767.0,-12582.0,8528.0,1
5738.973684210527,12691,-5033,24040554.49930748,7294.5,3594.75,9374.25,-9051.973684210527,-4767,-14905,8339031.709833795,-8185.0,-11250.0,-6884.75,1940.7631578947369,8492,-9549,42039091.65443213,6337.0,-4038.5,7501.75,-12359.368421052632,-7825,-21926,19106230.75900277,-10479.5,-15209.0,-9248.5,642.3157894736842,7629,-9715,21931538.32132964,1288.5,-2370.75,4778.0,-1490.5526315789473,13690,-25423,179161887.08933517,3739.0,-16481.5,8462.75,1
6429.578947368421,14933,-4014,22035175.085872576,7436.0,4958.75,9521.75,-9797.578947368422,-6513,-15180,7695006.296398892,-8728.0,-12207.75,-7338.5,3126.2368421052633,8770,-5868,27383859.022853184,6163.0,-2966.75,7415.75,-9411.526315789473,-6410,-14964,5898079.301939058,-8849.5,-9772.75,-7569.5,442.7894736842105,7634,-6800,17058540.534626037,193.0,-1630.5,3028.75,-83.42105263157895,15025,-24732,172212974.7174515,4529.0,-9945.75,9420.25,1
5497.6578947368425,9110,1514,2353393.119806094,5598.0,4326.75,6500.75,-7662.473684210527,-2243,-15437,17804042.038781162,-6851.0,-11755.0,-3729.5,614.7368421052631,8563,-6243,30515217.66759003,-225.0,-4993.75,6519.75,-2064.2105263157896,15263,-14542,78207521.79778394,-586.5,-10843.5,3995.0,-656.1052631578947,3086,-12695,16692170.83102493,1314.0,-2611.25,2307.75,-2027.8157894736842,3292,-7515,9759862.360803325,-2383.5,-4038.5,608.0,4
4678.8421052631575,8306,1143,2628144.3961218838,4817.5,4038.5,5271.75,-8646.342105263158,-2214,-17151,22059982.75138504,-8674.5,-13091.75,-3847.0,1392.9473684210527,8016,-6390,27897736.31301939,2004.5,-4214.25,6779.25,-2435.0263157894738,14858,-13909,82364456.55193906,-2733.0,-10781.25,4526.0,1028.2631578947369,8039,-9671,15750920.404432133,1396.5,-382.25,3776.5,344.2631578947368,4382,-4942,6170276.56232687,-13.0,-1066.75,2534.25,4
4863.763157894737,9397,678,3294201.549168975,4402.5,3700.75,6096.5,-9199.473684210527,-3235,-15824,17283517.77562327,-9283.0,-13345.75,-5057.5,-718.6052631578947,7895,-11835,39998692.449445985,-2101.0,-5667.75,6269.25,-3837.5263157894738,6327,-14096,49223385.144044325,-2693.5,-10618.25,2039.0,-612.2368421052631,6236,-7695,6955818.970221607,-521.0,-2236.75,643.25,-2505.4473684210525,1370,-12132,10772689.56301939,-2274.0,-2977.75,28.75,4
909.0555555555555,5681,-3541,4636402.885802469,703.5,-370.75,2096.5,-7570.277777777777,-768,-15975,21773478.75617284,-7569.0,-12030.75,-3532.75,-465.25,7913,-9014,32822230.354166668,-2345.0,-5965.25,5565.0,-1485.75,13263,-13671,74574674.1875,-570.0,-10242.0,5290.5,805.3333333333334,6305,-9706,17429583.444444444,2238.0,-1640.0,3790.5,-119.77777777777777,1931,-2051,1497073.061728395,161.0,-1133.5,920.5,4
3307.3947368421054,7656,-549,5346763.502077563,2967.5,1142.5,5106.5,-7554.5,-430,-14860,24585720.72368421,-7518.5,-12459.25,-2776.5,686.421052631579,8810,-7564,29167658.085872576,-917.5,-3944.25,6633.0,-3601.157894736842,8747,-15315,61475887.44875346,-2063.5,-11172.25,2920.0,-1573.1052631578948,3443,-13354,16599185.620498614,-92.5,-3893.0,1461.75,-1288.1315789473683,287,-5250,1669745.3774238226,-1169.5,-1674.0,-397.0,4
