accX,accY,accZ,gyroX,gyroY,gyroZ
9278,-9592,9848,-574,337,-56
9292,-9626,9922,-524,177,-70
9356,-9622,10033,-442,51,-115
9446,-9580,10136,-333,-49,-151
9538,-9516,10221,-229,-130,-171
9623,-9460,10298,-144,-182,-177
9649,-9406,10332,-74,-209,-173
9664,-9368,10332,-26,-257,-150
9675,-9341,10297,0,-310,-115
9678,-9330,10251,1,-338,-75
9661,-9351,10232,-21,-358,-39
9634,-9398,10217,-54,-439,1
9624,-9453,10181,-85,-644,45
9661,-9494,10159,-101,-963,68
9681,-9519,10151,-108,-1316,66
9705,-9571,10180,-116,-1735,56
9770,-9656,10283,-103,-2236,38
9895,-9759,10458,-8,-2782,-19
9996,-9880,10674,188,-3369,-164
10162,-10059,10939,492,-4141,-434
10504,-10261,11252,963,-5137,-902
11110,-10490,11656,1615,-6263,-1639
12104,-10711,12077,2454,-7304,-2721
13244,-10825,12445,3477,-7923,-4188
14265,-10730,12765,4629,-7999,-5971
15159,-10472,13039,5738,-7753,-7907
15926,-10078,13128,6685,-7344,-9858
16536,-9548,12909,7463,-6775,-11767
17021,-8943,12503,8094,-6017,-13607
17362,-8284,12081,8688,-5024,-15334
17480,-7592,11601,9342,-3785,-16933
17397,-6842,11009,10018,-2478,-18397
17194,-6053,10334,10657,-1280,-19727
16879,-5220,9571,11284,-154,-21003
16533,-4392,8866,11864,955,-22179
15996,-3604,8254,12402,2131,-23238
15304,-2747,7626,12912,3289,-24191
14567,-1798,7024,13300,4270,-25048
13840,-830,6547,13529,5076,-25820
13131,151,6191,13649,5801,-26515
12344,1136,5973,13746,6554,-27140
11466,2084,5798,13838,7477,-27703
10324,2837,5406,14027,8626,-28209
8939,3559,4890,14279,9499,-28665
7553,4164,4375,14565,9772,-29075
6239,4593,3936,14771,9655,-29444
4890,4884,3392,14944,9484,-29683
3423,5075,2721,15014,9336,-29707
1856,5215,2024,14889,9101,-29462
319,5327,1391,14553,8718,-28894
-1181,5405,836,14008,8299,-27987
-2705,5379,255,13352,7964,-26796
-4356,5205,-479,12747,7707,-25342
-6145,4957,-1375,12344,7406,-23624
-8116,4697,-2452,12127,6834,-21559
-10119,4533,-3514,11885,5671,-18952
-12018,4285,-4572,11251,4178,-15513
-13530,3970,-5554,10003,2599,-11234
-14294,3867,-6186,7897,1138,-6834
-14247,3969,-6164,4456,149,-2874
-14327,4055,-6389,734,-194,689
-13941,3670,-6856,-2615,-902,3897
-12976,2851,-6947,-5630,-2216,6784
-10914,1184,-6104,-8344,-3780,9382
-7906,-835,-4598,-10786,-5095,11721
-4971,-2558,-3022,-12984,-5461,13826
-2264,-4005,-1067,-14963,-4868,15720
307,-5138,1113,-16298,-3536,17424
2660,-5682,3236,-16533,-1632,18860
4312,-5750,5177,-15853,377,18980
5347,-5431,6742,-14619,1960,18109
6084,-4973,8095,-13292,2867,16653
6534,-4491,9195,-11971,3334,14874
6705,-3921,10042,-10642,3564,12980
6746,-3355,10741,-9406,3610,11137
6791,-2853,11382,-8316,3513,9421
6824,-2441,11938,-7326,3375,7788
6823,-2153,12377,-6386,3220,6169
6787,-1947,12717,-5449,3045,4554
6668,-1832,12943,-4499,2838,2931
6492,-1806,13048,-3523,2513,1290
6383,-1918,13121,-2474,1895,-469
6456,-1987,13133,-1217,916,-2450
6784,-1753,13053,255,-305,-4571
7373,-1393,13184,1562,-1518,-6615
7850,-1119,13438,2726,-2251,-8599
8065,-648,13587,3990,-2396,-10543
7959,205,13505,5264,-2147,-12433
7605,1133,13362,6186,-1658,-14012
7212,2075,13273,6837,-1056,-15230
6640,3134,13141,7476,-270,-16257
5820,4217,12912,8037,718,-17117
4826,5208,12595,8440,1802,-17794
3761,6106,12236,8774,2830,-18340
2609,6950,11810,9105,3756,-18809
1464,7606,11273,9379,4525,-19211
276,8052,10760,9597,5098,-19481
-974,8578,10099,9798,5587,-19588
-2102,8956,9420,9763,5937,-19540
-3158,9128,8738,9554,6240,-19378
-4174,9247,8075,9294,6509,-19088
-5115,9306,7421,8916,6749,-18661
-5953,9326,6796,8414,7019,-18094
-6711,9321,6183,7821,7330,-17409
-7409,9286,5596,7174,7610,-16632
-8056,9234,5027,6510,7780,-15780
-8610,9184,4552,5848,7785,-14867
-9073,9130,4163,5203,7652,-13916
-9469,9080,3822,4599,7447,-12949
-9808,9045,3497,4046,7198,-11988
-10137,9017,3183,3552,6898,-11058
-10404,8981,2920,3109,6516,-10162
-10616,8965,2715,2710,6087,-9301
-10778,8992,2587,2338,5644,-8485
-10919,9014,2519,1966,5229,-7740
-11076,9007,2461,1625,4856,-7082
-11248,8976,2430,1349,4499,-6502
-11401,8956,2422,1163,4139,-5977
-11537,8973,2430,1055,3799,-5504
-11678,9002,2433,1004,3512,-5103
-11826,9034,2397,1002,3280,-4770
-11972,9077,2331,1051,3083,-4495
-12088,9110,2290,1134,2901,-4269
-12185,9115,2247,1250,2748,-4091
-12301,9089,2148,1408,2639,-3955
-12439,9038,2013,1608,2553,-3859
-12579,8920,1881,1854,2483,-3800
-12767,8773,1661,2190,2466,-3759
-13006,8579,1337,2613,2470,-3711
-13346,8311,897,3136,2449,-3644
-13835,7941,301,3759,2373,-3518
-14600,7505,-423,4498,2180,-3289
-15673,6918,-1362,5283,1805,-2867
-16879,6292,-2361,6079,1075,-2203
-18232,5530,-3353,6654,62,-980
-19686,4536,-4435,6684,-1032,1199
-20931,3380,-5627,5954,-2251,4355
-21340,2411,-6560,4228,-3666,7197
-20926,1710,-6765,1087,-5041,9754
-20093,745,-6963,-2298,-6050,12055
-18513,-608,-7327,-5345,-7145,14126
-16152,-2758,-7496,-8087,-8626,15990
-12266,-5759,-6191,-10555,-10827,17668
-7762,-8459,-3854,-12776,-12692,19178
-3709,-10131,-1805,-14022,-12773,20537
-393,-10625,-59,-14023,-11553,21760
2423,-10637,1718,-13246,-10303,22860
4806,-10064,3296,-11931,-9183,23135
6827,-9183,4730,-10712,-7883,22418
8277,-8386,6022,-9811,-6110,21051
8965,-7546,7081,-8894,-4129,19311
9229,-6705,8002,-8087,-2471,17447
9410,-5961,8919,-7543,-1333,15754
9554,-5310,9741,-7131,-511,14216
9576,-4800,10352,-6736,169,12736
9517,-4426,10767,-6279,663,11236
9395,-4185,10910,-5658,972,9508
9132,-4065,10869,-5063,998,7680
8760,-4076,10608,-4493,648,5784
8360,-4180,10198,-4015,-27,3863
8047,-4301,9789,-3711,-886,2140
7813,-4403,9399,-3589,-1765,712
7588,-4468,9031,-3634,-2566,-479
7312,-4483,8645,-3810,-3261,-1436
6969,-4386,8298,-4023,-3880,-2118
6669,-4199,8152,-4315,-4499,-2464
6413,-4007,8053,-4559,-5133,-2495
6235,-3736,7866,-4519,-5791,-2201
6130,-3301,7629,-4264,-6476,-1464
6398,-2813,7762,-4244,-7261,36
