,accX,accY,accZ,gyroX,gyroY,gyroZ
0,7763,12541,-6873,-3160,573,-290
1,7785,12651,-6797,-3022,620,-303
2,7782,12755,-6735,-2889,682,-331
3,7764,12866,-6683,-2771,735,-367
4,7750,12973,-6626,-2681,752,-403
5,7753,13067,-6562,-2618,733,-437
6,7759,13156,-6498,-2575,709,-481
7,7755,13256,-6440,-2550,713,-543
8,7741,13358,-6378,-2549,746,-620
9,7721,13462,-6311,-2572,780,-700
10,7717,13556,-6220,-2620,803,-757
11,7688,13647,-6138,-2675,826,-836
12,7654,13747,-6058,-2748,853,-908
13,7614,13867,-5986,-2841,879,-990
14,7577,14009,-5923,-2962,899,-1093
15,7543,14170,-5868,-3125,919,-1208
16,7493,14358,-5807,-3339,937,-1356
17,7425,14570,-5747,-3607,962,-1541
18,7371,14776,-5667,-3942,994,-1732
19,7325,14958,-5577,-4338,1040,-1929
20,7266,15136,-5473,-4790,1127,-2161
21,7170,15326,-5353,-5302,1256,-2442
22,7043,15529,-5206,-5886,1387,-2770
23,6875,15723,-5039,-6540,1504,-3141
24,6664,15903,-4860,-7267,1644,-3556
25,6432,16069,-4658,-8079,1830,-4007
26,6230,16195,-4378,-8993,2080,-4470
27,6063,16248,-4013,-9965,2474,-4939
28,5894,16263,-3579,-10950,3114,-5439
29,5723,16228,-3046,-11969,4056,-6016
30,5211,16105,-2505,-12972,5157,-6750
31,4597,15913,-1860,-13903,5793,-7308
32,4096,15713,-1157,-14615,5717,-7513
33,3730,15450,-398,-15156,5198,-7505
34,3434,15150,398,-15539,4569,-7372
35,3182,14804,1244,-15774,3970,-7131
36,3027,14422,2158,-15852,3441,-6798
37,2915,14027,3089,-15743,3087,-6466
38,2741,13643,3987,-15431,3000,-6225
39,2446,13282,4881,-14936,3168,-6043
40,2144,12955,5821,-14278,3440,-5818
41,1870,12653,6751,-13418,3698,-5550
42,1539,12398,7559,-12330,4010,-5293
43,1078,12199,8191,-11063,4402,-5056
44,565,12033,8691,-9719,4706,-4772
45,81,11882,9077,-8328,4780,-4393
46,-349,11796,9348,-6905,4633,-3917
47,-726,11781,9523,-5515,4364,-3381
48,-1005,11816,9599,-4201,4024,-2798
49,-1156,11898,9619,-2977,3618,-2189
50,-1212,12007,9561,-1856,3257,-1594
51,-1178,12082,9368,-851,3022,-1038
52,-1069,12170,9010,35,2835,-559
53,-852,12260,8413,767,2578,-172
54,-481,12367,7591,1296,2105,135
55,-26,12552,6759,1559,1412,325
56,437,12794,6048,1493,761,314
57,847,13005,5521,1076,247,25
58,1171,13174,5170,381,-210,-532
59,1404,13294,4999,-515,-553,-1267
60,1544,13342,5000,-1555,-669,-2089
61,1561,13313,5133,-2672,-578,-2970
62,1425,13204,5353,-3812,-383,-3895
63,1127,13003,5631,-4942,-187,-4833
64,728,12716,6003,-6026,-109,-5719
65,274,12344,6513,-7021,-192,-6511
66,-266,11919,7191,-7892,-370,-7216
67,-929,11460,8087,-8626,-512,-7840
68,-1691,10948,9246,-9199,-409,-8357
69,-2607,10360,10536,-9553,201,-8749
70,-3704,9673,11826,-9584,1325,-8913
71,-4980,8925,12930,-9110,2665,-8726
72,-6317,8239,13774,-8027,3738,-8025
73,-7588,7648,14404,-6414,4216,-6773
74,-8632,7149,14805,-4414,4107,-5062
75,-9335,6760,14974,-2159,3627,-3013
76,-9665,6494,14885,209,3071,-750
77,-9685,6336,14581,2556,2631,1613
78,-9424,6272,14082,4780,2354,3978
79,-8956,6268,13441,6819,2188,6236
80,-8395,6299,12663,8661,2162,8328
81,-7780,6342,11738,10287,2308,10281
82,-7068,6359,10761,11676,2544,12168
83,-6272,6351,9757,12864,2848,14028
84,-5436,6330,8729,13883,3255,15845
85,-4550,6277,7744,14717,3768,17537
86,-3593,6133,6838,15386,4368,19060
87,-2657,5865,5967,15961,5014,20431
88,-1777,5454,5118,16465,5556,21665
89,-634,4920,4390,16869,5831,22775
90,1146,4212,3897,17219,5773,23774
91,3549,3434,3553,17782,5671,24673
92,5668,2851,2824,18745,6163,25483
93,7242,2669,1630,19578,7367,26211
94,8791,2982,536,19741,7950,26062
95,10354,3376,74,18941,7072,25302
96,11846,3478,-366,17348,5386,23995
97,13171,3371,-915,15452,3457,22321
98,14446,3151,-1415,13697,1597,20602
99,15671,3008,-1838,12363,9,18993
100,16648,2997,-2289,11395,-981,17349
101,17367,3074,-2811,10587,-1346,15676
102,17808,3141,-3339,9746,-1385,14037
103,17996,3189,-3880,8798,-1469,12406
104,18060,3248,-4408,7735,-1865,10784
105,18119,3301,-4882,6777,-2221,9325
106,18171,3348,-5310,5916,-2542,8011
107,18060,3433,-5834,4531,-3518,6485
108,17855,3539,-6346,3018,-4439,5010
109,17581,3647,-6865,1364,-5413,3600
110,17274,3753,-7416,-386,-6570,2282
111,16913,3867,-7971,-2204,-7911,1064
112,16540,3998,-8520,-4105,-9318,-75
113,16155,4142,-9065,-6097,-10706,-1181
114,15741,4283,-9591,-8128,-12052,-2252
115,15317,4438,-10031,-10150,-13325,-3225
116,14919,4631,-10348,-12186,-14404,-4109
117,14517,4852,-10553,-14206,-15178,-4980
118,14048,5077,-10576,-16062,-15570,-5812
119,13534,5325,-10398,-17732,-15524,-6578
120,13025,5554,-10019,-19236,-15069,-7331
121,12526,5814,-9471,-20589,-14191,-8205
