accX,accY,accZ,gyroX,gyroY,gyroZ
852,-19972,4179,-22158,-1071,22225
890,-19597,7038,-21537,1134,20004
487,-18983,9611,-20496,4297,17572
-476,-18244,11519,-19293,7144,15207
-2224,-17591,12651,-18001,9706,13022
-4180,-16874,13447,-16644,11451,11191
-5573,-16221,14242,-15317,11044,9779
-6494,-15593,14942,-13891,9517,8609
-7002,-15016,15536,-12345,7759,7659
-7272,-14489,15917,-10681,6249,6844
-7392,-13939,16117,-8945,5087,6115
-7475,-13370,16039,-7202,4283,5458
-7507,-12778,15785,-5528,3621,4902
-7415,-12220,15604,-4020,2941,4440
-7283,-11670,15470,-2658,2445,4027
-7219,-11114,15323,-1425,2219,3655
-7206,-10582,15135,-345,2173,3316
-7266,-10068,14908,599,2164,2989
-7307,-9529,14670,1433,2031,2704
-7258,-8998,14449,2150,1760,2466
-7146,-8471,14205,2765,1478,2256
-7006,-7970,14008,3259,1271,2069
-6870,-7552,13885,3635,1172,1902
-6775,-7184,13786,3978,1167,1737
-6683,-6886,13763,4306,1180,1579
-6577,-6753,13935,4635,1217,1426
-6556,-6706,14109,5095,1356,1258
-6624,-6665,14195,5740,1447,1082
-6578,-6596,14372,6504,1245,948
-6414,-6509,14689,7343,899,872
-6279,-6384,15022,8242,749,827
-6230,-6075,15328,9230,851,774
-6224,-5556,15652,10289,1057,671
-6218,-4963,15979,11348,1372,489
-6358,-4232,16115,12349,1994,128
-6632,-3458,16228,13207,2905,-268
-7009,-2697,16318,13990,3980,-411
-7481,-1858,16254,14810,5012,-326
-7919,-1027,16097,15614,5812,-115
-8249,-201,15821,16464,6417,192
-8421,634,15386,17351,6929,569
-8501,1484,14810,18275,7402,867
-8382,2169,13959,19164,7839,974
-8184,2800,12958,20323,8001,386
-8215,3522,11670,21567,7784,-1303
-8364,4148,10488,22328,7660,-3038
-8704,4381,9366,22379,8126,-4100
-9302,4658,8171,22361,8787,-4078
-9582,4804,7017,22384,9068,-3105
-9663,5035,5816,22693,8715,-1810
-9535,5407,4648,23010,7978,-584
-9310,5791,3617,23151,6963,179
-9097,6228,2683,23110,5956,509
-8920,6620,1840,22819,5256,494
-8825,6887,1166,22298,4786,175
-8859,7113,511,21711,4656,-268
-8946,7336,-186,21086,4877,-694
-9057,7483,-878,20365,5340,-1050
-9182,7543,-1516,19547,5868,-1313
-9352,7564,-2127,18732,6244,-1531
-9559,7567,-2748,18004,6310,-1730
-9746,7580,-3332,17370,5997,-1909
-9885,7588,-3864,16780,5342,-2085
-9990,7562,-4359,16195,4473,-2271
-10121,7516,-4857,15577,3651,-2500
-10261,7438,-5294,14835,2996,-2755
-10430,7302,-5663,13939,2562,-3021
