accX,accY,accZ,gyroX,gyroY,gyroZ
-2908,16662,3236,3254,1972,-298
-2964,16732,3121,3054,1538,-232
-2941,16785,3032,2878,952,-202
-2868,16832,2952,2713,301,-197
-2794,16878,2885,2536,-317,-213
-2740,16919,2845,2329,-843,-243
-2678,16939,2835,2090,-1259,-272
-2604,16962,2817,1828,-1555,-282
-2558,17017,2745,1535,-1761,-284
-2550,17101,2632,1190,-1995,-307
-2537,17177,2561,779,-2398,-362
-2451,17200,2614,319,-2965,-422
-2301,17171,2754,-145,-3526,-458
-2139,17168,2915,-563,-3924,-480
-1990,17182,3059,-937,-4116,-516
-1859,17187,3198,-1265,-4124,-574
-1750,17193,3324,-1519,-3948,-640
-1653,17181,3444,-1691,-3579,-699
-1577,17156,3517,-1784,-3018,-737
-1536,17142,3534,-1796,-2346,-756
-1538,17109,3521,-1751,-1691,-770
-1582,17036,3506,-1659,-1149,-763
-1655,16963,3480,-1518,-759,-715
-1731,16896,3425,-1345,-524,-615
-1791,16799,3345,-1251,-588,-377
-1844,16711,3274,-1166,-646,-162
-1949,16604,3210,-1189,-835,106
