accX,accY,accZ,gyroX,gyroY,gyroZ
6178,-8524,-3909,296,-361,-29086
3038,-7990,-3849,1240,-1233,-28892
213,-7510,-3795,2090,-2019,-28718
-2329,-7078,-3746,2855,-2726,-28561
-5202,-6894,-4414,2816,-3289,-24018
-7550,-6921,-5186,1841,-3687,-18493
-8573,-7019,-5588,-242,-4660,-13366
-8114,-7296,-5371,-3346,-5863,-8753
-6604,-8212,-5146,-6288,-7002,-4601
-4556,-10317,-4662,-8936,-8445,-864
-823,-12562,-2992,-11319,-10429,2498
2535,-14208,-1205,-13289,-11932,5525
5558,-14146,438,-13443,-11709,8249
8279,-13463,1995,-12817,-10023,10119
10072,-12457,3470,-11622,-7656,9374
10886,-10865,4462,-10053,-4533,7404
10543,-9275,5310,-9068,-1604,5464
9811,-8022,6061,-8487,278,4132
9152,-6895,6738,-7964,1972,2933
8559,-5880,7347,-7494,3497,1854
8219,-5004,7882,-7129,2827,1702
8127,-4365,8325,-6825,2040,1728
8044,-3790,8723,-6551,1332,1753
7882,-3693,8623,-6222,633,1827
7666,-3701,8310,-5773,-234,1790
7499,-3724,7943,-5255,-1381,1689
7348,-3745,7613,-4789,-2413,1598
7337,-3880,7518,-4409,-3885,1605
