11176, -15849, 3442, -4687, 945, -19007
10319, -14086, 3270, -5043, 793, -20383
8696, -12083, 3327, -5676, 853, -21622
7614, -10106, 3655, -6334, 687, -21647
7340, -8113, 3722, -6794, 724, -20368
7495, -6150, 3895, -7077, 483, -18745
7410, -4303, 4138, -7240, 645, -17063
7323, -2662, 4333, -7228, 941, -15364
7072, -1318, 4380, -7086, 1475, -13590
6523, -420, 4384, -6871, 1849, -11590
5769, 141, 4288, -6557, 2223, -8858
5444, 420, 4136, -6233, 2311, -5329
5467, 513, 3925, -6030, 2570, -1519
5901, 358, 3848, -6122, 2574, 1908
7374, -152, 3973, -6498, 2988, 4994
8093, -848, 4147, -7288, 3495, 7772
10300, -1936, 4528, -8078, 2633, 10271
10190, -2772, 5101, -8830, 5075, 12015
9945, -3826, 5661, -9683, 5245, 13351
9886, -5069, 6013, -10394, 3707, 14588
9935, -6482, 6211, -10972, 1873, 15756
10069, -7868, 6421, -11398, 623, 16689
9772, -9073, 6448, -11639, 307, 17142
9563, -10027, 6415, -11605, -127, 16872
9330, -10757, 6350, -11329, -828, 15908
9166, -11326, 6285, -10932, -1558, 14445
8870, -11789, 6167, -10502, -1728, 12795
8507, -12173, 6024, -10101, -1452, 11229
8088, -12538, 5863, -9727, -948, 9896
7638, -12856, 5713, -9392, -429, 8785
7230, -13175, 5564, -9080, -119, 7806
6882, -13519, 5416, -8767, 56, 6859
6515, -13787, 5279, -8487, 213, 5942
6239, -13946, 5158, -8256, -66, 5176
6000, -14093, 5060, -8067, -265, 4599
5739, -14210, 4987, -7943, -321, 4181
5541, -14284, 5047, -7873, -362, 3873
5327, -14458, 5129, -7807, -336, 3636
10760, -13234, 6336, -4689, -2363, -18261
10502, -11979, 6215, -5382, -2878, -19712
9283, -10504, 6147, -5905, -2140, -21017
8114, -8849, 6083, -6126, -1397, -21518
7243, -7076, 6002, -6096, -855, -20745
7071, -5207, 5875, -5956, -592, -19226
6856, -3336, 5860, -5873, -331, -17595
6639, -1678, 5985, -5864, -135, -15998
6466, -242, 6033, -5847, 86, -14340
6218, 1020, 6056, -5837, 321, -12592
6046, 1999, 5947, -5816, 340, -10719
5818, 2726, 5892, -5803, 239, -8632
5531, 3268, 5796, -5765, 371, -6178
5243, 3517, 5707, -5732, 616, -3183
5314, 3511, 5707, -5706, 1999, 411
5663, 2897, 5771, -6071, 3349, 3647
6451, 2245, 5996, -6674, 3978, 6559
7366, 821, 6423, -7680, 4550, 9180
9160, -713, 6894, -8590, 3521, 11538
9876, -1907, 7053, -9483, 4216, 13661
9787, -3343, 7451, -10693, 4887, 15199
10293, -4805, 7778, -11708, 3423, 16066
10588, -6001, 7873, -12312, 2445, 16544
10505, -7142, 7939, -12725, 2556, 16791
10186, -8229, 7944, -13016, 2838, 16690
9917, -9195, 7914, -13126, 2781, 16192
9496, -9992, 7842, -12999, 2802, 15308
8926, -10616, 7746, -12719, 2706, 14134
8454, -11146, 7630, -12352, 2096, 12798
8091, -11614, 7467, -11890, 1328, 11487
7682, -12052, 7280, -11350, 1088, 10287
7298, -12466, 7054, -10817, 899, 9165
6949, -12827, 6810, -10316, 743, 8107
6616, -13137, 6560, -9875, 655, 7116
6316, -13391, 6326, -9482, 664, 6232
6001, -13614, 6109, -9146, 754, 5498
5728, -13842, 5927, -8870, 780, 4896
5472, -14064, 5769, -8646, 739, 4402
11783, -14796, 6952, -3754, -3070, -16013
12021, -13865, 6613, -4896, -4713, -17689
11264, -12708, 6335, -6077, -4603, -19196
9990, -11331, 6491, -7025, -3892, -20553
8070, -9654, 6537, -7403, -2312, -21378
7191, -7680, 6212, -7366, -1247, -20497
7051, -5681, 5912, -7334, -939, -18981
6712, -3780, 5810, -7375, -682, -17519
6298, -2048, 5799, -7353, -402, -16052
5997, -461, 5747, -7261, -177, -14557
5882, 1002, 5813, -7201, -159, -13136
5615, 2357, 5862, -7136, -39, -11795
5556, 3613, 5920, -7019, -70, -10506
5452, 4772, 5962, -6885, -81, -9342
5340, 5796, 6023, -6770, -37, -8303
5253, 6695, 6078, -6665, 29, -7372
5042, 7367, 6082, -6514, 155, -6434
4834, 7903, 6118, -6321, 252, -5389
4567, 8274, 5938, -6062, 475, -4112
4616, 8591, 5836, -5848, 378, -2617
4690, 8698, 5899, -5674, 662, -929
4484, 8632, 5939, -5475, 1792, 1222
4323, 8333, 5984, -5291, 2897, 3930
4478, 7822, 6033, -5173, 3911, 6814
4750, 7113, 5994, -5212, 4896, 9409
5746, 6048, 6070, -5466, 5848, 11745
6709, 4724, 6344, -6103, 6431, 13847
8711, 3100, 6879, -6790, 7351, 15739
9306, 1602, 7346, -7914, 9000, 17442
9849, 323, 7896, -9276, 9219, 18415
9704, -953, 8248, -10707, 9226, 18885
9516, -2433, 8505, -12099, 8435, 19038
9500, -3996, 8701, -13248, 7115, 18942
9244, -5434, 8867, -13795, 5954, 18260
8956, -6630, 8888, -13910, 4680, 17251
8688, -7623, 8799, -13703, 3444, 16015
8371, -8467, 8652, -13347, 2584, 14692
8058, -9202, 8493, -12933, 1983, 13371
10435, -13397, 7051, -3946, -3767, -19882
8514, -11425, 6880, -4874, -3018, -20730
7306, -9161, 6666, -5422, -2333, -19877
7002, -6859, 6326, -5776, -1731, -18050
6986, -4764, 6268, -6174, -1548, -16420
6472, -2960, 6423, -6454, -880, -15085
6036, -1359, 6394, -6495, -460, -13819
5805, 160, 6325, -6438, -270, -12540
5560, 1582, 6255, -6416, -20, -11296
5268, 2946, 6265, -6424, 154, -10130
5195, 4190, 6347, -6401, 89, -9059
5004, 5297, 6396, -6358, 148, -8093
4859, 6291, 6423, -6331, 175, -7232
4707, 7125, 6475, -6306, 249, -6451
4574, 7907, 6448, -6266, 220, -5750
4427, 8643, 6386, -6233, 196, -5133
4315, 9297, 6364, -6217, 295, -4542
4022, 9762, 6322, -6189, 749, -4038
3583, 9985, 6268, -6180, 998, -3400
3520, 10042, 6266, -6141, 829, -2386
3307, 10025, 6242, -5946, 771, -1008
3291, 9895, 6335, -5574, 725, 747
3386, 9652, 6205, -4932, 1226, 3006
3536, 9303, 6146, -4256, 2073, 5739
4292, 8812, 6040, -3686, 3189, 8442
4953, 8354, 5927, -3442, 5045, 10874
5309, 7519, 5832, -3919, 7293, 13063
6072, 6319, 6099, -4957, 8580, 15034
7383, 4389, 6671, -6355, 9145, 16807
8911, 2388, 7198, -7706, 8393, 18403
9648, 789, 7568, -8940, 7961, 19475
9988, -630, 7877, -10124, 7654, 19811
10048, -2015, 8078, -11229, 7032, 19811
9899, -3585, 8174, -12101, 6354, 19554
9713, -5072, 8202, -12719, 5692, 19126
9490, -6370, 8134, -13040, 5069, 18381
9114, -7462, 8004, -13110, 4700, 17260
8668, -8372, 7913, -12990, 4438, 15903
11690, -15159, 4375, -10715, -1170, -19758
10495, -13253, 4323, -11013, -811, -20668
9110, -10929, 4107, -10958, 73, -20224
8584, -8547, 4080, -10801, 262, -18946
7939, -6270, 4048, -10576, 770, -17345
7655, -4213, 4115, -10329, 909, -15777
7393, -2379, 4203, -10036, 987, -14376
7035, -721, 4307, -9725, 1226, -13149
6702, 757, 4416, -9451, 1218, -12110
6437, 2171, 4522, -9179, 908, -11116
6313, 3430, 4670, -8915, 518, -10038
6224, 4607, 4787, -8672, 292, -9027
6024, 5657, 4924, -8470, 270, -8146
5894, 6553, 5036, -8303, 242, -7388
5709, 7361, 5094, -8125, 312, -6624
5596, 8048, 5212, -7939, 340, -5886
5460, 8654, 5331, -7703, 447, -5180
5309, 9056, 5356, -7336, 821, -4368
5373, 9219, 5523, -7007, 1397, -3362
5360, 9330, 5647, -6589, 2355, -2070
5081, 9347, 5688, -6008, 3268, -453
5207, 9271, 5775, -5282, 3488, 1526
5450, 9245, 5756, -4352, 3893, 3793
5635, 9123, 5559, -3408, 4924, 6394
5922, 8866, 5480, -2737, 5742, 9031
6589, 8326, 5329, -2336, 6464, 11405
7469, 7652, 5183, -2276, 7200, 13541
8299, 6605, 5090, -2726, 8440, 15464
9567, 5244, 5328, -3561, 8916, 17194
9887, 4012, 5531, -4687, 9874, 18751
10481, 2218, 6093, -6062, 10148, 19954
10930, 586, 6579, -7293, 9839, 20578
10862, -899, 6869, -8469, 9792, 20807
10585, -2608, 7151, -9762, 8363, 20530
10570, -4184, 7250, -10736, 6989, 20022
10498, -5571, 7321, -11309, 6466, 19171
9984, -6727, 7315, -11525, 6659, 17937
9369, -7692, 7342, -11533, 6615, 16450
13118, -14390, 4495, -7038, -720, -18350
11623, -13135, 4592, -8788, -1421, -19792
9308, -11380, 4902, -9754, -176, -20458
8586, -9500, 4922, -9941, 212, -19439
8327, -7346, 4662, -9798, 609, -17816
7989, -5185, 4619, -9682, 694, -16360
7485, -3223, 4646, -9509, 846, -14963
7112, -1390, 4575, -9286, 764, -13657
6866, 325, 4588, -9090, 576, -12475
6539, 1775, 4709, -8951, 602, -11379
6334, 3027, 4848, -8814, 598, -10316
6142, 4105, 4957, -8614, 612, -9258
5997, 5065, 5049, -8333, 633, -8206
5798, 5905, 5158, -7952, 721, -7164
5523, 6533, 5309, -7439, 1052, -6053
5130, 6871, 5380, -6758, 1796, -4684
4685, 7033, 5354, -5936, 2830, -2771
4808, 6942, 5105, -4970, 3771, 447
4987, 6756, 4847, -4227, 4435, 3679
5970, 6255, 4537, -3674, 4670, 6588
6891, 5697, 4433, -3387, 4905, 9206
7981, 5187, 4242, -3197, 5267, 11562
8628, 4130, 4253, -3435, 6568, 13682
9368, 2713, 4462, -4153, 7021, 15591
9943, 897, 4677, -5111, 7246, 17308
10716, -1272, 5169, -6218, 6727, 18854
11272, -3166, 5615, -7166, 6383, 20246
11374, -4762, 6018, -7938, 6818, 21013
11135, -6122, 6302, -8501, 7232, 20964
10773, -7238, 6462, -8854, 7155, 20190
10221, -8163, 6531, -9047, 6618, 18951
9657, -8963, 6564, -9072, 5729, 17554
9171, -9674, 6521, -8934, 4578, 16181
8756, -10282, 6386, -8723, 3063, 14874
8447, -10832, 6264, -8517, 1689, 13583
8068, -11323, 6137, -8343, 694, 12300
7686, -11788, 6016, -8190, -169, 11065
7413, -12209, 5932, -8036, -1087, 9850
13781, -15819, 4597, -8764, -3737, -17139
13062, -15153, 4486, -10611, -4040, -18702
10699, -13743, 5032, -12049, -2815, -20108
9993, -11633, 4884, -11930, -1793, -19441
