13390, -15151, -1297, -13847, 6027, -20667
12407, -13483, -1311, -13819, 5999, -21877
10566, -11488, -1391, -13898, 5682, -22966
8523, -9562, -1237, -14056, 5242, -23244
6509, -7718, -698, -14167, 4816, -22631
4645, -5871, 52, -14061, 4637, -21173
3187, -3992, 837, -13659, 4478, -19192
2081, -2165, 1521, -13010, 4116, -17092
1394, -443, 2091, -12205, 3393, -15136
826, 1104, 2481, -11381, 2733, -13364
173, 2442, 2679, -10598, 2117, -11715
-432, 3546, 2858, -9865, 1461, -9996
-988, 4435, 2972, -9166, 947, -8037
-1454, 5097, 2963, -8464, 561, -5809
-1693, 5489, 2891, -7702, -12, -3319
-1699, 5619, 2602, -6836, -785, -602
-1457, 5439, 2249, -5876, -1784, 2334
-692, 5034, 1829, -4751, -2905, 5377
1196, 4156, 1532, -3288, -3299, 8116
2822, 3082, 942, -1811, -2403, 10582
4083, 1840, 412, -545, -779, 12800
5648, -26, 178, 237, 455, 14797
6850, -1861, 163, 740, 629, 16594
7700, -4249, -4, 1038, 411, 18211
8174, -6716, -353, 1285, -297, 19667
8574, -8770, -737, 1572, -1938, 20977
9150, -10272, -960, 1881, -4469, 21911
9402, -11137, -933, 2045, -6700, 21493
9395, -11713, -1049, 1796, -7258, 20566
9190, -12191, -1195, 1395, -6767, 19553
8857, -12578, -1185, 943, -6278, 18500
8469, -12962, -1044, 350, -6028, 17189
8091, -13331, -879, -372, -5851, 15589
7585, -13645, -648, -1138, -5554, 13849
6949, -13946, -355, -1880, -5286, 12052
6391, -14246, -82, -2546, -5066, 10396
5900, -14514, 151, -3141, -4767, 8902
5401, -14765, 370, -3682, -4363, 7557
13228, -13754, -5402, -21733, 351, -20023
12805, -12271, -5067, -22299, 979, -21297
12043, -10730, -4776, -22457, 1645, -22387
10847, -9086, -4333, -22401, 2396, -23190
9390, -7450, -3846, -22229, 3134, -23582
7694, -5828, -3163, -21967, 3879, -23430
5883, -4271, -2351, -21568, 4637, -22668
4171, -2700, -1455, -20968, 5034, -21373
2755, -1208, -477, -20199, 5092, -19736
1476, 161, 419, -19294, 4946, -17972
468, 1397, 1295, -18258, 4513, -16173
-473, 2467, 2003, -17090, 3983, -14333
-1442, 3350, 2505, -15794, 3260, -12377
-2153, 4043, 2902, -14376, 2135, -10211
-2585, 4639, 3141, -12849, 782, -7701
-2575, 5142, 3250, -11247, -699, -4897
-2294, 5558, 3142, -9606, -1992, -2009
-1445, 5687, 2605, -7996, -2746, 1050
-360, 5551, 2248, -6577, -3258, 3957
721, 5162, 1874, -5283, -3081, 6750
2171, 4534, 1507, -4085, -2719, 9352
3394, 3842, 1118, -2837, -1846, 11693
4834, 2787, 610, -1762, -700, 13801
6082, 1619, 578, -913, 203, 15697
6879, 161, 385, -398, 1321, 17404
7455, -1680, 383, -267, 1608, 18940
7986, -3982, 298, -164, 604, 20323
8620, -6790, -277, 144, -1619, 21567
9474, -8816, -573, 726, -4283, 22687
9935, -9943, -663, 1019, -6054, 23167
9939, -10731, -757, 749, -6982, 22296
9798, -11315, -876, 139, -7553, 20572
9640, -11786, -969, -506, -7815, 18616
9291, -12222, -887, -1049, -7600, 16849
8937, -12619, -783, -1570, -7351, 15232
8469, -12980, -650, -2122, -6960, 13673
7981, -13334, -513, -2683, -6385, 12188
7419, -13673, -341, -3214, -5744, 10797
13795, -14968, -5531, -20904, 1067, -18326
13417, -13742, -5252, -22090, 1996, -19770
12845, -12340, -4860, -23051, 3143, -21069
11479, -10622, -4306, -23000, 4328, -21920
9931, -8884, -3657, -22656, 5190, -22309
7999, -7171, -2940, -22168, 6173, -22112
5941, -5497, -2105, -21529, 6776, -21286
4174, -3920, -1009, -20729, 6980, -19857
2597, -2406, 42, -19777, 7202, -17971
1304, -926, 962, -18661, 7120, -15899
290, 431, 1780, -17414, 6674, -13802
-590, 1653, 2369, -16071, 5808, -11724
-1259, 2711, 2805, -14687, 4558, -9632
-1681, 3588, 3123, -13343, 3249, -7437
-1884, 4349, 3284, -12089, 1953, -5117
-1762, 4992, 3357, -10923, 662, -2730
-1454, 5518, 3281, -9835, -424, -353
-914, 5935, 3133, -8838, -1293, 1933
-353, 6177, 2834, -7964, -1839, 4102
401, 6008, 2659, -7139, -1984, 6349
1114, 5549, 2397, -6251, -2454, 8573
2349, 4868, 2121, -5066, -3478, 10813
3675, 3812, 1532, -3678, -4184, 13009
5458, 2717, 1275, -2287, -3849, 14984
6847, 1164, 826, -1428, -2495, 16763
8049, -623, 697, -1022, -2072, 18363
8989, -2531, 682, -808, -1834, 19803
9481, -4333, 614, -539, -1575, 21100
9687, -6414, 360, -91, -1835, 22267
9999, -8129, 128, 579, -2838, 23317
10296, -9359, 97, 992, -4114, 23823
10309, -10194, 184, 948, -4945, 23353
10008, -10857, 168, 480, -5109, 22112
9603, -11444, 149, -91, -5105, 20535
9165, -11928, 215, -629, -5134, 18934
8715, -12359, 350, -1208, -5159, 17339
8149, -12790, 495, -1946, -4972, 15602
7539, -13183, 662, -2622, -4743, 13945
13656, -16200, -2901, -18961, 204, -18536
13346, -14911, -2741, -20126, 95, -19959
12669, -13369, -2529, -20833, 315, -21240
11655, -11735, -2281, -21110, 691, -22393
10355, -10059, -2015, -21063, 1151, -23249
8310, -8231, -1455, -20637, 1692, -23140
6281, -6464, -699, -20022, 2079, -22381
4433, -4720, 138, -19167, 2506, -20999
2769, -3009, 873, -18103, 2972, -19206
1363, -1362, 1537, -16907, 3119, -17213
137, 105, 2050, -15657, 2822, -15103
-953, 1371, 2367, -14363, 2028, -12920
-1713, 2399, 2610, -13037, 936, -10594
-2136, 3261, 2745, -11702, -79, -8041
-2262, 3993, 2718, -10380, -979, -5291
-2066, 4608, 2571, -9095, -1695, -2386
-1571, 5047, 2407, -7880, -2222, 600
-800, 5316, 2165, -6736, -2501, 3575
171, 5367, 1860, -5679, -2486, 6417
1282, 5141, 1663, -4762, -2007, 9052
2300, 4636, 1174, -3942, -1526, 11423
3427, 3976, 920, -3152, -1288, 13558
4948, 2789, 733, -2304, -1401, 15479
6568, 1259, 375, -1553, -960, 17207
7898, -370, 215, -1045, -108, 18763
8495, -2063, 196, -868, 1144, 20164
8750, -3998, 240, -996, 1529, 21424
9109, -5727, 162, -1036, 311, 22558
9630, -7386, 153, -884, -1501, 23206
9887, -8690, 213, -740, -2486, 23399
9808, -9661, 287, -794, -2896, 23027
9605, -10419, 350, -1037, -3283, 22122
9300, -11048, 381, -1376, -3635, 20843
8988, -11593, 394, -1719, -3952, 19400
8593, -12056, 434, -2073, -4299, 17857
8192, -12462, 481, -2476, -4660, 16228
7725, -12826, 559, -2940, -4890, 14551
7176, -13208, 679, -3438, -4882, 12906
12791, -14257, -4125, -20649, -165, -19060
12695, -12905, -4038, -21351, 776, -20431
12252, -11446, -3973, -21627, 1674, -21664
11604, -9918, -3752, -21564, 2466, -22774
10602, -8375, -3571, -21242, 3247, -23632
9377, -6818, -3353, -20767, 3974, -24150
7905, -5255, -2997, -20223, 4415, -24298
6002, -3588, -2300, -19514, 4430, -23452
4113, -2021, -1530, -18700, 4462, -22059
2276, -597, -835, -17757, 4414, -20157
