10356, -17329, 6949, 11499, -130, -14741
10171, -15767, 6255, 13626, 1151, -16543
9538, -13978, 5293, 15540, 2269, -18166
8392, -12026, 4111, 17263, 2898, -19626
6721, -10131, 2302, 18760, 2025, -20724
4744, -8385, 157, 19302, 533, -20702
2367, -6830, -2337, 18580, -1506, -19191
-77, -5734, -4905, 16058, -4161, -15732
-1891, -5474, -6516, 11528, -7022, -10882
-2407, -5972, -6939, 7098, -8917, -6517
-1963, -8412, -6371, 3112, -8375, -2589
-648, -10848, -3451, -475, -5324, 946
990, -11469, -1180, -3704, -1515, 4128
176, -10833, 675, -6243, 1913, 5354
-338, -10289, 2444, -7699, 2710, 4560
203, -9916, 4172, -8784, 1647, 3359
438, -9616, 5471, -9757, 1046, 2199
353, -9413, 5990, -10607, 840, 1037
275, -9342, 6267, -11496, 361, -98
303, -9372, 6564, -12510, -754, -844
974, -9668, 7056, -13828, -3361, -269
1751, -10193, 7263, -15056, -5929, 1085
2860, -11193, 7491, -16248, -8515, 3035
4118, -12420, 7490, -17168, -10689, 5310
5495, -13662, 7622, -17782, -12281, 7449
6551, -14687, 7792, -18033, -12873, 9153
7286, -15423, 7782, -17942, -12686, 10172
7500, -15897, 7454, -17583, -12109, 10552
7835, -16335, 7110, -16984, -12106, 10210
7878, -16549, 6582, -16125, -12044, 9287
7706, -16488, 6007, -15274, -11865, 8093
7557, -16349, 5391, -14587, -11787, 6873
7437, -16197, 4840, -13945, -11622, 5865
7319, -16082, 4383, -13266, -11174, 5091
7185, -16084, 3956, -12597, -10453, 4514
7007, -16127, 3584, -11978, -9533, 4064
6675, -16170, 3255, -11418, -8245, 3608
6342, -16175, 2932, -10893, -7105, 3186
11035, -18791, 4816, 10180, 2615, -15079
10420, -17344, 4007, 12438, 4638, -16848
9001, -15792, 3035, 14471, 6159, -18440
7350, -13895, 1306, 16301, 6363, -19873
5704, -11679, -775, 17947, 5027, -21162
3825, -9637, -2983, 19419, 2704, -21292
1080, -8727, -5278, 16162, 39, -16903
-556, -8474, -6514, 11269, -2912, -11936
-838, -9113, -6707, 6865, -4243, -7465
-300, -11478, -5801, 2902, -2724, -3442
-428, -13607, -3456, -664, 824, 178
469, -13224, -786, -3874, 4018, 3437
524, -12267, 1356, -6005, 5029, 4255
696, -11266, 3326, -7401, 5471, 3831
705, -10323, 5285, -8554, 5612, 3555
636, -9456, 6717, -9483, 5313, 3395
789, -8790, 7643, -10100, 4618, 3086
849, -8366, 7925, -10492, 3626, 2471
985, -8292, 7848, -10871, 1774, 1277
1231, -8412, 7574, -11434, -841, -331
1848, -8408, 7431, -12220, -3823, -1739
2568, -8173, 7652, -13070, -6111, -2288
3398, -8402, 7638, -13678, -7911, -460
4647, -9175, 7546, -14179, -10110, 2111
