7909,5757,2859793.277777778,8307,-10273.513513513513,10208,12342356.478978978,-10302,-6262.27027027027,7190,5263015.980480481,-7350,-6107,19962,44184284.61111111,-3595,687.2702702702703,6101,2256860.2582582585,35,1817.5135135135135,17251,33877112.09009009,4112,2
8266.864864864865,5907,3143221.2867867867,8899,-10106.972972972973,11211,15402931.082582582,-10839,-5387.486486486487,6981,5208356.645645645,-6392,-6584.243243243243,21038,42445333.91141141,-4232,594.1351351351351,3344,1205502.0645645645,373,2204.972972972973,21066,43161112.582582586,3884,2
8645.648648648648,6326,3361365.7342342343,9349,-10793.108108108108,10178,12612250.765765766,-11457,-4961.324324324324,5990,4062593.9474474476,-5959,-6491.405405405405,18928,33834435.46996997,-4280,645.4594594594595,3869,1247643.421921922,704,2348.0810810810813,21578,45552148.24324324,4132,2
8878.486486486487,6914,4060889.0345345344,9734,-9968.513513513513,11076,14779287.867867868,-10113,-5285,6258,3853915,-6282,-5688.081081081081,18217,35096689.076576576,-3784,-239.78378378378378,2980,1064741.063063063,-240,2182.7027027027025,21861,50985686.77027027,4547,2
8745.702702702703,5579,2676064.214714715,9358,-9800.324324324325,11214,14729216.66966967,-10052,-6322.378378378378,5721,2921727.7417417415,-7046,-6257.459459459459,20935,47024688.42192192,-3237,175.54054054054055,2914,754068.033033033,326,1646.081081081081,23014,52591805.40990991,4947,2
8448.162162162162,6348,3285406.361861862,9245,-9620.405405405405,11083,15422046.136636637,-9787,-6216.540540540541,7051,4661036.366366366,-7259,-5893.189189189189,22426,54353174.54654654,-2566,279.3243243243243,3872,1061729.503003003,491,2259.6216216216217,21595,51686335.68618619,5112,2
9006.756756756757,7237,4227866.911411411,9808,-10182.486486486487,10892,14249789.534534534,-10402,-4984.189189189189,5975,3612893.6576576577,-5923,-6592.621621621622,18413,35400032.019519515,-3945,829.6756756756756,2937,718689.391891892,836,2391.6486486486488,22927,56955733.567567565,5186,2
8677.72972972973,5470,2443741.8693693695,9307,-9197.648648648648,11227,15026389.456456456,-9396,-6291.891891891892,5671,2733853.1546546547,-7055,-5672.756756756757,19205,46074949.18918919,-1902,-295.2432432432432,3016,779345.0225225226,-689,1278.7027027027027,19139,45898133.77027027,5050,2
8593.783783783783,6134,2924647.896396396,9128,-9434.513513513513,11246,15858199.978978978,-9388,-5994.891891891892,6091,3538033.6546546547,-6602,-6686.594594594595,20120,42874555.96996997,-3723,432.94594594594594,3800,1179159.274774775,323,1750.8108108108108,23480,57911557.768768765,5171,2
8831.702702702703,7770,4747990.936936937,9478,-9611.108108108108,11374,15702472.543543544,-9822,-5130.594594594595,6572,4764395.358858859,-6383,-7073.513513513513,19374,37919343.59009009,-4319,1055.4054054054054,7387,3755809.692192192,1264,3338.9189189189187,22222,54097997.24324324,5709,2
9266.027027027027,6276,3471750.3048048047,9999,-9333.162162162162,10446,14081585.25075075,-9230,-5644.7027027027025,5717,2726892.048048048,-6392,-6339.756756756757,21131,46765902.35585586,-2916,315.8378378378378,4893,2509905.972972973,1088,1522.8918918918919,22908,51786927.0990991,3469,2
8493.567567567568,6321,3305529.1411411413,9352,-9772.378378378378,11328,15538816.186186187,-10066,-6023.27027027027,6744,4428731.091591592,-6829,-5739.594594594595,19665,36935994.19219219,-3546,117.97297297297297,4402,1485677.0825825825,52,2316.6486486486488,19859,39422548.67867868,4790,2
9086.783783783783,5688,2805261.5075075077,9719,-9783.324324324325,10337,12905671.66966967,-9824,-5907.1621621621625,6630,3747556.3063063063,-6703,-6501.4324324324325,19110,39932192.418918915,-3640,599.081081081081,6869,3926445.5765765766,810,2016.6216216216217,19866,44458014.74174174,4096,2
8398.18918918919,6718,3777016.1021021022,9252,-10958.783783783783,9727,11921547.785285285,-11468,-5317.513513513513,6833,4509011.09009009,-6229,-5972.081081081081,18721,34426579.68768769,-3736,350.6756756756757,4594,1884814.4474474473,-172,2496.2432432432433,20564,43074441.18918919,4440,2
8434.702702702703,6926,4119108.325825826,9145,-10800.648648648648,9871,11643305.345345344,-10972,-5758.540540540541,6750,4668475.533033033,-6709,-5728.189189189189,20111,39816791.99099099,-3664,-171.21621621621622,3715,922956.3963963963,15,2250.2702702702704,20660,41019774.86936937,3951,2
8557.513513513513,6509,3470651.145645646,9320,-10931.297297297297,9538,11366130.936936937,-11201,-5301.108108108108,6992,5125617.154654655,-6134,-5976,16027,24967659.888888888,-4206,434.94594594594594,3893,1893167.5525525527,266,2554.3783783783783,18318,33956104.18618619,3994,2
