8704.72972972973,6766,4919673.591591592,9080,-3968.3513513513512,22131,52056575.28978979,-4360,1669.7297297297298,4507,3076999.5915915915,1314,-9417.837837837838,7369,3369025.1951951953,-8984,2031.945945945946,14485,21414358.55255255,1699,1369.2162162162163,40879,232279179.45195195,5490,3
8362,8288,7365135.277777778,8148,756.5945945945946,27067,62055211.13663664,1964,1493.6756756756756,1362,141416.78078078077,1546,-7238.486486486487,5360,3473840.756756757,-6870,719.1351351351351,12069,20876583.064564563,2143,-2782.2702702702704,40844,217502075.2027027,-6828,3
8697.18918918919,7928,6999036.824324325,9505,-1365.5945945945946,24208,56398225.58108108,-1286,1653.8918918918919,4263,2394746.0435435437,1056,-9304.594594594595,6246,2806304.414414414,-9340,2528.324324324324,10151,12379920.447447447,975,-1196.8648648648648,39599,233353982.84234235,-4208,3
8052.648648648648,7693,6038982.234234234,8023,2247.810810810811,26321,58642607.6021021,3813,2814.864864864865,3924,1116634.5645645645,2600,-7964.378378378378,9391,12125658.963963965,-6359,1464.4054054054054,10802,11959055.747747747,1733,-3643.2432432432433,40458,186463327.1891892,-6182,3
9257.027027027027,7608,6912245.249249249,9167,990.2972972972973,25302,57318884.49249249,2198,1824.162162162162,2386,514022.1951951952,1569,-7010.459459459459,5563,3216199.810810811,-6848,1202.2432432432433,8569,10114015.855855856,2188,-2646.4324324324325,39771,209960506.14114115,-6208,3
8582,10044,10364044.166666666,8888,543.5135135135135,24604,58908189.923423424,954,1873.6216216216217,3847,1162882.5195195195,1681,-8105.756756756757,7200,6273369.3003003,-8163,1789.837837837838,12636,17564716.972972974,2271,-2971.6216216216217,39184,211914573.4084084,-6708,3
8432.486486486487,7573,6295931.201201201,8543,1014.9459459459459,24990,58777706.83033033,2291,1511.2702702702702,4550,2448925.091591592,796,-9139.297297297297,8027,5355501.048048048,-8952,2227.810810810811,13750,18692141.324324325,1949,-2215.6486486486488,41049,216931310.95645645,-5570,3
8104.810810810811,6198,5722641.824324325,6710,-1238.081081081081,29473,66566835.7987988,-123,1751,5724,3271823.777777778,1390,-8293.378378378378,4572,2469310.7417417415,-8118,2203.6216216216217,18370,40095709.40840841,-287,904.0540540540541,39331,174400391.83033034,-2401,3
9497.54054054054,7277,5218410.144144144,9960,-434.2972972972973,23122,52498269.6036036,394,2218.4864864864867,2639,731762.9234234234,1936,-7471,6238,2746038.111111111,-7779,1423.4054054054054,9300,11159340.025525525,766,-1504.027027027027,39908,228996648.24924925,-5230,3
7548.081081081081,9572,9889550.521021022,8151,710.972972972973,25130,56621673.36036036,1534,1343.3783783783783,2958,730713.0195195195,1084,-8120.351351351352,6263,2994876.28978979,-7952,1495.2702702702702,11429,17271062.036036037,1552,-1308.2702702702702,41210,244404194.5915916,-6003,3
