1213, -18950, 9883, 13444, 1539, -16646
57, -16549, 8436, 14313, -532, -17729
-298, -13739, 7558, 14002, -1229, -17186
43, -11045, 7357, 12886, -1325, -15810
270, -8339, 7251, 11490, -1517, -14395
304, -6086, 7274, 9675, -1589, -12996
330, -4166, 7217, 7909, -1672, -11565
407, -2581, 6913, 6120, -1886, -9973
165, -1409, 6364, 3997, -1560, -8009
-112, -723, 5798, 1278, -761, -5475
-248, -557, 5456, -2059, 133, -2438
-50, -820, 5407, -5130, 1311, 937
108, -1353, 5669, -7893, 3085, 4120
391, -2601, 6546, -10381, 5175, 6984
433, -4231, 7338, -12619, 7312, 9257
796, -6726, 8904, -14634, 7876, 10381
855, -8815, 10074, -16447, 8476, 10481
358, -10355, 10841, -18079, 8817, 9988
43, -11441, 11242, -19548, 7418, 9378
116, -12211, 11436, -20183, 4763, 8840
165, -12592, 11259, -20121, 2295, 8281
255, -12984, 10854, -19469, 537, 7747
435, -13465, 10521, -18665, -795, 7206
409, -13872, 10198, -17658, -1595, 6639
405, -14197, 9873, -16501, -2471, 6026
323, -14394, 9570, -15277, -3477, 5399
309, -14438, 9233, -14049, -4449, 4769
309, -14486, 8914, -12948, -5222, 4165
301, -14521, 8571, -12016, -5535, 3671
204, -14561, 8290, -11282, -5418, 3310
52, -14577, 8027, -10705, -5048, 3061
-118, -14681, 7815, -10306, -4659, 2926
-196, -14835, 7704, -10045, -4296, 2862
-273, -15001, 7645, -9875, -3750, 2851
-375, -15099, 7619, -9745, -3080, 2804
-456, -15145, 7609, -9614, -2500, 2689
-463, -15201, 7643, -9451, -2063, 2493
-522, -15279, 7616, -9143, -1450, 2172
-10, -18286, 10836, 14032, -3388, -14041
-2438, -15560, 8269, 15241, -5079, -15914
-1966, -13502, 7646, 14169, -5796, -15656
-1524, -11188, 7413, 12469, -4828, -14537
-1400, -8601, 7096, 10756, -4183, -13285
-1095, -6500, 7235, 8855, -4169, -11807
-789, -4575, 7359, 7018, -3864, -10320
-942, -3277, 7005, 4698, -3182, -8220
