12167,-15054,4098,-5817,2187,-21155
11689,-13048,3711,-5343,3575,-21818
11258,-11244,3363,-4917,4824,-22416
10477,-9092,2860,-4380,6188,-22046
9322,-6734,2248,-3904,7174,-21020
8283,-4612,1698,-3475,8062,-20097
7355,-2550,1443,-3306,8210,-18765
6520,-695,1214,-3153,8344,-17566
5706,1060,1138,-3219,8362,-16123
5138,2649,1291,-3427,8171,-14614
4626,4079,1430,-3615,7998,-13255
4248,5347,1533,-3890,7544,-11954
4159,6345,1794,-4262,6801,-10650
4078,7243,2028,-4597,6132,-9476
3969,8071,2096,-4898,5590,-8308
3774,8757,2168,-5240,4888,-7194
3598,9374,2234,-5549,4257,-6192
3029,9795,2108,-5835,3259,-5068
2613,9632,1665,-6159,1549,-3238
2239,9485,1267,-6450,9,-1591
2361,8700,1061,-6736,-1599,1220
2471,7994,876,-6994,-3048,3750
3388,6889,1096,-7014,-3607,6652
4855,5615,1567,-6986,-2254,9263
6175,4468,1991,-6960,-1037,11613
7961,2772,2891,-7481,1820,13729
8606,720,3613,-8477,2699,15633
