meanaccX,maxaccX,minaccX,varaccX,medianaccX,25thpaccX,75thpaccX,meanaccY,maxaccY,minaccY,varaccY,medianaccY,25thpaccY,75thpaccY,meanaccZ,maxaccZ,minaccZ,varaccZ,medianaccZ,25thpaccZ,75thpaccZ,meangyroX,maxgyroX,mingyroX,vargyroX,mediangyroX,25thpgyroX,75thpgyroX,meangyroY,maxgyroY,mingyroY,vargyroY,mediangyroY,25thpgyroY,75thpgyroY,meangyroZ,maxgyroZ,mingyroZ,vargyroZ,mediangyroZ,25thpgyroZ,75thpgyroZ,label
8234.64,10884,5588,2904654.6304,8052,6803.0,9878.0,-12032.84,-8790,-14668,3150774.3744,-11704,-13804.0,-10561.0,-4068.32,970,-10744,15867506.2976,-3613,-7723.0,-124.0,-5016.24,2246,-17329,39864750.7424,-2562,-9799.0,458.0,-2555.64,2656,-12012,22311537.5104,203,-7407.0,1383.0,-229.64,5065,-8407,17091863.990399998,347,-1099.0,2938.0,5
9923.84,12215,7919,2366839.7344,9736,8400.0,11699.0,-11793.72,-8050,-15392,4297693.7216,-12350,-13495.0,-10142.0,-3273.68,969,-9306,14181323.817599999,-1097,-7556.0,80.0,-6153.44,1431,-15884,33801475.926400006,-4563,-11924.0,-1535.0,-2708.8,2929,-12933,27445656.880000003,78,-7294.0,1831.0,-772.92,4615,-8193,16210793.0336,421,-3489.0,2246.0,5
8580.56,10131,6711,1041622.5664,8724,7848.0,9279.0,-12574.64,-8742,-14599,3778244.1504,-13105,-14416.0,-11141.0,-3119.36,697,-8963,13051151.350399999,-1202,-7116.0,57.0,-6199.8,4228,-18504,54531273.2,-4810,-13234.0,283.0,-3302.48,4382,-12499,31378020.4896,-2114,-9859.0,1781.0,-805.28,5409,-6827,12146460.2016,-481,-3189.0,818.0,5

110.48,4123,-2905,4154842.5696,-650,-1061.0,1225.0,-11192.24,-418,-20613,54164725.462400004,-12509,-18593.0,-3926.0,-2092.64,4508,-7993,22395327.2704,-2342,-6770.0,2985.0,-3946.64,17835,-21565,214125607.5904,-7310,-18162.0,12489.0,-2040.44,3059,-14118,19624770.4864,-1185,-3142.0,1134.0,-10245.32,-2344,-21717,45553975.2576,-6932,-16911.0,-4247.0,1
1685.64,5911,-1949,6702516.5504,801,-410.0,4177.0,-14182,-5363,-21500,35401119.12,-15322,-20050.0,-7729.0,227.04,8234,-6345,23598595.5584,528,-4684.0,4992.0,-4348.48,16947,-20681,189354275.9296,-7498,-17846.0,9966.0,-2046.48,3819,-13628,18709011.1296,-1099,-2759.0,568.0,-9261.4,-1528,-20234,41013676.64,-5916,-15915.0,-4188.0,1
261.72,6294,-2331,5560735.6416,-819,-1417.0,790.0,-8084.08,1773,-19953,58843933.8336,-6461,-15465.0,-706.0,-225.68,8346,-5089,17406521.4976,-1637,-3855.0,2632.0,-4167.2,17832,-23425,221861135.44,-6169,-18631.0,10874.0,-783.48,3923,-9244,9914575.6896,-990,-2373.0,1662.0,-8207.56,3257,-20166,72100216.3264,-4028,-17530.0,-1418.0,1
1045.96,5775,-2298,5542234.0384,571,-713.0,2408.0,-7528.96,4183,-20435,79978283.0784,-7783,-15903.0,1692.0,81.12,7343,-4392,16222915.2256,-1319,-3672.0,3620.0,-3412.04,15596,-23520,210504741.8784,-1293,-18994.0,11145.0,157.76,6842,-6233,10948576.6624,-9,-2689.0,2776.0,-9786.92,1733,-17911,51112009.0336,-10672,-17440.0,-3974.0,1
1983,6687,-1193,6883681.92,1077,-103.0,3854.0,-7897.84,1541,-20108,56920326.2944,-6985,-14909.0,-731.0,-1171.6,5845,-6131,16522827.76,-2124,-5073.0,2109.0,-3292.6,16918,-23025,224698175.2,-4826,-17918.0,13170.0,-897.44,2910,-8927,7180721.766399999,-929,-2077.0,1131.0,-11357.68,-2087,-21340,53899484.857599996,-10528,-19400.0,-4163.0,1
-597.28,5819,-2867,3743275.4815999996,-1191,-1809.0,-10.0,-6002.92,3428,-19141,67129735.9936,-3867,-13570.0,1658.0,-250.72,6730,-2788,6351976.9216,-881,-2384.0,950.0,-6443.12,15568,-24277,190984444.5056,-8419,-19827.0,6014.0,-1659.52,3635,-9884,9632042.8896,-1861,-3458.0,853.0,-7355.56,3189,-19279,66425752.3264,-3535,-16504.0,-838.0,1
1076.32,6822,-2503,12196558.3776,-769,-1818.0,4440.0,-3449.92,6405,-17923,59493029.993599996,-2408,-10361.0,3968.0,607.36,7516,-3546,13147105.4304,-345,-2909.0,3296.0,860.64,13956,-20869,147685655.1904,5190,-10378.0,11661.0,-756.76,4566,-7004,9239922.5824,-1051,-3185.0,1551.0,-10030.32,5552,-19095,87417555.2576,-14572,-18523.0,357.0,1
1369.2,5457,-3452,8584379.84,928,-807.0,4334.0,-3234.28,6937,-17910,64521197.2416,-1921,-10577.0,4559.0,771.48,7505,-3082,10475304.3296,108,-2282.0,3217.0,1446.88,15207,-20544,148521219.1456,6751,-9767.0,12274.0,-1532.8,5029,-6659,11016589.04,-1734,-4320.0,1059.0,-9850.88,4929,-18943,75751146.1856,-14416,-17079.0,-482.0,1
1380.12,5330,-4058,10054515.9456,1528,-1195.0,4664.0,-3339.52,6664,-17436,64373255.8496,-2133,-10001.0,4041.0,-67.64,6343,-4327,11088940.9504,-638,-2934.0,2759.0,374.68,15479,-21814,171378975.1776,4792,-12156.0,12857.0,373.4,6797,-6966,14879039.120000001,-9,-3101.0,2966.0,-10155.96,1903,-18807,58700743.318399996,-14215,-16779.0,-1966.0,1
-77.44,6318,-4652,9908783.2864,-732,-2260.0,949.0,-9054.96,3046,-18247,64032749.2384,-9920,-17580.0,-879.0,556.56,5938,-4748,16632739.2064,815,-3809.0,4705.0,-6876.56,16003,-22874,215152602.3264,-14373,-20385.0,6665.0,-1837.2,6940,-12250,24943626.08,-2080,-3961.0,708.0,-8810.36,1870,-20432,55954147.9904,-5744,-17330.0,-3848.0,1
1551.8,7504,-3234,10420248.48,632,-882.0,3996.0,-3361.36,7239,-18083,67915496.7104,-1860,-10696.0,4089.0,-1750.04,7380,-5947,16935574.2784,-3354,-5176.0,942.0,886.08,17283,-21765,183145727.67360002,5121,-12066.0,13032.0,443.16,3594,-3469,5494350.1344,625,-1708.0,2367.0,-10719.36,145,-18096,50010023.7504,-15813,-16878.0,-2723.0,1
597.16,6891,-3157,10375635.7344,-1084,-1846.0,3138.0,-4878.2,2744,-18536,44832596.879999995,-3337,-9708.0,1152.0,-717.72,8243,-5345,17027603.3216,-1941,-4532.0,2319.0,-817.76,17153,-23270,209893592.2624,859,-14896.0,13325.0,1307.16,4236,-3011,5441522.5344,2364,-831.0,3256.0,-10267.68,-392,-19356,55480424.3776,-9735,-18259.0,-3118.0,1
1976.56,5375,-3122,6683474.086399999,2642,18.0,3892.0,-9355.48,-3143,-20573,24090600.9696,-8883,-12426.0,-5232.0,4149.6,10045,-837,9982514.88,4127,1857.0,6456.0,-4874.8,6723,-20199,89568546.96,-3273,-13548.0,3547.0,-1531.48,6791,-10120,33425645.6096,-2500,-5736.0,4995.0,5531.24,12644,437,10753418.1024,4347,3219.0,7453.0,4
5047.36,8021,-1358,7312052.9504,5908,4365.0,7051.0,-6110.8,-1351,-18375,26289528.480000004,-3966,-8748.0,-1979.0,2216.08,8746,-2210,8297931.3536,2547,-259.0,3538.0,-1260.44,7437,-14428,37669672.9664,-642,-4956.0,3449.0,-4148.04,4873,-11110,23514569.3984,-5109,-8316.0,-1246.0,2729.24,7557,116,3532613.4624,2078,1812.0,2769.0,4
4312.52,7164,-3794,11559104.4096,6028,2552.0,6617.0,-5142.12,-85,-18084,31640386.265600003,-2487,-8379.0,-552.0,1463.84,6817,-4721,15924997.9744,1860,-2542.0,5496.0,-878.68,6809,-11334,25806231.257600002,-954,-4416.0,3304.0,-3854.48,2567,-13404,16337182.3296,-3469,-6207.0,-1119.0,2732.12,9153,-213,5931702.4256,2052,1285.0,3316.0,4
4131.52,9875,-2068,11669372.409599999,5089,1800.0,6494.0,-6337.16,769,-19456,42135291.9744,-4640,-10939.0,-553.0,5061.88,7756,2890,1751563.5456,4762,3951.0,5837.0,194.08,7311,-9091,23077230.7936,331,-3470.0,4368.0,-5191.52,1193,-11960,12037496.3296,-5330,-7487.0,-2314.0,3935,10058,-352,10874143.04,2869,1412.0,5551.0,4
3538.24,10603,-3122,15779865.8624,3964,535.0,7061.0,-6134.32,-79,-18318,30945655.8976,-4278,-9822.0,-1378.0,3611.48,7243,723,3672118.8096,3011,2126.0,4645.0,-840.24,4556,-5814,11520035.1424,-1341,-3877.0,2127.0,-5103.56,2286,-15748,18470326.0864,-4357,-6530.0,-2600.0,4872.88,11067,1601,8763559.4656,3907,2557.0,5564.0,4
2570,7820,-3296,13588852.72,2235,-675.0,5612.0,-4672.32,1711,-19977,45657325.8176,-2069,-8558.0,1196.0,-5645.48,7529,-13277,41942344.3296,-6968,-11406.0,-2708.0,-750.24,6766,-7175,21286835.7824,-1759,-4902.0,3414.0,-1501.48,8225,-14040,31747620.4096,-897,-4224.0,2643.0,5349.72,11695,1723,8577644.4416,4763,3142.0,6439.0,4
1666.24,7885,-3152,11048397.7024,1573,-1898.0,4200.0,-5948.68,847,-18893,35681710.6976,-4063,-9991.0,-1724.0,-779.52,7568,-7715,32630514.5696,-3743,-5595.0,5533.0,83.72,6778,-5117,16289480.1216,-1080,-3353.0,3721.0,-2270.16,8536,-11854,21430830.7744,-3376,-4469.0,-134.0,5053.6,10341,1694,6612368.24,4104,3279.0,6176.0,4
-32.68,5223,-4927,7330506.1376,615,-2434.0,1995.0,-3261.24,3062,-19114,34902993.9424,-2216,-6512.0,1661.0,-1456.2,7263,-8679,26563282.96,-3636,-5254.0,3439.0,-2233.84,5722,-7315,15442590.6144,-3722,-5060.0,752.0,-5191.72,1342,-13814,17758051.9616,-5138,-8361.0,-2002.0,6304.52,11914,1975,8112625.2096,5720,4995.0,6929.0,4
1997.08,7456,-4291,10940896.0736,1888,-1177.0,4447.0,-5147.36,1210,-18863,39968854.950399995,-2596,-9301.0,241.0,-2072.16,7184,-6919,21425214.3744,-4567,-5534.0,-77.0,-767.84,6474,-6160,19820333.5744,-1667,-4755.0,3343.0,-3744.12,4734,-15497,25872802.1056,-2417,-6327.0,-364.0,5713.12,11793,1724,8814780.6656,4945,3794.0,6629.0,4
1276.28,7486,-3234,10222894.2816,1669,-1702.0,3461.0,-4272.4,3048,-17836,43255105.28,-2243,-9102.0,1224.0,1001.04,9140,-9074,40791455.0784,163,-4660.0,7938.0,175.36,6624,-5087,15683334.7904,-939,-3670.0,3879.0,-4557.6,2401,-12279,12528757.040000001,-4663,-6350.0,-3189.0,3821.72,9358,-216,8720408.7616,2952,1567.0,6254.0,4
4305.44,10596,-3471,15195933.6864,4832,1547.0,7479.0,-4728.52,1505,-17502,33168820.8896,-3014,-8247.0,137.0,-5019.68,7420,-10254,30036673.6576,-6874,-9339.0,-1748.0,-1348.16,5696,-6270,16864748.6144,-2316,-5412.0,2114.0,-8862.96,-186,-18874,22402644.2784,-9062,-11592.0,-4879.0,2596.68,8876,-840,7043649.2576,1811,853.0,3770.0,4
2011.68,8438,-4870,14035369.8976,2731,-605.0,5105.0,-4669.2,1866,-20522,51711382.16,-1489,-9926.0,1337.0,-3404.52,6387,-9979,26898533.0496,-4842,-6951.0,-418.0,-3098.28,3115,-11061,16262636.921600001,-3976,-5963.0,890.0,-2496.68,5764,-12693,20109215.4176,-2442,-4677.0,1078.0,5736.44,14299,399,18023560.886400003,5212,2490.0,7524.0,4
7456.76,9560,5433,2095604.0224,7171,6084.0,8954.0,-9717.44,-5360,-17529,12652227.7664,-9430,-12545.0,-6346.0,-6890.2,-3384,-9137,3087977.6,-7392,-8370.0,-5383.0,-7717.48,3299,-19989,74283196.3296,-8334,-15936.0,1183.0,-827.12,8645,-12441,43198973.7056,960,-6413.0,4557.0,3660.88,13880,-5882,46526813.8656,-261,-1458.0,11265.0,2
7149.12,8614,5095,1261327.8656,7208,6315.0,8138.0,-10308.84,-5906,-15690,11613799.6544,-10710,-13778.0,-6826.0,-6687.88,-1664,-9479,5308232.2656,-7348,-8530.0,-5426.0,-6313.16,3639,-19860,64717503.6544,-3212,-14062.0,614.0,1120.88,10036,-8546,37867509.0656,1726,-4938.0,6992.0,5406.72,15940,-1758,37990541.2416,2539,-1.0,11071.0,2
7828.8,9848,5767,1847185.28,7982,6672.0,9026.0,-7481.68,-3397,-15585,13085807.5776,-6887,-10402.0,-4119.0,-7007,-4122,-8772,2279968.4,-7477,-8260.0,-5660.0,-8315.56,4087,-20969,85532490.4064,-9795,-16837.0,1779.0,55.48,8290,-8986,31571786.1696,-566,-5081.0,5432.0,1704.16,14593,-6907,44915184.0544,-1649,-2455.0,6075.0,2
6564.36,8659,4229,2214300.7904,6481,5279.0,8003.0,-7371.84,-2856,-17395,16956631.494400002,-6371,-10245.0,-3853.0,-9029.44,-4632,-11277,3854424.7264,-9555,-10806.0,-8082.0,-8288.92,2048,-18628,57229829.5136,-9667,-14883.0,615.0,257.24,12009,-8258,47494716.7424,-2878,-5677.0,6542.0,1808.36,15792,-3816,33094421.590399995,-677,-1574.0,3086.0,2
7801.32,9572,6212,1041234.6176,7912,6817.0,8603.0,-10091,-5636,-17123,12474715.12,-10256,-13352.0,-6642.0,-6260.4,-2409,-7998,2994794.08,-6985,-7671.0,-5138.0,-6245.52,4677,-20352,84756136.6496,-2959,-15509.0,2261.0,596.68,8786,-9161,31418936.0576,562,-4394.0,5875.0,4976.52,15509,-2155,38921188.0896,1097,-174.0,11325.0,2
7003.56,9029,5092,1942915.7664,6482,5683.0,8593.0,-7318.08,-2270,-14873,14435893.4336,-6414,-10669.0,-4023.0,-8613.52,-4532,-10791,2890063.3696,-8893,-9955.0,-7399.0,-7922.96,4528,-20930,92147640.2784,-11570,-16404.0,2607.0,-698.64,9873,-12483,51407242.7104,-2756,-6468.0,6358.0,2628.04,15911,-6709,56607300.358399995,-1098,-2971.0,9584.0,2
7275.6,9551,3513,4788570.0,8250,5370.0,9324.0,-10023.2,-5984,-18713,12613320.24,-9369,-12663.0,-6782.0,-6381.56,-2111,-8063,3294313.6064,-7285,-7578.0,-5508.0,-6285.96,3607,-19009,74834514.9984,-2209,-15421.0,2067.0,760.2,8640,-9254,25813360.400000002,673,-3096.0,4806.0,4510.52,16425,-3640,48375848.6496,428,-868.0,11249.0,2
7413.16,8993,4366,2097413.1744,8026,6455.0,8475.0,-9358.4,-4557,-17417,15455099.36,-8916,-12915.0,-5463.0,-5716.24,-1169,-8013,4588718.8224,-6486,-7534.0,-4617.0,-8706.8,-257,-19726,47928827.12,-6084,-15377.0,-2368.0,2708.12,11982,-6717,37267201.9456,1939,-3028.0,8719.0,4191,16520,-4251,56505046.16,194,-2173.0,11524.0,2
7291.6,8774,5002,1245079.44,7491,6591.0,8165.0,-10512.88,-5872,-16241,12165753.0656,-11005,-13905.0,-6828.0,-6414.6,-2118,-8140,3636788.08,-7362,-7824.0,-5403.0,-4804.84,7290,-19105,81473511.7344,-1934,-13666.0,3129.0,713,7407,-7671,25267625.76,3480,-4579.0,4816.0,4185.48,12750,-1639,27028256.5696,856,-238.0,8732.0,2
7110.52,8238,5871,598240.7296,7362,6361.0,7637.0,-9140.04,-4232,-14980,13999792.3584,-9009,-13025.0,-5549.0,-7155.4,-3141,-8718,2538079.2,-7797,-8135.0,-7044.0,-6795.04,5896,-20441,90668954.5984,-5790,-16234.0,2414.0,-333.36,8602,-11449,31815769.4304,-200,-4425.0,4055.0,2831.88,13061,-4637,35048330.985599995,-1067,-1394.0,9047.0,2
7958.08,10015,5080,1796825.4335999999,8063,7320.0,9067.0,-10404.96,-6152,-15262,11539608.8384,-10537,-13491.0,-6699.0,-4574.8,943,-7262,8063437.600000001,-5737,-6913.0,-2491.0,-8389.92,694,-19589,37824480.6336,-6873,-13907.0,-3616.0,3084.28,15109,-7289,54330951.2416,2256,-4239.0,10445.0,2586.24,14081,-7105,46394042.4224,1471,-3054.0,7135.0,2
6811.44,8501,3553,2278127.3664,7384,5947.0,8003.0,-8239.92,-2896,-15021,17881537.3536,-8939,-12182.0,-3682.0,-7076.24,-2184,-9109,4586169.6224,-8042,-8653.0,-5761.0,-7214.08,3461,-20219,67205701.1136,-4095,-14647.0,-14.0,858.52,10720,-10549,40898304.3296,1448,-4228.0,6168.0,4728.92,16004,-4858,43780182.1536,1205,129.0,11280.0,2
2803.52,13620,-98,17839426.0096,583,121.0,3486.0,1103.76,12447,-18820,100392850.90239999,4324,-6001.0,9683.0,-226.76,3077,-4092,6462791.2224,265,-2781.0,2151.0,-12401.72,-8281,-19384,13563428.1216,-11245,-14999.0,-9158.0,8036.96,14363,2689,14820180.5184,7688,4627.0,11316.0,-10235.08,-2037,-21780,50211405.7536,-7902,-17373.0,-3726.0,3
4822.08,13436,2027,11421866.9536,2730,2575.0,6400.0,1447.28,10778,-17735,83441270.3616,4745,-4968.0,9377.0,1853.96,6792,-3849,12974437.7184,2489,-1435.0,5141.0,-11952.84,-7557,-18962,13847530.7744,-10477,-14631.0,-8936.0,9480.24,15810,3538,17804943.3824,9175,5531.0,13523.0,-8515.84,-1613,-19548,38009539.8144,-6163,-13079.0,-3377.0,3
5019.64,14050,2840,12004911.990400001,3172,2898.0,5273.0,1449.76,13334,-17717,99157024.26239999,4586,-6028.0,10006.0,-788.08,2779,-5038,7029900.8736,-112,-3378.0,1520.0,-11954.72,-7624,-19514,16686088.4416,-10164,-15040.0,-8553.0,7022.48,13036,1383,14145801.1296,6300,3606.0,10583.0,-10604.16,-2223,-21152,41544355.4944,-8881,-16766.0,-4963.0,3
7467.4,11713,2986,9275420.72,7398,4604.0,10338.0,-9268.44,4459,-15105,31694627.3664,-11295,-13748.0,-6543.0,1380.36,2112,-366,619380.0704,1891,746.0,1925.0,-4434.52,-286,-6286,3901480.8896,-5290,-6108.0,-2785.0,5521.68,8000,1680,2387009.8976,5505,4682.0,6478.0,13230.32,23403,3408,45290062.9376,12323,7217.0,19873.0,3
5195.96,13774,2410,12228800.1184,3437,2476.0,6715.0,2245.24,12846,-16973,91271441.38239999,5696,-4874.0,10295.0,1411.12,3534,-760,2098269.3856,1457,69.0,2764.0,-9004.52,-7391,-13229,4360474.1696,-7795,-9879.0,-7595.0,6048.08,9647,1906,6682550.1536,5954,3558.0,8650.0,-11053.8,-2567,-21946,44913780.96,-9578,-17335.0,-4921.0,3
6744.12,10018,2139,7304078.8256,7284,5019.0,9027.0,-2147.92,13303,-13503,88828927.1136,-5145,-10681.0,7028.0,4907.2,6357,3256,888595.2,4794,4235.0,5750.0,-10611.92,-6053,-14184,6970935.9136,-11008,-12804.0,-9034.0,4322.92,8596,1029,4110549.1136000003,4248,3010.0,5124.0,14281.4,23551,1409,39174760.0,14059,9359.0,20125.0,3
6280.44,13649,2591,9933963.3664,5667,3214.0,8757.0,-3748.84,4494,-17104,43046602.4544,-3132,-8478.0,1867.0,2134.56,7126,-2134,11095107.7664,1526,-867.0,5484.0,-14685.48,-8260,-21786,20702136.8896,-14476,-19441.0,-10371.0,9121.24,17703,1129,22267982.3424,9768,5594.0,11352.0,-450.88,20750,-22725,256152810.6656,462,-15551.0,15599.0,3
4279.04,12836,1730,10573730.838399999,2370,2042.0,5688.0,-360.56,6801,-17203,55063526.0864,2119,-3968.0,5551.0,1368.96,4070,-2807,4896122.2784,2131,-247.0,3210.0,-11255.64,-7395,-16418,8011567.2704,-10256,-13499.0,-8935.0,9514.04,14673,4317,8273456.8384,9168,6966.0,12034.0,-5397.2,17703,-22329,154898174.0,-7336,-15427.0,4421.0,3
4151.96,13182,1733,9758207.158400001,2560,1925.0,5576.0,-36,6691,-17152,50523623.28,3000,-3535.0,5776.0,926.24,4069,-4917,7816293.3824000005,1854,-806.0,3150.0,-12105.92,-5758,-20668,23439191.4336,-11353,-15788.0,-7909.0,8564.6,12345,3361,5340069.28,8755,6584.0,10669.0,-4853.64,16911,-20977,130071067.4304,-6231,-13472.0,2931.0,3
5604.08,12425,2383,9888584.6336,4242,2992.0,8123.0,-2439.16,5037,-16320,41539941.0144,-1168,-8231.0,3445.0,756.96,2931,-3614,3470271.8784000003,1313,-11.0,2270.0,-13478.48,-8483,-17976,10481821.5296,-13717,-16862.0,-10342.0,9338.88,16792,165,17831880.8256,10075,8033.0,11433.0,-918.2,21003,-21842,198847424.88,-3836,-12148.0,12524.0,3
5834.36,13902,1825,14155308.4704,4050,2647.0,8841.0,-3027.96,4177,-19599,60484091.6384,640,-7367.0,3263.0,999.24,3159,-1461,2135640.8224,942,-29.0,2306.0,-9346.12,-2898,-15265,17244715.7856,-9721,-13194.0,-5554.0,6674.12,9540,354,5578323.6256,6996,6697.0,8335.0,-4769,19237,-21039,183721493.28,-8006,-17680.0,7309.0,3
5012.96,14524,1997,13801156.8384,3163,2347.0,6105.0,105.04,7370,-16242,60786361.3984,3002,-4547.0,6686.0,355.68,2282,-2685,3113253.0176,1010,-1293.0,1907.0,-10527.04,-7550,-14605,5084585.2384,-9984,-12118.0,-8765.0,8579.24,13100,3250,7105641.1424,9051,6969.0,10933.0,-7077.8,16179,-22391,143610368.16,-8835,-17551.0,1554.0,3
387.44,10826,-8379,45110956.8064,-1608,-5590.0,7473.0,-6754.24,150,-18873,31804705.8624,-5779,-10767.0,-1854.0,-5894.52,6551,-14244,41402008.489599995,-7561,-11254.0,-1020.0,16631.76,22115,-2048,40434729.8624,19033,15796.0,20107.0,6430.28,17916,-8461,74041674.1216,8318,-1571.0,14410.0,-3893.16,17410,-13044,104454433.4944,-9557,-11947.0,3870.0,1
-403.4,10855,-13820,74614767.03999999,-1044,-8113.0,8950.0,-1546.4,3565,-14226,30853653.6,930,-4817.0,3082.0,-785.68,6795,-10067,28764669.7376,-1033,-5160.0,4327.0,16609.04,19468,13263,3411210.7584,16857,14726.0,18055.0,6156.8,11832,-4744,23030976.959999997,7156,3427.0,10148.0,-13205.2,2765,-18992,30665181.04,-14753,-17156.0,-12013.0,1
-1231.52,12308,-12651,73877765.3696,-3800,-8440.0,7151.0,-7058.48,-1406,-17724,26867690.6496,-5715,-11125.0,-2156.0,-3684.88,5612,-10512,19589486.1056,-3758,-7038.0,-1095.0,11525.68,17144,-1249,18900081.8176,12188,9324.0,14653.0,5036.8,10780,-3341,20211477.599999998,6157,2110.0,8994.0,-15170.8,10418,-25357,126535926.4,-20247,-23640.0,-9286.0,1
298.8,11672,-8151,30229168.880000003,-235,-3310.0,1983.0,-13457.48,-6958,-18029,15731527.9296,-15086,-17130.0,-9511.0,-3164.16,7058,-12079,37710038.6944,-4329,-8455.0,2363.0,7367.72,19816,-12329,146834694.3616,15348,-5359.0,18117.0,7614.4,14645,-2960,24441429.28,8581,5323.0,10755.0,-5223,11048,-22750,172618826.56,-2856,-18475.0,7480.0,1
1157.04,14216,-10054,55614718.5984,95,-4360.0,6985.0,-8708.28,-2119,-19163,28198460.8416,-8280,-13770.0,-3588.0,-7284.36,1541,-14557,21448968.630400002,-7964,-10673.0,-4054.0,14524,23007,-4282,51973639.28,16418,14056.0,18013.0,6924.36,16746,-4934,44502126.6304,6867,1625.0,12519.0,-8960.16,13771,-21198,177626505.8944,-17021,-20560.0,3797.0,1
-1955.36,7721,-11185,43130761.6704,-3035,-7523.0,4446.0,-3212.68,3118,-18092,40833930.857599996,-915,-6403.0,2131.0,-3831.84,7011,-14078,46791286.4544,-3929,-9899.0,2308.0,17024.28,20325,9885,5374478.1216,17224,15578.0,18900.0,10664.24,19652,-5768,65934012.4224,12574,5284.0,18035.0,-3266.32,12781,-7676,35952268.2976,-5934,-7422.0,-3057.0,1
-2655.4,10261,-13554,61047147.12,-4514,-8839.0,4495.0,-5566.2,1753,-20207,41151814.72,-4428,-9741.0,190.0,-4087.4,5831,-11713,24675337.68,-4718,-7827.0,-513.0,14498.44,19296,4460,13149440.8064,15092,12163.0,17546.0,9378.12,19694,-4697,64699393.545600004,11495,2159.0,16801.0,-7743.28,13033,-15723,78397621.32159999,-10840,-14803.0,-4077.0,1
-2193.44,6732,-9868,33549189.4464,-4391,-6558.0,4182.0,-6292.76,999,-19104,35704026.5024,-4696,-11656.0,-1021.0,-5500.8,5856,-14874,45105385.28,-6509,-11342.0,425.0,15296.08,20406,-4185,46406223.75360001,17675,16363.0,19461.0,10316.52,21713,-5003,71395812.0896,11967,3818.0,17604.0,-34.12,16988,-7672,70929506.0256,-5285,-6054.0,6046.0,1
-1780.6,9318,-11711,50529844.56,-3895,-7552.0,5130.0,-4970.88,1454,-17655,31792806.425599996,-2999,-9476.0,-172.0,-6581,4709,-13356,31489455.2,-7479,-11644.0,-2378.0,17979.52,22023,4366,16402724.329599999,19197,17136.0,20617.0,6927.64,17673,-7150,68334980.0704,8064,-500.0,14759.0,-7358.64,14361,-15373,93908695.3504,-12667,-14775.0,-1866.0,1
-668.12,10092,-11526,60504183.3856,-947,-8090.0,7482.0,-3615.68,2776,-17728,44404494.2176,-448,-7836.0,1823.0,-3020.28,7167,-13512,43949870.2816,-3220,-8302.0,2621.0,16847.84,20182,13125,3795146.4544,16876,15063.0,18212.0,9244.36,18523,-6776,59339923.3504,10855,5176.0,15997.0,-8586.72,8893,-14198,41396804.2016,-10939,-12951.0,-7707.0,1
-2003,9157,-11521,40614503.28,-2770,-7394.0,2255.0,-9533.56,-2047,-20082,33360236.4064,-9376,-14836.0,-3864.0,-5551.32,4354,-13217,24479707.8976,-5915,-9747.0,-1795.0,11706.84,18969,-9363,73411784.4544,15761,10167.0,17454.0,8140.2,17059,-2684,38996198.32,7730,3509.0,13882.0,-5838.24,17587,-18589,172960424.82239997,-13717,-16975.0,6404.0,1
-1576.6,9522,-11571,54858865.12,-2526,-7855.0,5486.0,-5288.92,858,-15786,28525222.9536,-4008,-10581.0,-237.0,-2924.52,8537,-11080,34172949.9296,-4095,-7641.0,1320.0,15406.52,19775,292,23797886.2496,16852,14943.0,18075.0,3360.16,11302,-7114,34376253.7344,3051,-927.0,8641.0,-10727.2,13047,-19415,113238107.03999999,-16327,-18738.0,-4339.0,1
11060.56,14865,4230,10124471.5264,12052,9527.0,13371.0,-6476.84,-3247,-16254,16151328.9344,-4394,-8628.0,-3437.0,2067.84,6930,-3960,9528631.7344,2395,110.0,4538.0,5721.72,14376,-4246,33904331.1616,5444,980.0,11153.0,-839.04,3861,-6883,7472692.9984,-9,-2918.0,970.0,-1206.04,1966,-3123,2670515.7983999997,-1885,-2660.0,110.0,4
11377.28,16041,6268,9312944.6816,12549,8762.0,13889.0,-3789.4,-671,-12135,12819775.600000001,-1942,-5415.0,-874.0,2405.8,6951,-310,4848428.24,1613,558.0,4005.0,3049.96,9700,-784,9200249.4784,2173,645.0,5405.0,-2331.48,3158,-10719,11774384.4896,-1263,-3999.0,-457.0,-3716.4,-1028,-8355,6619609.840000001,-2812,-5778.0,-1407.0,4
10652.48,16392,4433,7476884.5696,10797,9946.0,11699.0,-4574.24,-597,-14321,17307370.3424,-2409,-7687.0,-1255.0,-959.28,3772,-3685,3199304.4416,-877,-2365.0,-143.0,3171.6,11873,-3441,16220160.16,2227,397.0,5335.0,-1424.6,6653,-9527,20442748.8,-1491,-4658.0,1934.0,-3543.36,1742,-7910,8871124.6304,-3821,-6027.0,-1094.0,4
9752.36,14064,6139,5263645.8304,9677,7932.0,11124.0,-5942.76,-1873,-14820,14189647.7024,-3809,-8190.0,-3216.0,-180.64,6279,-4183,13300527.590400001,-1882,-2805.0,3045.0,5606.64,12784,244,19712955.4304,4654,1831.0,9687.0,-5635.72,-746,-13205,11583294.6016,-5363,-8608.0,-3612.0,-2665.8,-432,-4417,1416441.2,-2083,-3928.0,-1914.0,4
