,accX,accY,accZ,gyroX,gyroY,gyroZ
240,13480,-106,566,2347,8367,23359
241,14995,-894,709,1880,7817,24294
242,16414,-1951,918,1176,7137,24890
243,17330,-2920,1045,627,6527,24875
244,17821,-3481,1112,337,5684,24446
245,18069,-3834,1212,65,4568,23705
246,18172,-4122,1338,-289,3472,22888
247,18173,-4447,1604,-742,2692,22102
248,18024,-4834,1918,-1262,2476,21330
249,17663,-5255,2148,-1777,2759,20604
250,17149,-5742,2282,-2229,3179,19952
251,16616,-6326,2368,-2576,3395,19395
252,16116,-6998,2405,-2791,3221,18891
253,15689,-7742,2399,-2885,2563,18384
254,15391,-8489,2383,-2883,1453,17897
255,15234,-9191,2413,-2812,136,17449
256,15154,-9824,2482,-2714,-985,17019
257,15140,-10323,2540,-2632,-1554,16622
258,14979,-10784,2538,-2593,-1436,16156
259,14705,-11166,2493,-2569,-889,15611
260,14319,-11494,2416,-2562,-157,14984
261,13809,-11797,2298,-2567,519,14258
262,13356,-12094,2194,-2536,699,13382
263,13117,-12368,2178,-2429,291,12415
264,12993,-12637,2221,-2285,-262,11406
265,12865,-12879,2265,-2119,-583,10370
266,12682,-13067,2278,-1947,-587,9361
267,12409,-13210,2236,-1796,-306,8401
268,12063,-13324,2145,-1675,93,7512
269,11709,-13413,2048,-1566,410,6706
270,11358,-13482,1945,-1478,663,5995
271,11012,-13554,1831,-1430,898,5370
272,10681,-13622,1720,-1396,1115,4821
273,10366,-13690,1612,-1373,1321,4351
274,10059,-13763,1517,-1356,1509,3961
275,9762,-13835,1430,-1335,1649,3635
276,9494,-13906,1364,-1304,1713,3353
277,9266,-13978,1310,-1263,1697,3104
278,9073,-14042,1289,-1209,1602,2884
279,8931,-14090,1329,-1138,1447,2685
280,8836,-14131,1394,-1054,1251,2480
281,8784,-14187,1465,-954,1041,2252
282,8757,-14250,1551,-828,851,2028
283,8831,-14300,1649,-682,715,1824
284,8964,-14337,1716,-544,753,1602
285,9026,-14384,1750,-436,942,1333
286,9022,-14428,1753,-342,1015,1035
287,9058,-14466,1766,-251,756,681
288,9239,-14492,1790,-168,249,264
289,9598,-14488,1892,-96,-205,-212
290,9988,-14510,2011,-64,-405,-758
291,10254,-14574,2050,-39,-480,-1407
292,10469,-14664,2021,26,-660,-2200
293,10843,-14744,2014,135,-1030,-3110
294,11449,-14843,2080,236,-1499,-4091
295,12194,-14986,2069,307,-1923,-5144
296,12933,-15183,1953,357,-2286,-6338
297,13739,-15371,1866,398,-2599,-7722
298,14633,-15466,1733,420,-2780,-9285
299,15566,-15499,1510,404,-2838,-10936
300,16405,-15515,1247,347,-2931,-12654
301,17149,-15405,1024,278,-3108,-14483
302,17850,-15083,834,160,-3159,-16312
303,18455,-14565,573,-20,-2856,-17957
304,18890,-14009,310,-320,-2320,-19438
305,19063,-13475,81,-714,-1728,-20771
306,18964,-12891,-94,-1123,-1184,-21971
