,accX,accY,accZ,gyroX,gyroY,gyroZ
404,3817,11079,-1394,-4200,598,-4413
405,3845,11363,-1396,-3292,368,-3306
406,3878,11612,-1438,-2402,157,-2253
407,3964,11812,-1511,-1542,-55,-1219
408,4144,11956,-1646,-703,-312,-192
409,4386,12060,-1850,109,-616,764
410,4608,12100,-2081,879,-903,1597
411,4766,12058,-2301,1601,-1077,2333
412,4879,11976,-2510,2297,-1119,3077
413,4974,11846,-2732,2990,-1122,3875
414,5081,11627,-2964,3685,-1175,4743
415,5211,11281,-3172,4384,-1250,5697
416,5371,10845,-3334,5113,-1235,6755
417,5598,10416,-3481,5913,-1062,7917
418,5886,10028,-3667,6811,-810,9163
419,6185,9606,-3857,7763,-584,10447
420,6446,9065,-4043,8735,-350,11775
421,6686,8351,-4328,9754,0,13210
422,6993,7587,-4612,10742,450,14838
423,7416,6732,-4894,11595,918,16631
424,7885,5798,-5133,12467,1343,18244
425,8353,4821,-5489,13345,1840,19697
426,9011,3699,-5945,14155,2302,21004
427,9868,2427,-6340,14838,2489,22180
428,10830,1201,-6546,15485,2570,23239
429,11697,37,-6535,16099,2925,23941
430,12323,-1053,-6392,16612,3898,24458
431,12767,-2167,-6150,16943,5495,25066
432,13007,-3463,-5710,17085,7399,25818
433,13024,-4885,-5135,17041,9303,26513
434,12883,-6364,-4613,16830,10848,27138
435,12684,-7878,-4169,16566,11112,27701
436,12584,-9396,-3732,16357,10173,28208
437,12474,-10822,-3392,16171,8660,28664
438,12366,-12044,-3054,16023,7026,28877
439,12261,-12985,-2667,15834,5717,28675
440,11966,-13607,-2254,15503,4967,27992
441,11550,-14040,-1835,14985,4627,26892
442,10974,-14340,-1510,14342,4409,25583
443,10390,-14526,-1214,13580,3946,24225
444,9874,-14675,-961,12721,3202,22882
445,9485,-14824,-706,11847,2393,21598
446,9145,-14975,-444,10995,1795,20360
447,8789,-15116,-204,10182,1495,19166
448,8416,-15232,22,9405,1381,18007
449,8041,-15311,267,8647,1327,16860
450,7695,-15358,500,7901,1270,15710
451,7402,-15382,730,7168,1162,14547
452,7148,-15397,963,6459,1032,13363
453,6902,-15410,1190,5799,920,12166
454,6646,-15429,1393,5195,827,10964
455,6389,-15449,1581,4633,718,9782
456,6148,-15461,1766,4106,580,8635
457,5905,-15473,1955,3607,442,7535
458,5673,-15498,2125,3133,332,6495
459,5451,-15534,2280,2687,266,5505
460,5218,-15572,2427,2269,267,4564
461,4984,-15612,2557,1876,327,3704
462,4776,-15631,2675,1518,426,2908
463,4602,-15642,2764,1175,547,2141
464,4488,-15657,2819,835,688,1386
465,4398,-15688,2832,484,844,598
466,4361,-15755,2807,107,970,-281
467,4417,-15842,2757,-303,1000,-1261
468,4607,-15973,2693,-778,909,-2332
469,4921,-16107,2673,-1311,744,-3483
470,5285,-16260,2576,-1880,657,-4714
471,5753,-16445,2455,-2444,681,-6002
472,6263,-16673,2321,-2990,777,-7330
473,6742,-16884,2178,-3510,833,-8693
474,7252,-17101,1965,-4052,604,-10126
475,7832,-17286,1678,-4730,-151,-11596
