accX,accY,accZ,gyroX,gyroY,gyroZ
10322,-10995,7002,-532,-160,263
10290,-11065,7020,-557,-295,244
10419,-11144,7096,-554,-431,180
10522,-11255,7193,-511,-578,68
10682,-11331,7324,-400,-813,-96
10884,-11395,7491,-224,-1092,-352
11054,-11459,7655,7,-1346,-698
11156,-11533,7791,261,-1537,-1129
11181,-11589,7860,505,-1627,-1608
11127,-11611,7857,707,-1591,-2066
10976,-11588,7739,858,-1466,-2428
10805,-11555,7555,967,-1365,-2676
10641,-11543,7396,1056,-1366,-2832
10493,-11533,7253,1137,-1366,-2973
10252,-11530,7082,1303,-1700,-3014
9983,-11474,6901,1544,-2213,-2960
9760,-11350,6789,1868,-2857,-2762
9558,-11170,6719,2287,-3557,-2390
9256,-10931,6556,2804,-4331,-1813
8843,-10628,6244,3384,-5332,-982
8537,-10284,5914,3993,-6629,115
8558,-10016,5654,4582,-7998,1454
8938,-9896,5406,5112,-9065,2969
9427,-9834,5122,5539,-9562,4544
9942,-9832,4796,5720,-9580,6045
10576,-9945,4516,5539,-9307,7335
11258,-10173,4302,5036,-8656,8351
11838,-10404,4180,4378,-7521,9097
12153,-10594,4162,3689,-6022,9589
12138,-10735,4161,2988,-4438,9940
11962,-10917,4050,2276,-3101,10210
11775,-11191,4043,1612,-2165,10440
11556,-11472,4087,1147,-1454,10615
11359,-11724,4126,729,-814,10773
11182,-11951,4161,352,-237,10915
10894,-12280,4187,241,125,10896
10608,-12618,4212,157,312,10830
10364,-12945,4193,98,340,10699
10180,-13231,4188,75,231,10479
10005,-13471,4183,84,88,10155
9897,-13658,4172,102,1,9709
9849,-13812,4192,96,-8,9102
9841,-13939,4247,48,36,8309
9898,-14087,4309,-53,39,7325
10031,-14250,4382,-158,-99,6155
10455,-14397,4504,-229,-394,4789
11141,-14577,4664,-313,-685,3207
11931,-14845,4698,-432,-817,1301
12890,-15164,4606,-617,-835,-964
14046,-15518,4547,-890,-772,-3516
15193,-15906,4451,-1250,-421,-6277
16218,-16238,4261,-1683,275,-8926
17101,-16544,4061,-2243,1016,-11310
17889,-16873,3793,-2960,1498,-13456
18599,-17169,3552,-3605,1931,-15387
18989,-17376,3432,-4367,1545,-17125
19132,-17374,3350,-5055,502,-18689
19203,-17101,3344,-5670,-1226,-20097
19249,-16603,3393,-6306,-3293,-21364
19111,-15968,3364,-7029,-5182,-22504
18762,-15237,3246,-7806,-6716,-23531
18408,-14443,3083,-8597,-7829,-24454
17986,-13686,2829,-9328,-8473,-25286
17607,-13005,2600,-9985,-9053,-26034
17265,-12391,2394,-10577,-9575,-26707
16958,-11840,2208,-11109,-10044,-27313
16681,-11343,2042,-11588,-10466,-27858
16432,-10896,1891,-12019,-10847,-28349
16208,-10494,1756,-12408,-11189,-28791
16007,-10132,1635,-12757,-11497,-29189
15825,-9806,1525,-13071,-11774,-29546
14134,-7793,1447,-11972,-10579,-26371
12612,-5982,1376,-10983,-9503,-23513
11716,-3988,1262,-10020,-8675,-20302
10910,-2194,1160,-9153,-7930,-17411
10184,-580,1067,-8373,-7259,-14809
9976,1231,1013,-7614,-6704,-12730
9872,2825,1022,-6986,-6278,-11060
9829,4301,1077,-6420,-5891,-9706
9740,5578,1126,-5976,-5428,-8606
9572,6677,1182,-5609,-4944,-7720
9311,7610,1231,-5281,-4507,-7004
9082,8420,1314,-4969,-4134,-6403
8826,9133,1402,-4688,-3721,-5866
8545,9712,1459,-4453,-3274,-5373
8282,10210,1476,-4216,-2864,-4919
8041,10644,1471,-3981,-2498,-4498
7814,11013,1509,-3755,-2154,-4104
7560,11308,1592,-3532,-1807,-3723
7298,11518,1748,-3293,-1460,-3334
7014,11656,1945,-3012,-1087,-2901
6749,11721,2181,-2677,-673,-2382
6527,11717,2464,-2278,-168,-1741
6306,11615,2725,-1824,516,-938
6108,11523,2961,-1415,1133,-216
5770,11136,3077,-823,2147,1125
5404,10707,2955,4,3188,2695
5169,10255,2642,795,4293,4579
5158,9802,2308,1439,5361,6765
5257,9406,1843,1946,6304,9162
5492,9027,1350,2283,6979,11522
5985,8610,914,2412,7410,13647
6787,8225,636,2338,7625,15559
7616,7934,443,2084,7720,17280
8370,7642,362,1651,7726,18791
9256,7307,495,1094,7732,20068
10054,7006,615,593,7739,21217
10986,6550,989,-249,8286,22112
11661,6090,1496,-1175,8832,22887
12205,5506,2149,-2161,9208,23394
12712,4784,2875,-3168,9668,23629
13049,3916,3615,-4139,10178,23785
13201,2924,4381,-4902,10364,23837
13266,1949,5085,-5315,10203,23804
13225,977,5645,-5473,9905,23814
13188,102,6149,-5614,9636,23822
12980,-994,6456,-5511,8848,24091
13023,-2113,6699,-5365,7879,24474
13063,-3120,6918,-5234,7008,24818
13098,-4026,7116,-5116,6223,25128
13096,-5165,7179,-5032,5225,25262
13073,-6256,7211,-4960,4073,25284
13082,-7227,7257,-4833,2869,25172
13091,-8100,7298,-4719,1786,25071
13098,-8886,7335,-4616,811,24980
13153,-9488,7439,-4523,417,24443
13201,-10030,7533,-4439,62,23959
13003,-10581,7506,-4286,-417,22988
12925,-10998,7490,-4009,-1021,21844
12856,-11373,7475,-3760,-1564,20814
12793,-11710,7462,-3536,-2053,19888
12588,-11986,7362,-3268,-2281,18440
12416,-12185,7276,-2957,-2547,16987
12212,-12326,7179,-2665,-2683,15546
11914,-12449,7039,-2431,-2640,14136
11646,-12559,6914,-2221,-2601,12868
11278,-12693,6757,-2022,-2638,11550
10975,-12810,6648,-1816,-2734,10296
10703,-12916,6551,-1630,-2820,9167
10369,-12991,6435,-1475,-2734,8089
10053,-13070,6328,-1360,-2664,7128
9782,-13146,6259,-1265,-2654,6265
9567,-13222,6236,-1190,-2657,5489
9399,-13292,6240,-1133,-2604,4794
9243,-13330,6273,-1092,-2463,4164
9141,-13367,6360,-1081,-2325,3566
9210,-13435,6506,-1089,-2311,2909
9643,-13515,6775,-1050,-2428,2070
10454,-13628,7177,-965,-2501,983
11579,-13845,7715,-843,-2354,-433
12923,-14208,8244,-696,-1940,-2177
14356,-14721,8666,-431,-1285,-4273
15924,-15201,9047,112,-622,-6779
17609,-15522,9433,810,-45,-9378
19124,-15855,9593,1529,450,-11717
20489,-16155,9738,2177,896,-13822
21344,-16366,9284,2796,595,-15716
21501,-16411,8810,3261,-404,-17421
21210,-16318,8351,3440,-2167,-18956
20948,-16234,7938,3601,-3754,-20337
20063,-16016,7380,3050,-6149,-21580
18844,-15493,6866,2346,-8364,-22699
17487,-14766,6433,1354,-10329,-23705
16070,-13870,5965,218,-11969,-24612
14794,-13062,5543,-805,-13446,-25427
13645,-12336,5164,-1725,-14774,-26161
12612,-11682,4822,-2554,-15970,-26822
11084,-10223,4508,-3180,-14964,-26199
9750,-8680,4126,-3589,-13789,-24932
8549,-7291,3783,-3956,-12732,-23792
7469,-6041,3474,-4287,-11780,-22766
6496,-4916,3196,-4585,-10924,-21843
5621,-3904,2946,-4853,-10153,-21012
5564,-2129,2662,-4667,-9283,-19395
5458,-505,2454,-4504,-8520,-17908
5362,955,2266,-4358,-7834,-16570
5361,2211,2293,-4128,-7252,-14929
5360,3342,2316,-3921,-6729,-13452
5359,4359,2338,-3734,-6258,-12124
5359,5275,2357,-3566,-5834,-10928
5179,5616,2338,-2956,-5567,-8920
5018,5923,2320,-2406,-5327,-7113
4872,6199,2305,-1911,-5111,-5487
4741,6448,2291,-1466,-4917,-4023
4347,6037,2389,-289,-3690,-1317
3912,5433,2150,-260,-3321,-1185
3450,4761,2016,1312,-2273,2056
3135,4008,1636,3027,-1668,5127
3124,3172,1073,4828,-1640,7891
3632,2307,573,6746,-2086,10378
4090,1528,124,8472,-2488,12617
5594,715,-151,10436,-2615,14632
7161,-209,-601,12024,-2196,16446
8581,-1408,-1282,13188,-1570,18078
9860,-2486,-1895,14235,-1007,19547
11010,-3457,-2447,15178,-500,20869
12343,-5181,-2866,15770,-336,22059
13370,-6955,-3287,16225,59,23129
14081,-8784,-3655,16339,414,24093
14733,-10531,-3896,16187,322,24961
15539,-11982,-3984,15879,-114,25741
16398,-13007,-4006,15432,-329,26444
16933,-13638,-3999,14768,110,26652
16903,-14026,-3953,13826,1107,26253
16414,-14290,-3874,12625,2163,25375
15573,-14511,-3748,11333,2687,24065
14670,-14658,-3646,10098,2210,22380
14228,-14786,-3439,9020,335,20369
14272,-14861,-3123,8250,-2461,18136
14459,-14820,-2746,7681,-5062,15905
14448,-14751,-2399,7101,-6633,13832
14185,-14698,-2147,6424,-7171,12095
13785,-14664,-1982,5733,-7085,10710
13332,-14618,-1855,5099,-6658,9589
12866,-14550,-1757,4494,-5953,8661
12446,-14488,-1668,3949,-5319,7827
11937,-14455,-1603,3319,-4186,7154
11448,-14456,-1545,2755,-3074,6547
11014,-14469,-1475,2292,-2066,6006
10580,-14480,-1394,1923,-1164,5487
10218,-14481,-1246,1693,-552,4952
10113,-14405,-1083,1510,-94,4449
10440,-14385,-913,1236,450,3818
11142,-14475,-723,932,1145,3031
12139,-14592,-585,673,1950,2071
13293,-14742,-602,398,2752,795
14716,-15020,-865,-52,3234,-936
16521,-15437,-1271,-689,3314,-3123
18146,-15965,-1979,-1436,3317,-5991
19608,-16709,-3054,-2563,3333,-8669
20924,-17822,-4409,-4169,3367,-11079
22108,-19024,-5641,-6033,3356,-13248
23174,-20097,-6578,-8033,3318,-15200
24133,-20954,-7249,-10151,3192,-16956
24490,-21743,-7516,-12413,2907,-18537
24097,-22196,-7550,-14419,2703,-19960
23743,-22603,-7581,-16224,2520,-21241
23424,-22970,-7608,-17849,2355,-22394
21437,-22427,-6977,-18930,2574,-23431
19649,-21939,-6408,-19903,2770,-24364
18040,-21499,-5897,-20779,2947,-25205
15517,-20094,-5272,-20317,3296,-25915
13485,-18493,-4607,-19688,3402,-25810
11859,-16820,-3959,-18912,3403,-25124
10495,-15016,-3348,-17909,3289,-23748
9268,-13391,-2799,-17005,3187,-22510
8163,-11930,-2304,-16192,3095,-21396
7168,-10614,-1859,-15460,3011,-20393
6771,-8372,-1195,-14089,2837,-19832
6132,-6331,-500,-12760,2618,-19470
5558,-4494,124,-11565,2420,-19144
5040,-2842,686,-10489,2242,-18851
4708,-1283,1176,-9318,1959,-17017
4275,-61,1565,-8254,1780,-15128
3885,1038,1914,-7297,1618,-13427
3535,2028,2229,-6435,1473,-11897
3219,2919,2512,-5659,1342,-10520
2594,2735,2505,-4387,583,-7690
2127,2426,2468,-2982,-229,-4682
1707,2147,2435,-1718,-961,-1975
1798,1790,2317,-35,-1504,1417
2028,1494,2056,1733,-1801,4552
2420,1222,1698,3524,-1907,7373
2774,977,1376,5136,-2003,9913
3778,604,1014,6904,-1814,12198
4683,268,688,8495,-1644,14255
6229,-228,166,10120,-1130,16106
7891,-811,-577,11462,-452,17772
9522,-1623,-1347,12394,222,19272
10942,-2658,-1914,13017,823,20621
12039,-3735,-2295,13430,1124,21836
12886,-4875,-2594,13639,933,22929
13714,-6348,-2819,13621,255,23913
14540,-8168,-2938,13410,-649,24798
