,accX,accY,accZ,gyroX,gyroY,gyroZ
0,4327,-15920,-590,225,-717,51
1,4351,-15900,-546,284,-698,53
2,4364,-15885,-501,329,-685,36
3,4379,-15884,-451,367,-695,0
4,4412,-15891,-386,393,-723,-45
5,4457,-15892,-302,398,-741,-92
6,4501,-15885,-209,384,-726,-132
7,4549,-15878,-105,361,-674,-157
8,4596,-15860,2,340,-584,-170
9,4644,-15827,117,333,-458,-172
10,4687,-15777,231,345,-298,-164
11,4719,-15714,328,372,-117,-138
12,4742,-15641,405,407,58,-86
13,4769,-15573,461,443,224,-12
14,4801,-15523,496,481,391,76
15,4818,-15484,502,517,572,174
16,4820,-15491,483,540,759,282
17,4824,-15516,455,556,948,402
18,4795,-15505,423,570,1149,520
19,4687,-15445,396,582,1353,634
20,4506,-15357,371,596,1517,749
21,4327,-15289,337,615,1593,893
22,4210,-15260,282,648,1594,1103
23,4157,-15251,173,702,1599,1402
24,4102,-15239,-52,752,1648,1782
25,4102,-15231,-379,743,1601,2200
26,4301,-15239,-765,618,1364,2588
27,4673,-15261,-1213,358,1094,2882
28,5119,-15303,-1727,-8,1078,2991
29,5576,-15374,-2296,-461,1492,2835
30,5987,-15445,-2866,-1004,2209,2400
31,6332,-15548,-3445,-1709,3085,1680
32,6642,-15747,-4037,-2640,3959,732
33,6914,-16046,-4627,-3781,4689,-398
34,7156,-16426,-5236,-5078,5241,-1724
35,7381,-16845,-5923,-6527,5562,-3229
36,7577,-17313,-6665,-8219,5584,-4787
37,7711,-17820,-7460,-10200,5301,-6234
38,7770,-18312,-8245,-12377,4736,-7484
39,7792,-18714,-8964,-14416,3967,-8463
40,7820,-18992,-9636,-16251,3159,-9115
41,7779,-19158,-10250,-17902,2519,-9461
42,7609,-19259,-10897,-19389,1966,-9573
43,7551,-19155,-11431,-20727,1256,-9504
44,7572,-18904,-11938,-21931,477,-9444
45,7677,-18554,-12346,-23014,-113,-9496
46,7768,-18051,-12722,-23990,-300,-9652
47,7827,-17426,-13086,-24867,-94,-9892
48,7884,-16720,-13363,-25657,427,-10138
49,7898,-15909,-13458,-26368,1255,-10332
50,7837,-14988,-13261,-27008,2359,-10484
51,7716,-13995,-12946,-27584,3634,-10625
52,7613,-12982,-12560,-28102,4799,-10694
53,7586,-11878,-11962,-28569,5617,-10677
54,7592,-10680,-11116,-28989,6169,-10661
55,7481,-9421,-10264,-29037,6717,-10701
56,7324,-8128,-9505,-28660,7180,-10693
57,7230,-6806,-8766,-27927,7316,-10487
58,7133,-5414,-8043,-26862,7128,-10109
59,7004,-4016,-7412,-25594,6700,-9697
60,6936,-2697,-6915,-24258,6038,-9221
61,6998,-1417,-6539,-22857,5084,-8672
62,7202,-151,-6191,-21420,3981,-8025
63,7402,1050,-5828,-19989,3091,-7443
64,7515,2115,-5474,-18635,2616,-6999
65,7620,3048,-5145,-17348,2355,-6624
66,7787,3892,-4873,-16042,2010,-6286
67,7994,4703,-4649,-14687,1563,-6017
68,8176,5481,-4473,-13368,1242,-5867
69,8329,6216,-4350,-12160,1144,-5745
70,8461,6908,-4291,-11073,1163,-5517
71,8552,7558,-4241,-10086,1184,-5175
72,8601,8144,-4177,-9194,1193,-4751
73,8632,8626,-4087,-8404,1208,-4259
74,8671,9007,-3967,-7674,1210,-3728
75,8712,9292,-3804,-6943,1157,-3209
76,8757,9494,-3579,-6165,1054,-2733
77,8781,9610,-3318,-5295,955,-2300
78,8783,9651,-3034,-4296,884,-1877
79,8789,9590,-2769,-3157,847,-1431
80,8813,9418,-2539,-1863,852,-948
81,8868,9164,-2349,-403,938,-456
82,8892,8868,-2241,1243,1165,-21
83,8842,8528,-2334,3074,1501,344
84,8779,8165,-2583,5027,1790,731
85,8774,7783,-2946,7040,1959,1184
86,8849,7370,-3354,9048,2046,1696
87,8855,6942,-3869,11042,2161,2201
88,8752,6490,-4456,12979,2265,2701
89,8588,6019,-5065,14793,2197,3292
90,8455,5479,-5701,16422,1830,3987
91,8502,4841,-6578,17933,1050,4706
92,8784,4133,-7626,19352,-46,5433
93,9212,3395,-8473,20691,-1356,6030
94,9503,2724,-8997,21899,-2377,6329
95,9483,2070,-9436,22986,-2653,6408
96,9248,1329,-10031,23964,-2258,6527
97,9012,449,-10601,24718,-1678,6950
98,8844,-539,-10926,25230,-1201,7700
99,8872,-1535,-11038,25597,-765,8620
100,8935,-2636,-11244,25861,-497,9543
101,9108,-3936,-11442,26096,-579,10499
102,9255,-5234,-11530,26467,-801,11443
103,9266,-6454,-11473,26889,-699,12274
104,9156,-7639,-11276,27215,-16,12992
105,8998,-8798,-10979,27329,1416,13653
106,8649,-9988,-10723,27222,3648,14272
107,8181,-11159,-10685,26840,5474,14862
108,7698,-12419,-10539,26261,5888,15409
109,7371,-13413,-10274,25640,5134,15988
110,7124,-14226,-9940,24903,3812,16466
111,6897,-14867,-9509,24012,2384,16824
112,6697,-15393,-9019,22954,1077,17022
113,6543,-15806,-8535,21772,-13,17078
114,6376,-16066,-8085,20546,-824,16985
115,6228,-16215,-7688,19311,-1279,16634
116,6076,-16250,-7238,18065,-1500,16068
117,5906,-16181,-6742,16781,-1481,15310
118,5787,-16091,-6253,15446,-1178,14296
119,5616,-16118,-5792,14044,-627,13078
120,5458,-16114,-5369,12686,41,11861
121,5228,-16100,-5012,11616,665,10649
122,5021,-16179,-4567,10420,1160,9600
123,4890,-16124,-4185,9395,1443,8792
124,4762,-16058,-3800,8423,1607,8094
125,4628,-16018,-3443,7489,1719,7452
126,4483,-15986,-3116,6628,1747,6820
127,4374,-15949,-2823,5842,1670,6178
128,4272,-15919,-2542,5114,1541,5508
129,4137,-15901,-2285,4434,1435,4799
130,3986,-15906,-2055,3795,1344,4064
131,3853,-15916,-1864,3202,1233,3318
132,3730,-15922,-1704,2652,1112,2561
133,3581,-15941,-1566,2128,1020,1788
134,3462,-15969,-1471,1614,952,1032
135,3428,-15992,-1409,1096,919,327
136,3479,-16001,-1423,591,957,-369
137,3575,-16022,-1474,41,1112,-1051
138,3646,-16087,-1577,-563,1390,-1795
139,3704,-16214,-1706,-1238,1673,-2653
140,3760,-16379,-1875,-1978,1820,-3644
141,3883,-16567,-2091,-2767,1731,-4726
142,4070,-16764,-2372,-3558,1400,-5868
143,4374,-16962,-2690,-4330,877,-7033
144,4828,-17136,-3005,-5067,260,-8134
145,5385,-17274,-3341,-5824,-230,-9083
146,5897,-17402,-3771,-6685,-491,-9919
147,6301,-17517,-4267,-7649,-633,-10733
148,6650,-17613,-4851,-8661,-800,-11519
149,7014,-17716,-5514,-9709,-1208,-12197
150,7406,-17795,-6236,-10784,-1919,-12731
151,7718,-17818,-6984,-11908,-2787,-13176
152,7985,-17705,-7679,-13111,-3633,-13536
153,8169,-17556,-8465,-14477,-4282,-13825
154,8337,-17293,-9141,-15923,-4893,-14028
155,8418,-16920,-9781,-17430,-5446,-14122
156,8521,-16499,-10406,-18963,-5788,-14066
157,8611,-16044,-10980,-20344,-5914,-13906
158,8631,-15442,-11526,-21586,-5804,-13697
159,8689,-14717,-11932,-22704,-5461,-13460
160,8792,-13904,-12166,-23710,-4864,-13135
161,8863,-13038,-12289,-24616,-4026,-12723
162,8854,-12113,-12295,-25431,-3009,-12267
163,8825,-11132,-12137,-26165,-1874,-11779
164,8812,-10115,-11806,-26825,-651,-11255
165,8818,-9116,-11351,-27419,598,-10718
166,8807,-8146,-10763,-27954,1771,-10220
167,8729,-7133,-10109,-28404,2808,-9815
168,8617,-6105,-9414,-28404,3591,-9461
169,8536,-5068,-8667,-28045,4055,-9021
170,8498,-4033,-7939,-27350,4234,-8514
171,8492,-3006,-7294,-26367,4183,-7984
172,8515,-1987,-6765,-25129,3939,-7532
173,8580,-919,-6305,-23699,3500,-7199
174,8624,190,-5879,-22197,2932,-6898
175,8589,1246,-5469,-20720,2359,-6617
176,8549,2236,-5140,-19277,1821,-6304
177,8612,3153,-4896,-17862,1237,-5905
178,8784,4013,-4681,-16493,664,-5468
179,8923,4808,-4456,-15197,293,-5065
180,8981,5532,-4236,-14003,213,-4708
181,9047,6157,-4032,-12894,249,-4355
182,9208,6730,-3858,-11797,198,-3988
183,9418,7275,-3723,-10702,84,-3645
184,9578,7806,-3662,-9654,60,-3384
185,9669,8321,-3625,-8717,158,-3198
186,9716,8777,-3593,-7899,286,-3005
187,9761,9172,-3554,-7159,357,-2751
188,9775,9537,-3520,-6473,386,-2486
189,9756,9874,-3474,-5849,401,-2237
190,9741,10184,-3406,-5287,380,-1985
191,9755,10438,-3299,-4770,297,-1726
192,9772,10622,-3188,-4260,169,-1475
193,9768,10743,-3044,-3731,39,-1239
194,9720,10803,-2848,-3166,-36,-1003
195,9617,10787,-2577,-2556,-43,-730
196,9484,10683,-2264,-1860,-40,-380
197,9366,10474,-2005,-1007,-143,48
198,9331,10184,-1867,66,-427,512
199,9374,9854,-1839,1369,-797,919
200,9453,9543,-1915,2862,-1044,1224
201,9483,9258,-2107,4476,-1037,1468
202,9450,8980,-2388,6134,-831,1756
203,9388,8660,-2812,7787,-580,2146
204,9330,8320,-3247,9389,-381,2616
205,9216,7977,-3634,10925,-165,3090
206,9092,7559,-4084,12367,31,3622
207,9054,7013,-4719,13711,-19,4308
